language,pair_id,analysis_cluster,label,path,leading_silence_ms,trailing_silence_ms,trimmed_duration_s,bonafide_logit_trimmed
english,6,ea39e5b1167b73b71b84a9fc11f61de538300ac3202879293f05a1967f57e9039faeb00684199a7b7a0f5f52255eb5afea7f847cdf3310cff4db57cbc82194cc,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0006.wav,0.0,0.0,7.452,-6.015244483947754
english,7,02718e6068e2d4292ebb32deaefc1cb424d3bf323c8fbd29225d1265b58089ef26ad1e5295382ecd05c48a150ff399f46d10059e2491b98ceb5b08c498afb1eb,1,english_griffinlim_eval_final/real_english/english_real_0007.wav,288.0,592.0,3.104,-2.5751519203186035
english,7,02718e6068e2d4292ebb32deaefc1cb424d3bf323c8fbd29225d1265b58089ef26ad1e5295382ecd05c48a150ff399f46d10059e2491b98ceb5b08c498afb1eb,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0007.wav,0.0,0.0,3.984,-0.6691813468933105
english,8,287db5b3c7065ffc1e6827c0bc87dc4a6b6a45c159642fe8d490d5adb6ce18a5b4b528f921503762bbb20b1fcd84f5f8256a9a11cd4ccf55964f301b416b08d2,1,english_griffinlim_eval_final/real_english/english_real_0008.wav,32.0,20.0,4.448,-2.658237934112549
english,8,287db5b3c7065ffc1e6827c0bc87dc4a6b6a45c159642fe8d490d5adb6ce18a5b4b528f921503762bbb20b1fcd84f5f8256a9a11cd4ccf55964f301b416b08d2,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0008.wav,0.0,0.0,4.5,-5.904069900512695
english,9,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,1,english_griffinlim_eval_final/real_english/english_real_0009.wav,0.0,0.0,2.64,-2.4941813945770264
english,9,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0009.wav,0.0,0.0,2.64,-5.491120338439941
english,10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,1,english_griffinlim_eval_final/real_english/english_real_0010.wav,128.0,16.0,6.336,3.747486114501953
english,10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0010.wav,0.0,0.0,6.48,-3.1022350788116455
english,11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,1,english_griffinlim_eval_final/real_english/english_real_0011.wav,64.0,0.0,2.912,0.9326817989349365
english,11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0011.wav,0.0,0.0,2.976,-0.7526731491088867
english,12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,1,english_griffinlim_eval_final/real_english/english_real_0012.wav,800.0,352.0,4.032,-2.8913493156433105
english,12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0012.wav,0.0,0.0,5.184,-1.936716079711914
english,13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,1,english_griffinlim_eval_final/real_english/english_real_0013.wav,704.0,940.0,4.224,-5.694942474365234
english,13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0013.wav,0.0,0.0,5.868,-6.107425689697266
english,14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,1,english_griffinlim_eval_final/real_english/english_real_0014.wav,576.0,1156.0,4.064,-2.3081908226013184
english,14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0014.wav,0.0,0.0,5.796,-1.0707958936691284
english,15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,1,english_griffinlim_eval_final/real_english/english_real_0015.wav,384.0,896.0,5.536,-5.198558330535889
english,15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0015.wav,0.0,0.0,6.816,-3.549075126647949
english,16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,1,english_griffinlim_eval_final/real_english/english_real_0016.wav,0.0,8.0,3.136,5.278079986572266
english,16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0016.wav,0.0,0.0,3.144,-1.383726716041565
english,17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,1,english_griffinlim_eval_final/real_english/english_real_0017.wav,64.0,200.0,3.264,-3.8412833213806152
english,17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0017.wav,0.0,0.0,3.528,-6.0526442527771
english,18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,1,english_griffinlim_eval_final/real_english/english_real_0018.wav,1216.0,56.0,3.552,-1.8766158819198608
english,18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0018.wav,0.0,0.0,4.824,2.2813596725463867
english,19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,1,english_griffinlim_eval_final/real_english/english_real_0019.wav,928.0,480.0,1.856,-5.79562520980835
english,19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0019.wav,0.0,0.0,3.264,-5.450181007385254
english,20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,1,english_griffinlim_eval_final/real_english/english_real_0020.wav,800.0,768.0,3.904,-3.465926170349121
english,20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0020.wav,0.0,0.0,5.472,-4.897642135620117
english,21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,1,english_griffinlim_eval_final/real_english/english_real_0021.wav,448.0,376.0,4.864,-2.5885634422302246
english,21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0021.wav,0.0,0.0,5.688,5.594657897949219
english,22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,1,english_griffinlim_eval_final/real_english/english_real_0022.wav,32.0,388.0,6.528,3.6593050956726074
english,22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0022.wav,0.0,0.0,6.948,0.04111630842089653
english,23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,1,english_griffinlim_eval_final/real_english/english_real_0023.wav,1088.0,772.0,5.376,-4.452577590942383
english,23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0023.wav,0.0,0.0,7.236,-5.126720905303955
english,24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,1,english_griffinlim_eval_final/real_english/english_real_0024.wav,928.0,656.0,5.376,-5.1320343017578125
english,24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0024.wav,0.0,0.0,6.96,-2.7654623985290527
english,25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,1,english_griffinlim_eval_final/real_english/english_real_0025.wav,768.0,704.0,2.368,-3.4780750274658203
english,25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0025.wav,0.0,0.0,3.84,-0.26242032647132874
english,26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,1,english_griffinlim_eval_final/real_english/english_real_0026.wav,544.0,584.0,4.608,0.6132939457893372
english,26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0026.wav,0.0,0.0,5.736,-6.027141571044922
english,27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,1,english_griffinlim_eval_final/real_english/english_real_0027.wav,1376.0,992.0,5.216,-5.782388687133789
english,27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0027.wav,0.0,0.0,7.584,-5.940505027770996
english,28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,1,english_griffinlim_eval_final/real_english/english_real_0028.wav,1088.0,712.0,4.896,-5.8696393966674805
english,28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0028.wav,0.0,0.0,6.696,-4.457064628601074
english,29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,1,english_griffinlim_eval_final/real_english/english_real_0029.wav,672.0,728.0,5.92,-5.517097473144531
english,29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0029.wav,0.0,0.0,7.32,-5.724946022033691
english,30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,1,english_griffinlim_eval_final/real_english/english_real_0030.wav,224.0,0.0,2.56,-5.832996845245361
english,30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0030.wav,0.0,0.0,2.784,-5.881573677062988
english,31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,1,english_griffinlim_eval_final/real_english/english_real_0031.wav,32.0,136.0,3.456,0.10952109098434448
english,31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0031.wav,0.0,0.0,3.624,-6.04750919342041
english,32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,1,english_griffinlim_eval_final/real_english/english_real_0032.wav,1248.0,568.0,1.856,-3.7509655952453613
english,32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0032.wav,0.0,0.0,3.672,-1.0236574411392212
english,33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,1,english_griffinlim_eval_final/real_english/english_real_0033.wav,32.0,288.0,3.232,0.6146746873855591
english,33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0033.wav,0.0,0.0,3.552,-0.41182273626327515
english,34,52f93568a9302b1e6662a670c7a026f5fc184586d28f22f58ac8e3ab936f376cc20ac820a21c0937c55f19a2396e2ffce8e21e3633be5474cf9a03ef35b4680e,1,english_griffinlim_eval_final/real_english/english_real_0034.wav,96.0,888.0,6.432,5.064384460449219
english,34,52f93568a9302b1e6662a670c7a026f5fc184586d28f22f58ac8e3ab936f376cc20ac820a21c0937c55f19a2396e2ffce8e21e3633be5474cf9a03ef35b4680e,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0034.wav,0.0,0.0,7.416,4.082949161529541
english,35,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,1,english_griffinlim_eval_final/real_english/english_real_0035.wav,608.0,296.0,2.336,-5.996592044830322
english,35,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0035.wav,0.0,0.0,3.24,-4.3268208503723145
english,36,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,1,english_griffinlim_eval_final/real_english/english_real_0036.wav,1152.0,484.0,5.024,-3.81381893157959
english,36,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0036.wav,0.0,0.0,6.66,-5.978466987609863
english,37,07d3d922297a7ff95c0af1273ea9511f05d9e73ad7eccbbc41f21be8c897b482c9e212941a01874135df63f60c8d07ca57e9fa3b9716f06c3c58a01bda4c4eee,1,english_griffinlim_eval_final/real_english/english_real_0037.wav,32.0,1044.0,3.424,5.748431205749512
english,37,07d3d922297a7ff95c0af1273ea9511f05d9e73ad7eccbbc41f21be8c897b482c9e212941a01874135df63f60c8d07ca57e9fa3b9716f06c3c58a01bda4c4eee,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0037.wav,0.0,0.0,4.5,0.17628617584705353
english,38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,1,english_griffinlim_eval_final/real_english/english_real_0038.wav,0.0,0.0,4.224,-0.16786785423755646
english,38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0038.wav,0.0,0.0,4.224,-3.542393207550049
english,39,e6d7f6267e35209974914a2468b3a9d604eef31fef16db546c92b3fe5eae899e02d2aa669071a9d56b9385a88c82c680c47b9e8328897d7e93b4c057c1305909,1,english_griffinlim_eval_final/real_english/english_real_0039.wav,416.0,580.0,4.512,-1.4368735551834106
english,39,e6d7f6267e35209974914a2468b3a9d604eef31fef16db546c92b3fe5eae899e02d2aa669071a9d56b9385a88c82c680c47b9e8328897d7e93b4c057c1305909,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0039.wav,0.0,0.0,5.508,-6.050912857055664
english,40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,1,english_griffinlim_eval_final/real_english/english_real_0040.wav,64.0,200.0,3.264,2.6378419399261475
english,40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0040.wav,0.0,0.0,3.528,-0.3996082842350006
english,41,54d9c7c2dc089d0b3da8823090ce2cabbe9cf4d36daa477f8bd680122a55af753082f3d48d06c2021876624f94afdacfe05b0ea814f7096afd577602aa63abf1,1,english_griffinlim_eval_final/real_english/english_real_0041.wav,640.0,264.0,1.28,-5.486102104187012
english,41,54d9c7c2dc089d0b3da8823090ce2cabbe9cf4d36daa477f8bd680122a55af753082f3d48d06c2021876624f94afdacfe05b0ea814f7096afd577602aa63abf1,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0041.wav,0.0,0.0,2.184,-0.07350049912929535
english,42,5e36a2f329d7cf05f42027bc4aa50d6c34e20d5230e47e643b01a35b02967028fbc029da597d6d715c105649fc3d0dbbbea09ddffff9be24d26cb07d5b6bf60d,1,english_griffinlim_eval_final/real_english/english_real_0042.wav,672.0,1112.0,4.384,-5.1575517654418945
english,42,5e36a2f329d7cf05f42027bc4aa50d6c34e20d5230e47e643b01a35b02967028fbc029da597d6d715c105649fc3d0dbbbea09ddffff9be24d26cb07d5b6bf60d,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0042.wav,0.0,0.0,6.168,-0.54719477891922
english,43,cb19dbcc8abacf137ddec49dd7d4189812b4e572aac06b0b5e32959d6d24841be36ddd7de3230946081545a71239aa3123e52000afefff6889c2b34d0323ebf2,1,english_griffinlim_eval_final/real_english/english_real_0043.wav,960.0,736.0,3.008,-3.2415413856506348
english,43,cb19dbcc8abacf137ddec49dd7d4189812b4e572aac06b0b5e32959d6d24841be36ddd7de3230946081545a71239aa3123e52000afefff6889c2b34d0323ebf2,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0043.wav,0.0,0.0,4.704,-0.3727057874202728
english,44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,1,english_griffinlim_eval_final/real_english/english_real_0044.wav,576.0,632.0,5.056,-4.412169456481934
english,44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0044.wav,0.0,0.0,6.264,-6.052403450012207
english,45,5cd95c7c22c6fd21f386f93b700187d1559ab9a63eab1b44b4af4717e61bee61dbf54a0de0d35e3014a441bc557f5a0a4d36ad4e3a815d4bd3c395c9e98daade,1,english_griffinlim_eval_final/real_english/english_real_0045.wav,352.0,736.0,3.04,-2.7871317863464355
english,45,5cd95c7c22c6fd21f386f93b700187d1559ab9a63eab1b44b4af4717e61bee61dbf54a0de0d35e3014a441bc557f5a0a4d36ad4e3a815d4bd3c395c9e98daade,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0045.wav,0.0,0.0,4.128,-0.4891720414161682
english,46,e8996ceee70172bae23d8af66ba91b510b3b1943c797e0b40bd002aa6a7d7c76693d9283e0c1f24ccc114eb64718181a966d7b3a12c4e6df8e9d8f8b72cd6628,1,english_griffinlim_eval_final/real_english/english_real_0046.wav,32.0,1208.0,5.6,5.080380439758301
english,46,e8996ceee70172bae23d8af66ba91b510b3b1943c797e0b40bd002aa6a7d7c76693d9283e0c1f24ccc114eb64718181a966d7b3a12c4e6df8e9d8f8b72cd6628,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0046.wav,0.0,0.0,6.84,-0.33631783723831177
english,47,3626fa6b9645ba859cf611370be40d14691f5d0a46511e57ee7d8ff7b00e19aff177a20ddb75e1a05055baea2ce937592490a12437a579fcaeba1d37103887dd,1,english_griffinlim_eval_final/real_english/english_real_0047.wav,0.0,0.0,3.528,4.542382717132568
english,47,3626fa6b9645ba859cf611370be40d14691f5d0a46511e57ee7d8ff7b00e19aff177a20ddb75e1a05055baea2ce937592490a12437a579fcaeba1d37103887dd,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0047.wav,0.0,0.0,3.528,-0.6175708174705505
english,48,0661cd3edebf30a1d25a2a4591e1471884e5295ddc9442c6347e8500f8e35cd432026595557179859168017a0fa143943851c63d3623e57bf4e28d232ad845e2,1,english_griffinlim_eval_final/real_english/english_real_0048.wav,608.0,1296.0,3.808,-6.073748588562012
