pair_id,analysis_cluster,path,label,duration_s,bonafide_logit,spoof_logit,analysis_cluster_trim,bonafide_logit_trimmed,leading_silence_ms,trailing_silence_ms,trimmed_duration_s,language,decision_raw_bonafide,decision_trimmed_bonafide,threshold_flip,sign_flip,inferred_normalization,peak_limited
7,02718e6068e2d4292ebb32deaefc1cb424d3bf323c8fbd29225d1265b58089ef26ad1e5295382ecd05c48a150ff399f46d10059e2491b98ceb5b08c498afb1eb,english_griffinlim_eval_final/real_english/english_real_0007.wav,1,3.984,5.065242290496826,-6.265892028808594,02718e6068e2d4292ebb32deaefc1cb424d3bf323c8fbd29225d1265b58089ef26ad1e5295382ecd05c48a150ff399f46d10059e2491b98ceb5b08c498afb1eb,-2.5751519203186035,288.0,592.0,3.104,english,True,True,False,True,,
7,02718e6068e2d4292ebb32deaefc1cb424d3bf323c8fbd29225d1265b58089ef26ad1e5295382ecd05c48a150ff399f46d10059e2491b98ceb5b08c498afb1eb,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0007.wav,0,3.984,-0.6692512035369873,1.184876561164856,02718e6068e2d4292ebb32deaefc1cb424d3bf323c8fbd29225d1265b58089ef26ad1e5295382ecd05c48a150ff399f46d10059e2491b98ceb5b08c498afb1eb,-0.6691813468933105,0.0,0.0,3.984,english,False,True,True,False,,
8,287db5b3c7065ffc1e6827c0bc87dc4a6b6a45c159642fe8d490d5adb6ce18a5b4b528f921503762bbb20b1fcd84f5f8256a9a11cd4ccf55964f301b416b08d2,english_griffinlim_eval_final/real_english/english_real_0008.wav,1,4.5,-3.1048598289489746,3.915104389190674,287db5b3c7065ffc1e6827c0bc87dc4a6b6a45c159642fe8d490d5adb6ce18a5b4b528f921503762bbb20b1fcd84f5f8256a9a11cd4ccf55964f301b416b08d2,-2.658237934112549,32.0,20.0,4.448,english,False,True,True,False,,
8,287db5b3c7065ffc1e6827c0bc87dc4a6b6a45c159642fe8d490d5adb6ce18a5b4b528f921503762bbb20b1fcd84f5f8256a9a11cd4ccf55964f301b416b08d2,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0008.wav,0,4.5,-5.901646614074707,6.801974296569824,287db5b3c7065ffc1e6827c0bc87dc4a6b6a45c159642fe8d490d5adb6ce18a5b4b528f921503762bbb20b1fcd84f5f8256a9a11cd4ccf55964f301b416b08d2,-5.904069900512695,0.0,0.0,4.5,english,False,False,False,False,,
9,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,english_griffinlim_eval_final/real_english/english_real_0009.wav,1,2.64,-2.4944634437561035,3.3551506996154785,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,-2.4941813945770264,0.0,0.0,2.64,english,False,True,True,False,,
9,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0009.wav,0,2.64,-5.488898277282715,6.264532089233398,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,-5.491120338439941,0.0,0.0,2.64,english,False,False,False,False,,
10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,english_griffinlim_eval_final/real_english/english_real_0010.wav,1,6.48,1.961461067199707,-2.692368984222412,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,3.747486114501953,128.0,16.0,6.336,english,True,True,False,False,,
10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0010.wav,0,6.48,-3.100456476211548,4.025141716003418,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,-3.102235078811645,0.0,0.0,6.48,english,False,False,False,False,,
11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,english_griffinlim_eval_final/real_english/english_real_0011.wav,1,2.976,1.825398564338684,-2.6913952827453613,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,0.9326817989349364,64.0,0.0,2.912,english,True,True,False,False,,
11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0011.wav,0,2.976,-0.7500510215759277,1.3239593505859375,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,-0.7526731491088867,0.0,0.0,2.976,english,False,True,True,False,,
12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,english_griffinlim_eval_final/real_english/english_real_0012.wav,1,5.184,5.264856338500977,-6.511089324951172,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,-2.8913493156433105,800.0,352.0,4.032,english,True,False,True,True,,
12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0012.wav,0,5.184,-1.9440256357192995,2.695591449737549,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,-1.936716079711914,0.0,0.0,5.184,english,False,True,True,False,,
13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,english_griffinlim_eval_final/real_english/english_real_0013.wav,1,5.868,0.4151778221130371,-0.3863552510738373,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,-5.694942474365234,704.0,940.0,4.224,english,True,False,True,True,,
13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0013.wav,0,5.868,-6.1086506843566895,7.013011455535889,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,-6.107425689697266,0.0,0.0,5.868,english,False,False,False,False,,
14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,english_griffinlim_eval_final/real_english/english_real_0014.wav,1,5.796,5.570525169372559,-7.0167388916015625,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,-2.3081908226013184,576.0,1156.0,4.064,english,True,True,False,True,,
14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0014.wav,0,5.796,-1.0723110437393188,1.5723271369934082,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,-1.0707958936691284,0.0,0.0,5.796,english,False,True,True,False,,
15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,english_griffinlim_eval_final/real_english/english_real_0015.wav,1,6.816,1.9076749086380005,-2.46059250831604,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,-5.198558330535889,384.0,896.0,5.536,english,True,False,True,True,,
15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0015.wav,0,6.816,-3.5586628913879395,4.578973770141602,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,-3.549075126647949,0.0,0.0,6.816,english,False,False,False,False,,
16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,english_griffinlim_eval_final/real_english/english_real_0016.wav,1,3.144,5.233828067779541,-6.704451560974121,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,5.278079986572266,0.0,8.0,3.136,english,True,True,False,False,,
16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0016.wav,0,3.144,-1.3845466375350952,2.0821359157562256,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,-1.383726716041565,0.0,0.0,3.144,english,False,True,True,False,,
17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,english_griffinlim_eval_final/real_english/english_real_0017.wav,1,3.528,-5.939761161804199,6.7235026359558105,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,-3.8412833213806152,64.0,200.0,3.264,english,False,False,False,False,,
17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0017.wav,0,3.528,-6.051851749420166,6.9359211921691895,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,-6.0526442527771,0.0,0.0,3.528,english,False,False,False,False,,
18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,english_griffinlim_eval_final/real_english/english_real_0018.wav,1,4.824,4.101418495178223,-5.31635046005249,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,-1.8766158819198608,1216.0,56.0,3.552,english,True,True,False,True,,
18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0018.wav,0,4.824,2.2870492935180664,-2.985677719116211,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,2.2813596725463867,0.0,0.0,4.824,english,True,True,False,False,,
19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,english_griffinlim_eval_final/real_english/english_real_0019.wav,1,3.264,2.0503101348876958,-2.763805389404297,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,-5.79562520980835,928.0,480.0,1.856,english,True,False,True,True,,
19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0019.wav,0,3.264,-5.45040225982666,6.283702850341797,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,-5.450181007385254,0.0,0.0,3.264,english,False,False,False,False,,
20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,english_griffinlim_eval_final/real_english/english_real_0020.wav,1,5.472,5.687748908996582,-7.081330299377441,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,-3.465926170349121,800.0,768.0,3.904,english,True,False,True,True,,
20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0020.wav,0,5.472,-4.901918411254883,5.569659233093262,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,-4.897642135620117,0.0,0.0,5.472,english,False,False,False,False,,
21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,english_griffinlim_eval_final/real_english/english_real_0021.wav,1,5.688,1.0677392482757568,-1.6588791608810425,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,-2.5885634422302246,448.0,376.0,4.864,english,True,True,False,True,,
21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0021.wav,0,5.688,5.593398571014404,-7.172393798828125,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,5.594657897949219,0.0,0.0,5.688,english,True,True,False,False,,
22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,english_griffinlim_eval_final/real_english/english_real_0022.wav,1,6.948,4.131489276885986,-5.306508541107178,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,3.659305095672608,32.0,388.0,6.528,english,True,True,False,False,,
22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0022.wav,0,6.948,0.0414199344813823,-0.0256322920322418,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,0.0411163084208965,0.0,0.0,6.948,english,True,True,False,False,,
23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,english_griffinlim_eval_final/real_english/english_real_0023.wav,1,7.236,5.026971817016602,-6.287632942199707,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,-4.452577590942383,1088.0,772.0,5.376,english,True,False,True,True,,
23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0023.wav,0,7.236,-5.127645492553711,5.985610008239746,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,-5.126720905303955,0.0,0.0,7.236,english,False,False,False,False,,
24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,english_griffinlim_eval_final/real_english/english_real_0024.wav,1,6.96,3.683943510055542,-4.605532646179199,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,-5.1320343017578125,928.0,656.0,5.376,english,True,False,True,True,,
24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0024.wav,0,6.96,-2.7570388317108154,3.694409132003784,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,-2.7654623985290527,0.0,0.0,6.96,english,False,True,True,False,,
25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,english_griffinlim_eval_final/real_english/english_real_0025.wav,1,3.84,3.828804016113281,-4.9770917892456055,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,-3.4780750274658203,768.0,704.0,2.368,english,True,False,True,True,,
25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0025.wav,0,3.84,-0.2604933977127075,0.201550617814064,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,-0.2624203264713287,0.0,0.0,3.84,english,True,True,False,False,,
26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,english_griffinlim_eval_final/real_english/english_real_0026.wav,1,5.736,3.1509625911712646,-4.189308166503906,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,0.6132939457893372,544.0,584.0,4.608,english,True,True,False,False,,
