language,label,sample_key,pair_id,path,condition,original_score,counterfactual_score,delta_score
english,1,1044_english_real_1044,1044,english_griffinlim_eval_final/real_english/english_real_1044.wav,remove_low,-2.9728474617004395,-1.5482279062271118,1.4246195554733276
english,1,1044_english_real_1044,1044,english_griffinlim_eval_final/real_english/english_real_1044.wav,remove_mid,-2.9728474617004395,-4.765017986297607,-1.792170524597168
english,1,1044_english_real_1044,1044,english_griffinlim_eval_final/real_english/english_real_1044.wav,remove_high,-2.9728474617004395,-3.6281261444091797,-0.6552786827087402
english,1,1048_english_real_1048,1048,english_griffinlim_eval_final/real_english/english_real_1048.wav,original,6.0540618896484375,6.0540618896484375,0.0
english,1,1048_english_real_1048,1048,english_griffinlim_eval_final/real_english/english_real_1048.wav,remove_low,6.0540618896484375,4.946420669555664,-1.1076412200927734
english,1,1048_english_real_1048,1048,english_griffinlim_eval_final/real_english/english_real_1048.wav,remove_mid,6.0540618896484375,4.950531005859375,-1.1035308837890625
english,1,1048_english_real_1048,1048,english_griffinlim_eval_final/real_english/english_real_1048.wav,remove_high,6.0540618896484375,5.993415832519531,-0.06064605712890625
english,1,1050_english_real_1050,1050,english_griffinlim_eval_final/real_english/english_real_1050.wav,original,2.055420160293579,2.055420160293579,0.0
english,1,1050_english_real_1050,1050,english_griffinlim_eval_final/real_english/english_real_1050.wav,remove_low,2.055420160293579,-1.0448235273361206,-3.1002436876296997
english,1,1050_english_real_1050,1050,english_griffinlim_eval_final/real_english/english_real_1050.wav,remove_mid,2.055420160293579,-0.8117704391479492,-2.8671905994415283
english,1,1050_english_real_1050,1050,english_griffinlim_eval_final/real_english/english_real_1050.wav,remove_high,2.055420160293579,0.9177902936935425,-1.1376298666000366
english,1,1053_english_real_1053,1053,english_griffinlim_eval_final/real_english/english_real_1053.wav,original,4.416172981262207,4.416172981262207,0.0
english,1,1053_english_real_1053,1053,english_griffinlim_eval_final/real_english/english_real_1053.wav,remove_low,4.416172981262207,3.263336181640625,-1.152836799621582
english,1,1053_english_real_1053,1053,english_griffinlim_eval_final/real_english/english_real_1053.wav,remove_mid,4.416172981262207,3.342283248901367,-1.0738897323608398
english,1,1053_english_real_1053,1053,english_griffinlim_eval_final/real_english/english_real_1053.wav,remove_high,4.416172981262207,3.9477505683898926,-0.46842241287231445
english,1,1056_english_real_1056,1056,english_griffinlim_eval_final/real_english/english_real_1056.wav,original,6.068176746368408,6.068176746368408,0.0
english,1,1056_english_real_1056,1056,english_griffinlim_eval_final/real_english/english_real_1056.wav,remove_low,6.068176746368408,5.7205047607421875,-0.3476719856262207
english,1,1056_english_real_1056,1056,english_griffinlim_eval_final/real_english/english_real_1056.wav,remove_mid,6.068176746368408,5.112116813659668,-0.9560599327087402
english,1,1056_english_real_1056,1056,english_griffinlim_eval_final/real_english/english_real_1056.wav,remove_high,6.068176746368408,6.045229434967041,-0.022947311401367188
english,1,1061_english_real_1061,1061,english_griffinlim_eval_final/real_english/english_real_1061.wav,original,3.435345411300659,3.435345411300659,0.0
english,1,1061_english_real_1061,1061,english_griffinlim_eval_final/real_english/english_real_1061.wav,remove_low,3.435345411300659,2.597604751586914,-0.8377406597137451
english,1,1061_english_real_1061,1061,english_griffinlim_eval_final/real_english/english_real_1061.wav,remove_mid,3.435345411300659,0.11827465891838074,-3.3170707523822784
english,1,1061_english_real_1061,1061,english_griffinlim_eval_final/real_english/english_real_1061.wav,remove_high,3.435345411300659,1.9835519790649414,-1.4517934322357178
english,1,1063_english_real_1063,1063,english_griffinlim_eval_final/real_english/english_real_1063.wav,original,-0.21695895493030548,-0.21695895493030548,0.0
english,1,1063_english_real_1063,1063,english_griffinlim_eval_final/real_english/english_real_1063.wav,remove_low,-0.21695895493030548,-0.9748402833938599,-0.7578813284635544
english,1,1063_english_real_1063,1063,english_griffinlim_eval_final/real_english/english_real_1063.wav,remove_mid,-0.21695895493030548,-4.773224830627441,-4.556265875697136
english,1,1063_english_real_1063,1063,english_griffinlim_eval_final/real_english/english_real_1063.wav,remove_high,-0.21695895493030548,-1.044854760169983,-0.8278958052396774
english,1,1075_english_real_1075,1075,english_griffinlim_eval_final/real_english/english_real_1075.wav,original,1.4703320264816284,1.4703320264816284,0.0
english,1,1075_english_real_1075,1075,english_griffinlim_eval_final/real_english/english_real_1075.wav,remove_low,1.4703320264816284,-0.7260915040969849,-2.1964235305786133
english,1,1075_english_real_1075,1075,english_griffinlim_eval_final/real_english/english_real_1075.wav,remove_mid,1.4703320264816284,-1.1474943161010742,-2.6178263425827026
english,1,1075_english_real_1075,1075,english_griffinlim_eval_final/real_english/english_real_1075.wav,remove_high,1.4703320264816284,0.6673786044120789,-0.8029534220695496
english,1,108_english_real_0108,108,english_griffinlim_eval_final/real_english/english_real_0108.wav,original,3.049072504043579,3.049072504043579,0.0
english,1,108_english_real_0108,108,english_griffinlim_eval_final/real_english/english_real_0108.wav,remove_low,3.049072504043579,0.36482861638069153,-2.6842438876628876
english,1,108_english_real_0108,108,english_griffinlim_eval_final/real_english/english_real_0108.wav,remove_mid,3.049072504043579,1.119612693786621,-1.929459810256958
english,1,108_english_real_0108,108,english_griffinlim_eval_final/real_english/english_real_0108.wav,remove_high,3.049072504043579,1.8332459926605225,-1.2158265113830566
english,1,1090_english_real_1090,1090,english_griffinlim_eval_final/real_english/english_real_1090.wav,original,5.749809741973877,5.749809741973877,0.0
english,1,1090_english_real_1090,1090,english_griffinlim_eval_final/real_english/english_real_1090.wav,remove_low,5.749809741973877,3.81538724899292,-1.934422492980957
english,1,1090_english_real_1090,1090,english_griffinlim_eval_final/real_english/english_real_1090.wav,remove_mid,5.749809741973877,5.125701904296875,-0.624107837677002
english,1,1090_english_real_1090,1090,english_griffinlim_eval_final/real_english/english_real_1090.wav,remove_high,5.749809741973877,5.802018165588379,0.05220842361450195
english,1,1097_english_real_1097,1097,english_griffinlim_eval_final/real_english/english_real_1097.wav,original,0.5658395290374756,0.5658395290374756,0.0
english,1,1097_english_real_1097,1097,english_griffinlim_eval_final/real_english/english_real_1097.wav,remove_low,0.5658395290374756,-5.502310752868652,-6.068150281906128
english,1,1097_english_real_1097,1097,english_griffinlim_eval_final/real_english/english_real_1097.wav,remove_mid,0.5658395290374756,-1.8102658987045288,-2.3761054277420044
english,1,1097_english_real_1097,1097,english_griffinlim_eval_final/real_english/english_real_1097.wav,remove_high,0.5658395290374756,0.6862722635269165,0.12043273448944092
english,1,1101_english_real_1101,1101,english_griffinlim_eval_final/real_english/english_real_1101.wav,original,-0.5324605703353882,-0.5324605703353882,0.0
english,1,1101_english_real_1101,1101,english_griffinlim_eval_final/real_english/english_real_1101.wav,remove_low,-0.5324605703353882,-3.86783766746521,-3.3353770971298218
english,1,1101_english_real_1101,1101,english_griffinlim_eval_final/real_english/english_real_1101.wav,remove_mid,-0.5324605703353882,-4.356820583343506,-3.8243600130081177
english,1,1101_english_real_1101,1101,english_griffinlim_eval_final/real_english/english_real_1101.wav,remove_high,-0.5324605703353882,-0.6783602237701416,-0.14589965343475342
english,1,1116_english_real_1116,1116,english_griffinlim_eval_final/real_english/english_real_1116.wav,original,1.0806567668914795,1.0806567668914795,0.0
english,1,1116_english_real_1116,1116,english_griffinlim_eval_final/real_english/english_real_1116.wav,remove_low,1.0806567668914795,0.23494118452072144,-0.8457155823707581
english,1,1116_english_real_1116,1116,english_griffinlim_eval_final/real_english/english_real_1116.wav,remove_mid,1.0806567668914795,-0.5766404271125793,-1.6572971940040588
english,1,1116_english_real_1116,1116,english_griffinlim_eval_final/real_english/english_real_1116.wav,remove_high,1.0806567668914795,1.4855530261993408,0.40489625930786133
english,1,1124_english_real_1124,1124,english_griffinlim_eval_final/real_english/english_real_1124.wav,original,5.455730438232422,5.455730438232422,0.0
english,1,1124_english_real_1124,1124,english_griffinlim_eval_final/real_english/english_real_1124.wav,remove_low,5.455730438232422,-0.5444807410240173,-6.000211179256439
english,1,1124_english_real_1124,1124,english_griffinlim_eval_final/real_english/english_real_1124.wav,remove_mid,5.455730438232422,0.8312122225761414,-4.6245182156562805
english,1,1124_english_real_1124,1124,english_griffinlim_eval_final/real_english/english_real_1124.wav,remove_high,5.455730438232422,4.294515609741211,-1.161214828491211
english,1,113_english_real_0113,113,english_griffinlim_eval_final/real_english/english_real_0113.wav,original,-0.5512635111808777,-0.5512635111808777,0.0
english,1,113_english_real_0113,113,english_griffinlim_eval_final/real_english/english_real_0113.wav,remove_low,-0.5512635111808777,-3.5357627868652344,-2.9844992756843567
english,1,113_english_real_0113,113,english_griffinlim_eval_final/real_english/english_real_0113.wav,remove_mid,-0.5512635111808777,-3.692216396331787,-3.1409528851509094
english,1,113_english_real_0113,113,english_griffinlim_eval_final/real_english/english_real_0113.wav,remove_high,-0.5512635111808777,-1.5556650161743164,-1.0044015049934387
english,1,125_english_real_0125,125,english_griffinlim_eval_final/real_english/english_real_0125.wav,original,6.226893424987793,6.226893424987793,0.0
english,1,125_english_real_0125,125,english_griffinlim_eval_final/real_english/english_real_0125.wav,remove_low,6.226893424987793,-2.3029747009277344,-8.529868125915527
english,1,125_english_real_0125,125,english_griffinlim_eval_final/real_english/english_real_0125.wav,remove_mid,6.226893424987793,5.8712568283081055,-0.3556365966796875
english,1,125_english_real_0125,125,english_griffinlim_eval_final/real_english/english_real_0125.wav,remove_high,6.226893424987793,6.0585432052612305,-0.1683502197265625
english,1,142_english_real_0142,142,english_griffinlim_eval_final/real_english/english_real_0142.wav,original,5.733972549438477,5.733972549438477,0.0
english,1,142_english_real_0142,142,english_griffinlim_eval_final/real_english/english_real_0142.wav,remove_low,5.733972549438477,0.6345798969268799,-5.099392652511597
english,1,142_english_real_0142,142,english_griffinlim_eval_final/real_english/english_real_0142.wav,remove_mid,5.733972549438477,5.054003715515137,-0.6799688339233398
english,1,142_english_real_0142,142,english_griffinlim_eval_final/real_english/english_real_0142.wav,remove_high,5.733972549438477,5.7780985832214355,0.044126033782958984
english,1,146_english_real_0146,146,english_griffinlim_eval_final/real_english/english_real_0146.wav,original,4.400143623352051,4.400143623352051,0.0
english,1,146_english_real_0146,146,english_griffinlim_eval_final/real_english/english_real_0146.wav,remove_low,4.400143623352051,-1.0851997137069702,-5.485343337059021
english,1,146_english_real_0146,146,english_griffinlim_eval_final/real_english/english_real_0146.wav,remove_mid,4.400143623352051,3.7310280799865723,-0.6691155433654785
english,1,146_english_real_0146,146,english_griffinlim_eval_final/real_english/english_real_0146.wav,remove_high,4.400143623352051,4.212118148803711,-0.18802547454833984
english,1,156_english_real_0156,156,english_griffinlim_eval_final/real_english/english_real_0156.wav,original,-2.617328643798828,-2.617328643798828,0.0
english,1,156_english_real_0156,156,english_griffinlim_eval_final/real_english/english_real_0156.wav,remove_low,-2.617328643798828,-1.3181277513504028,1.2992008924484253
english,1,156_english_real_0156,156,english_griffinlim_eval_final/real_english/english_real_0156.wav,remove_mid,-2.617328643798828,-2.773660182952881,-0.15633153915405273
english,1,156_english_real_0156,156,english_griffinlim_eval_final/real_english/english_real_0156.wav,remove_high,-2.617328643798828,-4.309362411499023,-1.6920337677001953
english,1,166_english_real_0166,166,english_griffinlim_eval_final/real_english/english_real_0166.wav,original,2.869995594024658,2.869995594024658,0.0
english,1,166_english_real_0166,166,english_griffinlim_eval_final/real_english/english_real_0166.wav,remove_low,2.869995594024658,2.7125768661499023,-0.15741872787475586
english,1,166_english_real_0166,166,english_griffinlim_eval_final/real_english/english_real_0166.wav,remove_mid,2.869995594024658,-1.1848875284194946,-4.054883122444153
english,1,166_english_real_0166,166,english_griffinlim_eval_final/real_english/english_real_0166.wav,remove_high,2.869995594024658,0.6233668327331543,-2.246628761291504
english,1,188_english_real_0188,188,english_griffinlim_eval_final/real_english/english_real_0188.wav,original,-5.39124870300293,-5.39124870300293,0.0
english,1,188_english_real_0188,188,english_griffinlim_eval_final/real_english/english_real_0188.wav,remove_low,-5.39124870300293,-2.579914093017578,2.8113346099853516
english,1,188_english_real_0188,188,english_griffinlim_eval_final/real_english/english_real_0188.wav,remove_mid,-5.39124870300293,-5.944438457489014,-0.553189754486084
english,1,188_english_real_0188,188,english_griffinlim_eval_final/real_english/english_real_0188.wav,remove_high,-5.39124870300293,-5.847202301025391,-0.45595359802246094
english,1,190_english_real_0190,190,english_griffinlim_eval_final/real_english/english_real_0190.wav,original,5.600371837615967,5.600371837615967,0.0
english,1,190_english_real_0190,190,english_griffinlim_eval_final/real_english/english_real_0190.wav,remove_low,5.600371837615967,4.397104740142822,-1.2032670974731445
english,1,190_english_real_0190,190,english_griffinlim_eval_final/real_english/english_real_0190.wav,remove_mid,5.600371837615967,4.0342116355896,-1.5661602020263672
english,1,190_english_real_0190,190,english_griffinlim_eval_final/real_english/english_real_0190.wav,remove_high,5.600371837615967,5.463503360748291,-0.13686847686767578
english,1,192_english_real_0192,192,english_griffinlim_eval_final/real_english/english_real_0192.wav,original,3.9374284744262695,3.9374284744262695,0.0
english,1,192_english_real_0192,192,english_griffinlim_eval_final/real_english/english_real_0192.wav,remove_low,3.9374284744262695,-1.0217113494873047,-4.959139823913574
english,1,192_english_real_0192,192,english_griffinlim_eval_final/real_english/english_real_0192.wav,remove_mid,3.9374284744262695,5.097204685211182,1.159776210784912
english,1,192_english_real_0192,192,english_griffinlim_eval_final/real_english/english_real_0192.wav,remove_high,3.9374284744262695,2.9211435317993164,-1.0162849426269531
english,1,201_english_real_0201,201,english_griffinlim_eval_final/real_english/english_real_0201.wav,original,1.9192392826080322,1.9192392826080322,0.0
english,1,201_english_real_0201,201,english_griffinlim_eval_final/real_english/english_real_0201.wav,remove_low,1.9192392826080322,0.647045910358429,-1.2721933722496033
english,1,201_english_real_0201,201,english_griffinlim_eval_final/real_english/english_real_0201.wav,remove_mid,1.9192392826080322,0.6053101420402527,-1.3139291405677795
english,1,201_english_real_0201,201,english_griffinlim_eval_final/real_english/english_real_0201.wav,remove_high,1.9192392826080322,1.3727506399154663,-0.5464886426925659
english,1,207_english_real_0207,207,english_griffinlim_eval_final/real_english/english_real_0207.wav,original,1.328053593635559,1.328053593635559,0.0
english,1,207_english_real_0207,207,english_griffinlim_eval_final/real_english/english_real_0207.wav,remove_low,1.328053593635559,-0.7618283033370972,-2.0898818969726562
english,1,207_english_real_0207,207,english_griffinlim_eval_final/real_english/english_real_0207.wav,remove_mid,1.328053593635559,-0.21051762998104095,-1.5385712236166
english,1,207_english_real_0207,207,english_griffinlim_eval_final/real_english/english_real_0207.wav,remove_high,1.328053593635559,0.6119962334632874,-0.7160573601722717
english,1,230_english_real_0230,230,english_griffinlim_eval_final/real_english/english_real_0230.wav,original,3.568264961242676,3.568264961242676,0.0
english,1,230_english_real_0230,230,english_griffinlim_eval_final/real_english/english_real_0230.wav,remove_low,3.568264961242676,0.27968305349349976,-3.288581907749176
english,1,230_english_real_0230,230,english_griffinlim_eval_final/real_english/english_real_0230.wav,remove_mid,3.568264961242676,-0.7198691368103027,-4.2881340980529785
english,1,230_english_real_0230,230,english_griffinlim_eval_final/real_english/english_real_0230.wav,remove_high,3.568264961242676,2.832622528076172,-0.7356424331665039
english,1,248_english_real_0248,248,english_griffinlim_eval_final/real_english/english_real_0248.wav,original,0.043934810906648636,0.043934810906648636,0.0
english,1,248_english_real_0248,248,english_griffinlim_eval_final/real_english/english_real_0248.wav,remove_low,0.043934810906648636,0.6735420227050781,0.6296072117984295
english,1,248_english_real_0248,248,english_griffinlim_eval_final/real_english/english_real_0248.wav,remove_mid,0.043934810906648636,-0.36910924315452576,-0.4130440540611744
english,1,248_english_real_0248,248,english_griffinlim_eval_final/real_english/english_real_0248.wav,remove_high,0.043934810906648636,-0.44380924105644226,-0.4877440519630909
english,1,265_english_real_0265,265,english_griffinlim_eval_final/real_english/english_real_0265.wav,original,6.159311294555664,6.159311294555664,0.0
english,1,265_english_real_0265,265,english_griffinlim_eval_final/real_english/english_real_0265.wav,remove_low,6.159311294555664,4.987520217895508,-1.1717910766601562
english,1,265_english_real_0265,265,english_griffinlim_eval_final/real_english/english_real_0265.wav,remove_mid,6.159311294555664,5.169936180114746,-0.989375114440918
english,1,265_english_real_0265,265,english_griffinlim_eval_final/real_english/english_real_0265.wav,remove_high,6.159311294555664,5.706447601318359,-0.4528636932373047
english,1,266_english_real_0266,266,english_griffinlim_eval_final/real_english/english_real_0266.wav,original,5.9433488845825195,5.9433488845825195,0.0
english,1,266_english_real_0266,266,english_griffinlim_eval_final/real_english/english_real_0266.wav,remove_low,5.9433488845825195,-0.8554993867874146,-6.798848271369934
english,1,266_english_real_0266,266,english_griffinlim_eval_final/real_english/english_real_0266.wav,remove_mid,5.9433488845825195,5.722568511962891,-0.2207803726196289
english,1,266_english_real_0266,266,english_griffinlim_eval_final/real_english/english_real_0266.wav,remove_high,5.9433488845825195,6.0015668869018555,0.05821800231933594
english,1,272_english_real_0272,272,english_griffinlim_eval_final/real_english/english_real_0272.wav,original,3.92585825920105,3.92585825920105,0.0
english,1,272_english_real_0272,272,english_griffinlim_eval_final/real_english/english_real_0272.wav,remove_low,3.92585825920105,-0.854297399520874,-4.780155658721924
english,1,272_english_real_0272,272,english_griffinlim_eval_final/real_english/english_real_0272.wav,remove_mid,3.92585825920105,3.404719352722168,-0.5211389064788818
english,1,272_english_real_0272,272,english_griffinlim_eval_final/real_english/english_real_0272.wav,remove_high,3.92585825920105,3.350330114364624,-0.5755281448364258
english,1,275_english_real_0275,275,english_griffinlim_eval_final/real_english/english_real_0275.wav,original,3.9996910095214844,3.9996910095214844,0.0
english,1,275_english_real_0275,275,english_griffinlim_eval_final/real_english/english_real_0275.wav,remove_low,3.9996910095214844,0.06712883710861206,-3.9325621724128723
english,1,275_english_real_0275,275,english_griffinlim_eval_final/real_english/english_real_0275.wav,remove_mid,3.9996910095214844,0.7298902869224548,-3.2698007225990295
english,1,275_english_real_0275,275,english_griffinlim_eval_final/real_english/english_real_0275.wav,remove_high,3.9996910095214844,2.989645481109619,-1.0100455284118652
english,1,319_english_real_0319,319,english_griffinlim_eval_final/real_english/english_real_0319.wav,original,-0.9458286762237549,-0.9458286762237549,0.0
english,1,319_english_real_0319,319,english_griffinlim_eval_final/real_english/english_real_0319.wav,remove_low,-0.9458286762237549,-0.7372082471847534,0.20862042903900146
english,1,319_english_real_0319,319,english_griffinlim_eval_final/real_english/english_real_0319.wav,remove_mid,-0.9458286762237549,-1.6454731225967407,-0.6996444463729858
english,1,319_english_real_0319,319,english_griffinlim_eval_final/real_english/english_real_0319.wav,remove_high,-0.9458286762237549,-0.8315428495407104,0.11428582668304443
english,1,33_english_real_0033,33,english_griffinlim_eval_final/real_english/english_real_0033.wav,original,-0.1480388194322586,-0.1480388194322586,0.0
english,1,33_english_real_0033,33,english_griffinlim_eval_final/real_english/english_real_0033.wav,remove_low,-0.1480388194322586,-3.7518041133880615,-3.603765293955803
english,1,33_english_real_0033,33,english_griffinlim_eval_final/real_english/english_real_0033.wav,remove_mid,-0.1480388194322586,-1.882381558418274,-1.7343427389860153
english,1,33_english_real_0033,33,english_griffinlim_eval_final/real_english/english_real_0033.wav,remove_high,-0.1480388194322586,-0.4295497238636017,-0.2815109044313431
english,1,330_english_real_0330,330,english_griffinlim_eval_final/real_english/english_real_0330.wav,original,0.4428131580352783,0.4428131580352783,0.0
english,1,330_english_real_0330,330,english_griffinlim_eval_final/real_english/english_real_0330.wav,remove_low,0.4428131580352783,-0.9519402980804443,-1.3947534561157227
english,1,330_english_real_0330,330,english_griffinlim_eval_final/real_english/english_real_0330.wav,remove_mid,0.4428131580352783,-0.6716656684875488,-1.1144788265228271
english,1,330_english_real_0330,330,english_griffinlim_eval_final/real_english/english_real_0330.wav,remove_high,0.4428131580352783,-2.284595012664795,-2.7274081707000732
english,1,351_english_real_0351,351,english_griffinlim_eval_final/real_english/english_real_0351.wav,original,-0.7046507596969604,-0.7046507596969604,0.0
english,1,351_english_real_0351,351,english_griffinlim_eval_final/real_english/english_real_0351.wav,remove_low,-0.7046507596969604,-5.621840476989746,-4.917189717292786
english,1,351_english_real_0351,351,english_griffinlim_eval_final/real_english/english_real_0351.wav,remove_mid,-0.7046507596969604,-1.2110933065414429,-0.5064425468444824
english,1,351_english_real_0351,351,english_griffinlim_eval_final/real_english/english_real_0351.wav,remove_high,-0.7046507596969604,-0.8058142066001892,-0.10116344690322876
english,1,361_english_real_0361,361,english_griffinlim_eval_final/real_english/english_real_0361.wav,original,-4.279300689697266,-4.279300689697266,0.0
english,1,361_english_real_0361,361,english_griffinlim_eval_final/real_english/english_real_0361.wav,remove_low,-4.279300689697266,-2.7502217292785645,1.5290789604187012
english,1,361_english_real_0361,361,english_griffinlim_eval_final/real_english/english_real_0361.wav,remove_mid,-4.279300689697266,-0.8382046222686768,3.441096067428589
english,1,361_english_real_0361,361,english_griffinlim_eval_final/real_english/english_real_0361.wav,remove_high,-4.279300689697266,-5.3097357749938965,-1.0304350852966309
english,1,366_english_real_0366,366,english_griffinlim_eval_final/real_english/english_real_0366.wav,original,5.406079292297363,5.406079292297363,0.0
english,1,366_english_real_0366,366,english_griffinlim_eval_final/real_english/english_real_0366.wav,remove_low,5.406079292297363,0.8205289244651794,-4.585550367832184
english,1,366_english_real_0366,366,english_griffinlim_eval_final/real_english/english_real_0366.wav,remove_mid,5.406079292297363,2.871800422668457,-2.5342788696289062
english,1,366_english_real_0366,366,english_griffinlim_eval_final/real_english/english_real_0366.wav,remove_high,5.406079292297363,5.285495758056641,-0.12058353424072266
english,1,369_english_real_0369,369,english_griffinlim_eval_final/real_english/english_real_0369.wav,original,1.8454917669296265,1.8454917669296265,0.0
english,1,369_english_real_0369,369,english_griffinlim_eval_final/real_english/english_real_0369.wav,remove_low,1.8454917669296265,-0.610561192035675,-2.4560529589653015
english,1,369_english_real_0369,369,english_griffinlim_eval_final/real_english/english_real_0369.wav,remove_mid,1.8454917669296265,-0.9423283338546753,-2.7878201007843018
english,1,369_english_real_0369,369,english_griffinlim_eval_final/real_english/english_real_0369.wav,remove_high,1.8454917669296265,1.339243769645691,-0.5062479972839355
english,1,373_english_real_0373,373,english_griffinlim_eval_final/real_english/english_real_0373.wav,original,3.688541889190674,3.688541889190674,0.0
english,1,373_english_real_0373,373,english_griffinlim_eval_final/real_english/english_real_0373.wav,remove_low,3.688541889190674,3.9821436405181885,0.29360175132751465
english,1,373_english_real_0373,373,english_griffinlim_eval_final/real_english/english_real_0373.wav,remove_mid,3.688541889190674,0.06354798376560211,-3.6249939054250717
english,1,373_english_real_0373,373,english_griffinlim_eval_final/real_english/english_real_0373.wav,remove_high,3.688541889190674,2.5637362003326416,-1.1248056888580322
english,1,386_english_real_0386,386,english_griffinlim_eval_final/real_english/english_real_0386.wav,original,4.519002914428711,4.519002914428711,0.0
english,1,386_english_real_0386,386,english_griffinlim_eval_final/real_english/english_real_0386.wav,remove_low,4.519002914428711,-3.242680549621582,-7.761683464050293
english,1,386_english_real_0386,386,english_griffinlim_eval_final/real_english/english_real_0386.wav,remove_mid,4.519002914428711,3.188138961791992,-1.3308639526367188
english,1,386_english_real_0386,386,english_griffinlim_eval_final/real_english/english_real_0386.wav,remove_high,4.519002914428711,0.5879614353179932,-3.9310414791107178
english,1,40_english_real_0040,40,english_griffinlim_eval_final/real_english/english_real_0040.wav,original,3.7854533195495605,3.7854533195495605,0.0
english,1,40_english_real_0040,40,english_griffinlim_eval_final/real_english/english_real_0040.wav,remove_low,3.7854533195495605,0.5786303281784058,-3.206822991371155
english,1,40_english_real_0040,40,english_griffinlim_eval_final/real_english/english_real_0040.wav,remove_mid,3.7854533195495605,0.48663467168807983,-3.2988186478614807
english,1,40_english_real_0040,40,english_griffinlim_eval_final/real_english/english_real_0040.wav,remove_high,3.7854533195495605,2.012410879135132,-1.7730424404144287
english,1,401_english_real_0401,401,english_griffinlim_eval_final/real_english/english_real_0401.wav,original,-0.3943115174770355,-0.3943115174770355,0.0
english,1,401_english_real_0401,401,english_griffinlim_eval_final/real_english/english_real_0401.wav,remove_low,-0.3943115174770355,-2.77961802482605,-2.3853065073490143
english,1,401_english_real_0401,401,english_griffinlim_eval_final/real_english/english_real_0401.wav,remove_mid,-0.3943115174770355,-4.371469497680664,-3.9771579802036285
english,1,401_english_real_0401,401,english_griffinlim_eval_final/real_english/english_real_0401.wav,remove_high,-0.3943115174770355,-0.8489236831665039,-0.4546121656894684
english,1,412_english_real_0412,412,english_griffinlim_eval_final/real_english/english_real_0412.wav,original,3.6766560077667236,3.6766560077667236,0.0
english,1,412_english_real_0412,412,english_griffinlim_eval_final/real_english/english_real_0412.wav,remove_low,3.6766560077667236,-0.931437075138092,-4.608093082904816
english,1,412_english_real_0412,412,english_griffinlim_eval_final/real_english/english_real_0412.wav,remove_mid,3.6766560077667236,0.5229177474975586,-3.153738260269165
english,1,412_english_real_0412,412,english_griffinlim_eval_final/real_english/english_real_0412.wav,remove_high,3.6766560077667236,2.8481693267822266,-0.8284866809844971
english,1,413_english_real_0413,413,english_griffinlim_eval_final/real_english/english_real_0413.wav,original,1.0874041318893433,1.0874041318893433,0.0
english,1,413_english_real_0413,413,english_griffinlim_eval_final/real_english/english_real_0413.wav,remove_low,1.0874041318893433,-5.857022285461426,-6.944426417350769
english,1,413_english_real_0413,413,english_griffinlim_eval_final/real_english/english_real_0413.wav,remove_mid,1.0874041318893433,-0.5034583806991577,-1.590862512588501
english,1,413_english_real_0413,413,english_griffinlim_eval_final/real_english/english_real_0413.wav,remove_high,1.0874041318893433,0.4478108584880829,-0.6395932734012604
english,1,415_english_real_0415,415,english_griffinlim_eval_final/real_english/english_real_0415.wav,original,5.165256977081299,5.165256977081299,0.0
english,1,415_english_real_0415,415,english_griffinlim_eval_final/real_english/english_real_0415.wav,remove_low,5.165256977081299,-0.7268314957618713,-5.89208847284317
