language,speaker,n_real,n_fake,real_mean_logit,fake_mean_logit,separation_real_minus_fake
english,08457e468d866bcff61ccec90349acc6d0fefb3c1cfc0cc5d854feea9adb20142e8f36f43510a9465ce4a5d75989a265839e2fa1a9530f076737c6818f3617a1,1,1,4.646340370178223,-5.689937591552734,10.336277961730957
english,085da0d2d420d3b0b54e6217dfee4ab92d8c8d412a2a3c26022043c30e8d003ff898852fdb84650f252e0584105840736e58fd5e82ba27b9161397c409a706a5,1,1,3.9629547595977774,3.012267589569092,0.9506871700286856
english,08ea1e4883b0112f794e6cba73552d702ba257721b88df9c3b30c6043b022cd762c5d1a6c88f173e0c2329ff8db103beee69674c3abe9ce1fe06eca1ac26318d,1,1,4.870234966278076,-6.10161018371582,10.971845149993896
english,091b9c61a534e512d2a79ff45e6c5a0bd69aaf29f94e3a291020b76f915a91a19a360baf9f0adef09ff5526250fe490bf874b00b4d1c0176582ef78469d5e422,1,1,4.984118938446045,-0.7244832515716553,5.7086021900177
english,0933d3fdcc6d51036d7f36a5bacad3bfb08209417bd2a3658ca64933fdf8ae03e7a6fe44ecff309b1d563119b3642cb51f80424e6ed971d0f769ec01afff1766,1,1,-1.0864392518997192,-6.076897621154785,4.990458369255066
english,0984a33b3e7c7c83b9bf5d58fa8ed856030f3e947bd7a0a403e5de510b9b2feb5d4f2c9215ee449b0db7b39462375a77873ebf6ed35f5751267821d71e2814ff,1,1,5.325483322143555,-0.6239891052246094,5.949472427368164
english,0a40fd471f8c55878b189c1e7554711aa97d3eaafd7b1304a2c04c9c2d952d3071ff9e139f9bfd44afc85aa41c847e0374e0970ba6208ebc6320a136438494e2,1,1,5.682535648345947,-2.45794415473938,8.140479803085327
english,0a418a5678721353da80d2ca2abb89df1cf6da912135762ff0b046ee50725ade5564d71329e2bac85ce57069b17818d51b24b7db84f0440758860882d5af9c48,2,2,3.9650185108184814,-2.0488569140434265,6.013875424861908
english,0b06298e6ca36b01573a44569c8fdcb8a862d12683eeb38eaf2fc7c4abd97b440381b04b6376e8cd9adf80398bf7992c40114ef5081342fc4fbc98ac1c92b3e3,1,1,-0.5586516857147217,-1.6842124462127686,1.1255607604980469
english,0b3d55acf115fdf88131d7324fa9a7e1a26542405b0671d5ec0d9ed34b40fa0158576fd51ee9cc937a41b1c529f49cfb23fec693ae1382f21ec8fed796a9dece,1,1,-1.2793302536010742,-5.410889148712158,4.131558895111084
english,0b64cedb9abde3a51be4e679e74e75dc2726d689a370f82d53443b199de885672c4c1e8f0c57d73199cbf70d001bf9f68c15140c687d03eaa60de472f2cd1139,1,1,-2.482142448425293,-5.403656959533691,2.9215145111083984
english,0bc3b6a89a2eb6ca792090fcb73db2ce7fe08a38f032850cd0a4443154b3f8456f03bde13e692dfb4ffcb707575c4cb5bc2f7eb9b68dcaaba9f9e3925fcdce72,1,1,4.115277290344238,-5.764566421508789,9.879843711853027
english,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,1,1,0.0515709184110164,-5.939295291900635,5.990866210311651
english,0bef629616e386ce6ce9f8b87e6140686c54c59dca5ebc7fb38d9cc2bfcfc22ac2295cac84d88bb942d69f14c2217fb4fddff5dad3b7b9cf3f6310fc2c54f980,1,1,4.5624680519104,-0.5940523743629456,5.156520426273346
english,0c2446f51c7f9c6350a59fe71b73a279c7e8d664789c9390418158634450508005636e3d0675607f8feb4b9b40cff959bd0c070caa6f06b2bdb8cc903141eb6c,1,1,3.574005126953125,-0.6517456769943237,4.225750803947449
english,0c62e7bc794b538067d7d92ae657444639c585478b82240cfea92b48ceb7c93c8af87060b95cb4cc55ba098baf112d5bddc9573d656db1badc93f99e1bf60dc4,1,1,5.986577033996582,3.710092306137085,2.276484727859497
english,0c65f439b152536bf785a2c15fedbc0e6b4966363f5ae1d8bab8c842d3bdd10de3c7c062a30628323f9cc753e880e7b19ad9fc264dfaa71956a20817f97ea808,1,1,-0.2633196115493774,-5.152677059173584,4.8893574476242065
english,0dc9b5e38d56554932dd6ee93b057b49d785f2149bb7a7247b7c03d6689c92d40d978084ad37228a720d5bba3b922cb2fa7b71a1472756a872b5423254b030df,1,1,2.6706814765930176,-4.319913387298584,6.990594863891602
english,0e158b24aeef0c21c6864108c70ea9fae815e865916fd6fa7a4dca42ad7694d46c3aa47d22d1946623e718ab6f5cdc030f244b0362e5553f81c8f22c25082b22,2,2,1.5600129067897797,-6.040904760360718,7.600917667150497
english,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,1,1,5.391497611999512,-5.984301567077637,11.375799179077148
english,0e6ec9bfb7f8c22563f28d52608c891dfd8db2d34b6a44c389bf97bd50185f89edb76c21cd9bb15ff64735f1b5afe34c94a1a693aa188fb04632e0d9500e82c3,1,1,3.3862972259521484,-5.242044925689697,8.628342151641846
english,0e7296e2b35235ec7f1443bd4ab0fe37a80db4af428d7f53ed2732b5196e3831ed43e8ee922e4b06b3c896e7b981b2ccf54555edcadee9b71e7f3e35c58317d7,1,1,0.4226139485836029,-6.049034595489502,6.471648544073105
english,0ea1a97b445e3749d1421a0ad4295d8f62777d03e1c593a394a64c285f550cd3158599134354884ddad00cb5c8a306b11e9160332b5940995d665cc7b39343c2,1,1,1.2836666107177734,-4.85196590423584,6.135632514953613
english,0f18104e03d5e581438478e9674a659629658c17a3e794bcc28993da355930aca6d790aff81d0d7ab22de74f548b9e8961dc2d5ecb81f3bf3e19910e4501a480,1,1,4.249554634094238,-0.2429153770208358,4.492470011115074
english,0f705f5d06ffe231b773c6e24f70b60fbacba33f80ff4bd0e2fbadcb8707f2bf28f25302a93e5221af60e510530971371500a4328a6f24f08788ba42a1a1d562,1,1,-4.851445198059082,-6.040643692016602,1.1891984939575195
english,0f997bb52e250c33544069a78281d9572dbb093ad65631e8ce7704904d92699ee75deade6ea95f4bc6bc6a1d725010f6718e5e864a34c8ed866e9a08c2cb9d57,1,1,4.481349945068359,-2.6598472595214844,7.141197204589844
english,0fe71a47366e63841c509b7110419201f068f3558b604123891e32f1790d3a5868b871d08430360c7e8897d7cd1be88ee2c9861e6ffd13530190815697a6fa09,1,1,1.99141538143158,-5.475375175476074,7.466790556907654
english,1021e146675cfa012da5d577b0c590b05b1843f6cf0755fca2d7197743507f6d4234740af632151c4f47ee3b64d47a697efeefbddae60b7a63730a3567c8e17d,1,1,4.819241046905518,-0.8224957585334778,5.641736805438995
english,103356e655ed8f2c38b6c900d1cc53dc4bd8c3091483447ca8bfa92820ec94db1deb6d054bf28795160a65f99a5a0a5ce9b3b27a2607c3cd9b4e7c507afa1491,1,1,4.790658950805664,-2.4010539054870605,7.191712856292725
english,109e12ab3ca92cd964fefd14305011059350f817a0f73591a1c51f39eda6cb25775e2de18ec7ec4cd48df939b7c94177768faa496457d2ea42531f7d8a65af34,1,1,3.42075514793396,-1.8458412885665891,5.266596436500549
english,10cdce246e990bae29f8547c038bc65278906935b312dfba267869b6edc3a0538a1ac13e3f58b264a9a66673d083c86ce307894c844dd85d3087784539fbe3fa,1,1,5.188417434692383,-6.114984512329102,11.303401947021484
english,11200b09d937629ec2acd5985480d5ea5bb815a3c945fe8420f107e771643fa59b68d3510f72c7ef93f872002ff3cb4a3528db5c087b0c741772d3c8a0176592,1,1,5.045944213867188,-0.4125480055809021,5.4584922194480905
english,112922c039ef29cf23683438a7c91b35e63a9f4fc8db745571a6095a1b828d6868d2ff5efd2ead71679922acdc360547e432aea7c66873a02db6b2d04bec652d,1,1,-0.5824059247970581,-5.302742004394531,4.720336079597473
english,112b927e2e34ca1be94bdce5f2f97f810e4c5a9e353d09658b25ab16e1fd0adfdb618040e47ec8df7e06772d520efd08661b3346afb0a00bbac4595b82df4663,1,1,4.3361663818359375,-2.48870587348938,6.824872255325317
english,11d55937d8c1157520506db779f4c41b84b4e1e067d4e87a0e1b26e7c7ff1f75b5ac5b0be3c377161c11238f3ef4e1c426be56805c26c6adc071b54847c32ecf,1,1,5.490857124328613,-0.7673768997192383,6.258234024047852
english,11e6316ec9b71ee1430512276994e02318f29d3e8b7b9990a0eac1f1ff92787d380f5bc4375f26576cdf549c02e5211c249cfaf76973fd8a5cff7b73cd8b00a3,1,1,1.89319908618927,-5.830660820007324,7.723859906196594
english,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,2,2,4.398470401763916,-0.3710049092769623,4.769475311040878
english,1225019d528d47c1a589b05ca13577c68d50b27cb794f00d65a7a4be094e4f5e9f0bc35233e80e36ddfba17fa9c185dec071949ab8a2dce2a58b5d4d9b49d290,1,1,5.699248313903809,-0.162731721997261,5.86198003590107
english,12ca6e8040ca5bad550f7dedc1848a005bc38d7cb610cb6aee93a76fe5edb6f85d8b171e8f00ccd317407de4db7607bc4de53c5c1970a99185813a659aa3be6a,1,1,4.760058403015137,5.973941326141357,-1.2138829231262207
english,12cfb67ce9417419effcc58d158d4d6050dfc41ee1c8270b9b02fa1ba7f1b834286a244b34c0fe7cbd0b3cc83fa9ad93fad729c1039512202f34f544188fb092,1,1,4.8585052490234375,-0.522289514541626,5.3807947635650635
english,132b6782676f870d070f361565dd2fbdfd514c4b6f4b6f60e2e16faba81c7ba89a087c098f0b489e2fc362f23423babf2db83e5078984ab4c170951c2451a8b4,1,1,6.157121658325195,-3.9064111709594727,10.063532829284668
english,1388cb1f3417dd1f60b17bda236dcc9ed5cfc93aa45619439319465dae04b2fe36c5f56a15a93d13bda5bff6903a4cf8b262a2748e39a2c4e3c3c552eaa167c3,1,1,4.606563568115234,-5.015510082244873,9.622073650360107
english,1389aa6394a426e5f6a9cc17818a113e6baf25cff4312d10d5a1908735149c97a9e71e55a14bfa07e4add55a3a94ed3991a67a7dafee83b6a5b3d83016816858,1,1,2.427816867828369,-5.915857791900635,8.343674659729004
english,13c89c2ea706f95eda5bcd4b8f60027d6356c13ec1084daddea3f3ab3c3161c45087f4f1b0298e04fbe6a854877753f2bff74d60c112e735914ac03eb6ea3269,1,1,3.206700086593628,-3.2711169719696045,6.477817058563232
english,13d883887135cd255da515e128469ec568e336891f1b48f7839d29debaa059d46cafa767addc9c22ba21d3333f04a067b4e78b5f3bb98178e6908717150281b3,1,1,1.822601556777954,-5.9739274978637695,7.796529054641724
english,13fe2d4194885cf2a467daf7cc262b38df8bf3091d9c2d68ee3ad6ad42b0485484155c849badc52ab4b245afc1781168f9c01fd416e364138ef1d17669174cf1,1,1,3.4837331771850586,-3.4201788902282715,6.90391206741333
english,140267d219fd5d8913048138a73fa9bbe10d77830c76d1b6837c6300b1f60ccc941e6a60c624dd1f4e930a309051766c83643ebe1f139bbdf0cdfbacfcc3dd0d,1,1,4.729063987731934,-3.6990132331848153,8.428077220916748
english,141d2fb979ebab495f92c338e4ca2fcc5a9d7b10f19be3047972ea5a0656809b99460f8afa0f5b12848e69becfe6185ae8f44f773289568ba1745fdbbdffaa82,1,1,1.9713881015777588,-5.982135772705078,7.953523874282837
english,1431a7074cef726568fdee65a648aaade99ac3907b809d12dc30851364c2b16f1058cb8ad442418441d1f4b589e11747904a0d77c297ec7f0d886d1d67f3de0b,1,1,3.986250877380371,-2.562793254852295,6.549044132232666
english,14320970ffdaea0bf00b5d57fbf9e430dde3266f0b1d4c8d44141b247cecb1ae2d71668931f5c0fced09f2467ae4beb7b82cedb30c7ef2591b712108dc155809,1,1,3.563462257385254,-0.7070226669311523,4.270484924316406
english,14b5240a09d7a3d584704423bdb1adbfd0edeae51f0b98ead195335245b5d40c2ebb6a197e46cd289aea0220833c74cdfe45c49ce10a9213d74b6c312e91c155,1,1,4.224184513092041,-6.063104152679443,10.287288665771484
english,1534d6ca32e51550cde95ba74837dbf959471e9eef8607ee5ad785848d64fe6353dcc5007f3a6a5757ccb39b21296a7a9b2558eae9e00bf1e863a6810fc528f7,1,1,5.7190470695495605,-2.139902353286743,7.858949422836304
english,1594de0d0be7eee9c53511df237e394a8b8e8beb1627ef9e083da81130835c671778ac6c7ea4524b3f86b978f906e79bd2e3038cf162f45e1cdcb5024d0c4835,1,1,0.1310082674026489,-0.7958189845085144,0.9268272519111633
english,159b58b5b8c0be4886690fdb1021843612807181e092f8c4e248190b8fb4e3a300bbdeddc8b9eebf043f129da38256409213f78bdf4cca33e4650a9eaf5d8526,1,1,1.8102930784225464,-3.537945508956909,5.348238587379456
english,15bea30589e107ba836c75690a0c461966b2a35e5a730beec446199ada08a7818096b936c7a4cbe828eb459a72a11c1745ee7eb534dbe5543508318dc048f256,1,1,1.7357149124145508,-1.2263166904449463,2.962031602859497
english,15f4b2d89fd6ef677ad0cf16118393247db64e892060c2b238c09fa625e31ed5d5c4b4e05b0de21c6fc2202db2a2ebf567b2fd032758dbfbeb9897aecb2ab555,1,1,3.374788284301758,-5.849465847015381,9.224254131317139
english,16407ab9e237bd10bf45338224524ebc08d8748b00256d2b2f58b738cf237296062fc8554a0a63e83d9f34c3ef22004134cffa980958f4fb1f375a565ab77796,1,1,5.189890861511231,-0.7449514865875244,5.934842348098756
english,1654137c09ef3d251c6fef85be6a6575954e0ee47db5ed2cc2e4a7f5898e9ee5f0167dcfae518c4613fcfa6c7ca3f2b1e8672ea3f6b01008060a789e74ac626d,1,1,-3.2277626991271973,-5.915138244628906,2.687375545501709
english,16c4d595dc9574177290c4bbc3ddea6ab322d79a107820c18586583b2d2026ccefd79c6bf4129d5323ae72a32a334b9f5f589ab6791c151a2ea3579106d7e255,1,1,-2.0184574127197266,-6.092959403991699,4.074501991271973
english,1744cff9d33b70420c7e5517881e81ec4bab1ac475e3b8a679a9a6fbd46953075741df42b0c6c0b80d66dc72c01297c3cc55e5e5fc7f53e84a435bf555987863,1,1,3.642202854156494,-6.138505935668945,9.78070878982544
english,176e4f6ada34391e97f6435b7c55775ad7613c9689cf82032af60e6125753a4e850c739b5e07301f1e0c08df660785cff66b0ac0024d9b7a0affdff208870f3e,1,1,4.956281661987305,-0.148878663778305,5.10516032576561
english,17d3246fffd1ce5778735a5e5ed617ecd2ccd5c70d3bf40f374bd3056363e74f89a4d1de6d2ccc560fd8b022c51be051978533e8e445b2b1b08241d199dc7fe2,1,1,2.08298921585083,-4.8744964599609375,6.957485675811768
english,17e4314d93594f14a6087b8588bccc4b3869e208c710bec4b00bbf10bd972e6079fceb4a7de94702d018521ed26a2696f2a3b26a993ff5322e9b284bdce53e4a,1,1,3.804626226425171,-5.9940266609191895,9.79865288734436
english,182db53aef62809033670bc6101639ca809c1479bf6fd1faab518d2d3c64173d4f9365d8439d4b95f2a192c84a622810d4b0e36672602d2532ba29009c64ffae,1,1,0.81113600730896,-3.732307195663452,4.543443202972412
english,186baf916b6153fe0dde4a6089443af5094c8670016da50caa7c76fb4fe0586dfc10179872c4539c6013d1ddec0716ad8a4aaab7ba65b6168521dce56e56a8aa,1,1,2.143367290496826,-3.907615184783936,6.050982475280762
english,1892185a5f450b7b4659e791cf442591bcd1809f6461f80914e4335a0b4ab38ee71b55e86e0c068cf0358397c58a295bd583691234b5ee98aafc775dff2b33b0,1,1,4.862929344177246,-2.292019844055176,7.154949188232422
english,18ae3b317f15a738e98fc195f953e7f975a9f2ec9bd739e3cdf054c7bafdded24be9b549f9fffa5cc1a9446ae31619cfbd832c74597b9e1e5bc97cef15cc5081,1,1,4.577919006347656,-4.887314319610596,9.465233325958252
english,18b951dc2813f5814ff2517741eea11223b24b0d981c48d278682c713cf69dba191e3fabec0c27a7840be61854d3384d1aa88af7ec9fd6e59d08e23ee7ba26d6,1,1,6.330463886260986,0.3252778053283691,6.005186080932617
english,193ac5b84bfb991cfac40ceb5212571efdd51e50f66acce33e264a8f3db03c507f032b3e8657d4b68bc0f37792b212ff8bd762e81e4583207fc687a24bbcfe84,1,1,4.398425102233887,-4.9681596755981445,9.366584777832031
english,198a51fa2f4a7bf5d5946ec1f826b9f8389bab768b237252ead78feb7492069ff2162a7e13545f9c65650b39a26849181fe4ef0c7501bb166a71b4a6e526e9c8,1,1,5.147299766540527,-4.066243171691895,9.213542938232422
english,1a0446d48b2fe1114209fcb872c1ca88b6eb43d420aeb81255ee4ff9d6e295c56257b7cf2ff2dde3905f1675a0a29c728187cc03b0423d68ddf7fb1539e8f399,1,1,5.230093955993652,2.33821702003479,2.8918769359588623
english,1a89d88e5613b49b8ada61f3f2012ceb01ca9304c37739f9f4466d5ba7dee91b22f0b3669bf3a5d265b3735e6a66155d146b9c2a9ec44fb60e5880dcc20c444d,1,1,-0.1881970018148422,-2.532139301300049,2.3439422994852066
english,1a922227ae3147d84b70c2103fbec940f0c5969b56362810eddbc71cf061fb81f206ff623ddbe02c48efec2d9f3e85ca91fce18d39abf3ff75a17f06d0012218,1,1,5.303073883056641,-0.6377205848693848,5.940794467926025
english,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,1,1,-5.959704399108887,-4.327730178833008,-1.631974220275879
english,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,1,1,1.961461067199707,-3.100456476211548,5.061917543411255
english,1c61115fbc6f3daefa72def59418f4bd92910c9ced85a251880bd882759fc79b61cfc94733eb2fe4cb7fc30700c98a6cc981d590b7bd5efd41b4fc47b7168bcd,1,1,4.259478092193604,-5.74296236038208,10.002440452575684
english,1c6b510e4b94655025d950b34448a9da9e8904360decd22c4d5dd1286f79228c712367e82499042498fdf2bb4c71032981fd78deefaa5d82fe5f9b372432aa2b,1,1,-3.442135095596313,-5.812423706054688,2.3702886104583754
english,1cc7498b76cddef31926c23c49ba204aaf4a0555af20ab0b2571603ef0653539b787a94a20c29a651da9254f4eaf1dbbc43ab81471760f1f8c946b1cf21b5637,1,1,-1.6855028867721558,-6.063358306884766,4.37785542011261
english,1ce2d4bc81c3f40364305355b10c3a76c81c31af593cdba291a5c7d79eea4b3acb1bffb6dfbac787c1eedf652c443c973c39dd9901f5756b4c23d0ff26ca9e71,1,1,5.520420074462891,0.7693235874176025,4.751096487045288
english,1ce770dc6ee32c28882cf66fb38a9557ff644d3c96603625e15136f81c383091759241f325f99310048e1200a7ef6ea18ef245df25340e4f706c6790ed595b6c,1,1,5.703647613525391,-5.337314605712891,11.040962219238281
english,1d71aa0453aa10e5b4aa05091eddaae210bea62f4f4f70ffa504ba614d9512afcb5f135ae353baef02d66969ea55d58fbaf894b0aef59f89b67792776990ffde,1,1,3.682668685913086,-5.43686056137085,9.119529247283936
english,1d8a5a86ea20aa36ecf601cae7c6cdaf25cface549454f3f365cdd1a36c0d36008c4f37b5c9f9823f50bc946fadd1f803ef7a70f74f613d2eedfd455caa9e595,2,2,0.0060312747955322266,-3.998598098754883,4.004629373550415
english,1d9427acc5f17c32a5b25d630cefb1ac6d902790b1fdb35c29cc48457721ff5cbfb642c99394e598c3824e54d95f99429a6acabdf7cc1614d48954fdfd01647e,1,1,5.851819038391113,-2.9204258918762207,8.772244930267334
english,1d9af7650293ba5c6c7085fd0d4d9ddf1c72389abb3751a8ff82915db6ae794f637e1bc0f37e8997988c33b5b5edfde6ba22401e30381dd29d65479b58220efa,1,1,3.979257106781006,-0.667421817779541,4.646678924560547
english,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,1,1,5.5319695472717285,-1.0228174924850464,6.554787039756775
english,1dbe4840071438e638690b6d916ca75f5873a81c259d59714c36f29260032a352b1b2ec752dd97de83aed3d0fa55a80d33209e3a8ac985d3ae5c96535da0f700,1,1,-1.1826224327087402,-4.892481327056885,3.7098588943481445
english,1dff59d07c4718b02238d94f96899fe4afe8b4997ca0cb04378384177e5befc888a5a91886cd56c09e8f6647d4a4448fe8c3d1ff17038b217fee48816050a698,2,2,2.811212420463562,-6.007610082626343,8.818822503089905
english,1e0478349259a1230fbfeadfba465629f6c3e49ba48acd1cdb4070ab3666c689c6a6436e9347003a8611d7219594bc80045007a1dabd9488cde5fafe19567a38,1,1,-0.8931902647018433,-5.969991683959961,5.076801419258118
english,1e3693d113e759b546de3c5d9f8e883eafcaa93953e37878cb16dbf6621f45195b6b057f171d787758a3da1d86619192eeea36064f6d12d98dc473b63c69f4c3,1,1,1.4167015552520752,-4.475909233093262,5.892610788345337
english,1e6f4b0a04b5d0d1b9bad571e182b5818bc5b161cf990136f19dbdf083c12681dfb19fac99c01f89d075dd0f9df319a654cd5d3452442a4c6945428db099766c,1,1,1.6160842180252075,-5.241545677185059,6.857629895210266
english,1e96e4da92f5ad7a12b21e433d0465b8bc50e14d8da7f1f0e7bae2a15ff6443e2f244d995e7969deb2f6a4a0cf06fa4fb629e247c4815fe3e4e80ad25247b55d,2,2,5.774621248245239,-2.3329069018363953,8.107528150081635
english,1eff4631dc269207618994527c66eb15c32fe75cdd16f377e1d46d17ffc037100b75d92cd77f84caa6ebee2c8542164edcaa42c3ac4a4548208a6ed93eeb1a66,1,1,-3.1206750869750977,-5.860282897949219,2.739607810974121
english,1f150fa72ab4ef621c4294d6a1ac26a477f4a8b88090c9560a07086a823090bd820852a2c23c96076c62baf2e5479183f58d0257aefc2fc8ee49d0ee724b6d6c,1,1,4.123639106750488,-2.178699493408203,6.302338600158691
