pair_id,analysis_cluster,path,label,duration_s,bonafide_logit,spoof_logit,weight,language
5,8e3c3472fcd01198c79948ec91b37ad9bfbfafde08e87dc56eaf70a15188ab263aa3a85f01ad2dfdf623e1d4053bc56fbb5e0ad820a8b77444d6c3dc1d24e7fb,english_griffinlim_eval_final/real_english/english_real_0005.wav,1,2.808,-4.831833362579346,5.6816606521606445,0.35452769551656743,english
5,8e3c3472fcd01198c79948ec91b37ad9bfbfafde08e87dc56eaf70a15188ab263aa3a85f01ad2dfdf623e1d4053bc56fbb5e0ad820a8b77444d6c3dc1d24e7fb,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0005.wav,0,2.808,-5.652700424194336,6.444450378417969,0.35452769551656743,english
6,ea39e5b1167b73b71b84a9fc11f61de538300ac3202879293f05a1967f57e9039faeb00684199a7b7a0f5f52255eb5afea7f847cdf3310cff4db57cbc82194cc,english_griffinlim_eval_final/real_english/english_real_0006.wav,1,7.452,-4.444533824920654,5.241582870483398,0.8710352349101944,english
6,ea39e5b1167b73b71b84a9fc11f61de538300ac3202879293f05a1967f57e9039faeb00684199a7b7a0f5f52255eb5afea7f847cdf3310cff4db57cbc82194cc,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0006.wav,0,7.452,-6.014808654785156,6.967901706695557,0.8710352349101944,english
7,02718e6068e2d4292ebb32deaefc1cb424d3bf323c8fbd29225d1265b58089ef26ad1e5295382ecd05c48a150ff399f46d10059e2491b98ceb5b08c498afb1eb,english_griffinlim_eval_final/real_english/english_real_0007.wav,1,3.984,5.065242290496826,-6.265892028808594,0.01614399809011795,english
7,02718e6068e2d4292ebb32deaefc1cb424d3bf323c8fbd29225d1265b58089ef26ad1e5295382ecd05c48a150ff399f46d10059e2491b98ceb5b08c498afb1eb,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0007.wav,0,3.984,-0.6692512035369873,1.184876561164856,0.01614399809011795,english
8,287db5b3c7065ffc1e6827c0bc87dc4a6b6a45c159642fe8d490d5adb6ce18a5b4b528f921503762bbb20b1fcd84f5f8256a9a11cd4ccf55964f301b416b08d2,english_griffinlim_eval_final/real_english/english_real_0008.wav,1,4.5,-3.1048598289489746,3.915104389190674,0.02488504452912906,english
8,287db5b3c7065ffc1e6827c0bc87dc4a6b6a45c159642fe8d490d5adb6ce18a5b4b528f921503762bbb20b1fcd84f5f8256a9a11cd4ccf55964f301b416b08d2,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0008.wav,0,4.5,-5.901646614074707,6.801974296569824,0.02488504452912906,english
9,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,english_griffinlim_eval_final/real_english/english_real_0009.wav,1,2.64,-2.4944634437561035,3.3551506996154785,0.016233807944369513,english
9,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0009.wav,0,2.64,-5.488898277282715,6.264532089233398,0.016233807944369513,english
10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,english_griffinlim_eval_final/real_english/english_real_0010.wav,1,6.48,1.961461067199707,-2.692368984222412,0.007703285560147025,english
10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0010.wav,0,6.48,-3.100456476211548,4.025141716003418,0.007703285560147025,english
11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,english_griffinlim_eval_final/real_english/english_real_0011.wav,1,2.976,1.825398564338684,-2.6913952827453613,0.18074974865273877,english
11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0011.wav,0,2.976,-0.7500510215759277,1.3239593505859375,0.18074974865273877,english
12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,english_griffinlim_eval_final/real_english/english_real_0012.wav,1,5.184,5.264856338500977,-6.511089324951172,0.21025106378799782,english
12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0012.wav,0,5.184,-1.9440256357192995,2.695591449737549,0.21025106378799782,english
13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,english_griffinlim_eval_final/real_english/english_real_0013.wav,1,5.868,0.4151778221130371,-0.3863552510738373,0.17799950494346026,english
13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0013.wav,0,5.868,-6.1086506843566895,7.013011455535889,0.17799950494346026,english
14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,english_griffinlim_eval_final/real_english/english_real_0014.wav,1,5.796,5.570525169372559,-7.0167388916015625,0.04047836763432197,english
14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0014.wav,0,5.796,-1.0723110437393188,1.5723271369934082,0.04047836763432197,english
15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,english_griffinlim_eval_final/real_english/english_real_0015.wav,1,6.816,1.9076749086380005,-2.46059250831604,0.8135056305362015,english
15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0015.wav,0,6.816,-3.5586628913879395,4.578973770141602,0.8135056305362015,english
16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,english_griffinlim_eval_final/real_english/english_real_0016.wav,1,3.144,5.233828067779541,-6.704451560974121,0.01923014585907446,english
16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0016.wav,0,3.144,-1.3845466375350952,2.0821359157562256,0.01923014585907446,english
17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,english_griffinlim_eval_final/real_english/english_real_0017.wav,1,3.528,-5.939761161804199,6.7235026359558105,0.2819768426618195,english
17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0017.wav,0,3.528,-6.051851749420166,6.9359211921691895,0.2819768426618195,english
18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,english_griffinlim_eval_final/real_english/english_real_0018.wav,1,4.824,4.101418495178223,-5.31635046005249,0.013394850982173573,english
18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0018.wav,0,4.824,2.2870492935180664,-2.985677719116211,0.013394850982173573,english
19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,english_griffinlim_eval_final/real_english/english_real_0019.wav,1,3.264,2.0503101348876958,-2.763805389404297,0.0381881337779668,english
19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0019.wav,0,3.264,-5.45040225982666,6.283702850341797,0.0381881337779668,english
20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,english_griffinlim_eval_final/real_english/english_real_0020.wav,1,5.472,5.687748908996582,-7.081330299377441,0.8001377075789451,english
20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0020.wav,0,5.472,-4.901918411254883,5.569659233093262,0.8001377075789451,english
21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,english_griffinlim_eval_final/real_english/english_real_0021.wav,1,5.688,1.0677392482757568,-1.6588791608810425,0.2054777787684414,english
21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0021.wav,0,5.688,5.593398571014404,-7.172393798828125,0.2054777787684414,english
22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,english_griffinlim_eval_final/real_english/english_real_0022.wav,1,6.948,4.131489276885986,-5.306508541107178,0.0052125571939596604,english
22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0022.wav,0,6.948,0.0414199344813823,-0.0256322920322418,0.0052125571939596604,english
23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,english_griffinlim_eval_final/real_english/english_real_0023.wav,1,7.236,5.026971817016602,-6.287632942199707,0.08049840650622243,english
23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0023.wav,0,7.236,-5.127645492553711,5.985610008239746,0.08049840650622243,english
24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,english_griffinlim_eval_final/real_english/english_real_0024.wav,1,6.96,3.683943510055542,-4.605532646179199,0.029405704039525346,english
24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0024.wav,0,6.96,-2.7570388317108154,3.694409132003784,0.029405704039525346,english
25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,english_griffinlim_eval_final/real_english/english_real_0025.wav,1,3.84,3.828804016113281,-4.9770917892456055,0.018657405112406194,english
25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0025.wav,0,3.84,-0.2604933977127075,0.201550617814064,0.018657405112406194,english
26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,english_griffinlim_eval_final/real_english/english_real_0026.wav,1,5.736,3.1509625911712646,-4.189308166503906,0.444031202696569,english
26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0026.wav,0,5.736,-6.028575420379639,7.001564025878906,0.444031202696569,english
27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,english_griffinlim_eval_final/real_english/english_real_0027.wav,1,7.584,0.0515709184110164,-0.03094944357872,0.6716091720891303,english
27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0027.wav,0,7.584,-5.939295291900635,6.787415504455566,0.6716091720891303,english
28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,english_griffinlim_eval_final/real_english/english_real_0028.wav,1,6.696,1.114218831062317,-1.5324760675430298,0.02326474873919407,english
28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0028.wav,0,6.696,-4.458049297332764,5.260896682739258,0.02326474873919407,english
29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,english_griffinlim_eval_final/real_english/english_real_0029.wav,1,7.32,3.3196911811828613,-4.368160247802734,0.9291331193529547,english
29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0029.wav,0,7.32,-5.723837852478027,6.57623291015625,0.9291331193529547,english
30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,english_griffinlim_eval_final/real_english/english_real_0030.wav,1,2.784,-5.502081871032715,6.258993148803711,0.1345679054662219,english
30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0030.wav,0,2.784,-5.873223304748535,6.77943754196167,0.1345679054662219,english
31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,english_griffinlim_eval_final/real_english/english_real_0031.wav,1,3.624,1.4780009984970093,-2.087310075759888,0.35224301043875506,english
31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0031.wav,0,3.624,-6.046354293823242,7.02667236328125,0.35224301043875506,english
32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,english_griffinlim_eval_final/real_english/english_real_0032.wav,1,3.672,5.5319695472717285,-7.217259407043457,0.014876085082275706,english
32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0032.wav,0,3.672,-1.0228174924850464,1.2931212186813354,0.014876085082275706,english
33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,english_griffinlim_eval_final/real_english/english_real_0033.wav,1,3.552,-0.1471104770898819,0.4419783353805542,0.10185452034799301,english
33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0033.wav,0,3.552,-0.4118508696556091,0.877342939376831,0.10185452034799301,english
34,52f93568a9302b1e6662a670c7a026f5fc184586d28f22f58ac8e3ab936f376cc20ac820a21c0937c55f19a2396e2ffce8e21e3633be5474cf9a03ef35b4680e,english_griffinlim_eval_final/real_english/english_real_0034.wav,1,7.416,5.205510139465332,-6.694311141967773,0.1536691218111107,english
34,52f93568a9302b1e6662a670c7a026f5fc184586d28f22f58ac8e3ab936f376cc20ac820a21c0937c55f19a2396e2ffce8e21e3633be5474cf9a03ef35b4680e,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0034.wav,0,7.416,4.0825042724609375,-5.100656509399414,0.1536691218111107,english
35,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,english_griffinlim_eval_final/real_english/english_real_0035.wav,1,3.24,-5.959704399108887,6.892877578735352,0.0014951938182431023,english
35,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0035.wav,0,3.24,-4.327730178833008,5.107653617858887,0.0014951938182431023,english
36,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,english_griffinlim_eval_final/real_english/english_real_0036.wav,1,6.66,5.391497611999512,-6.857181549072266,0.03149990453861287,english
36,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0036.wav,0,6.66,-5.984301567077637,6.839195251464844,0.03149990453861287,english
37,07d3d922297a7ff95c0af1273ea9511f05d9e73ad7eccbbc41f21be8c897b482c9e212941a01874135df63f60c8d07ca57e9fa3b9716f06c3c58a01bda4c4eee,english_griffinlim_eval_final/real_english/english_real_0037.wav,1,4.5,5.551790237426758,-7.0297136306762695,0.007046487896115007,english
37,07d3d922297a7ff95c0af1273ea9511f05d9e73ad7eccbbc41f21be8c897b482c9e212941a01874135df63f60c8d07ca57e9fa3b9716f06c3c58a01bda4c4eee,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0037.wav,0,4.5,0.1792960613965988,-0.3200660049915313,0.007046487896115007,english
38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,english_griffinlim_eval_final/real_english/english_real_0038.wav,1,4.224,-0.1608664244413375,0.2037346363067627,0.06336648349145663,english
38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0038.wav,0,4.224,-3.54163122177124,4.326966285705566,0.06336648349145663,english
39,e6d7f6267e35209974914a2468b3a9d604eef31fef16db546c92b3fe5eae899e02d2aa669071a9d56b9385a88c82c680c47b9e8328897d7e93b4c057c1305909,english_griffinlim_eval_final/real_english/english_real_0039.wav,1,5.508,4.126716613769531,-5.094176292419434,0.06576311347702515,english
39,e6d7f6267e35209974914a2468b3a9d604eef31fef16db546c92b3fe5eae899e02d2aa669071a9d56b9385a88c82c680c47b9e8328897d7e93b4c057c1305909,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0039.wav,0,5.508,-6.047757148742676,6.9843926429748535,0.06576311347702515,english
40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,english_griffinlim_eval_final/real_english/english_real_0040.wav,1,3.528,3.784204006195069,-4.7825117111206055,0.006520300056528363,english
40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0040.wav,0,3.528,-0.3986541628837585,0.7630274295806885,0.006520300056528363,english
41,54d9c7c2dc089d0b3da8823090ce2cabbe9cf4d36daa477f8bd680122a55af753082f3d48d06c2021876624f94afdacfe05b0ea814f7096afd577602aa63abf1,english_griffinlim_eval_final/real_english/english_real_0041.wav,1,2.184,4.750662803649902,-6.08590841293335,0.09439685048243696,english
41,54d9c7c2dc089d0b3da8823090ce2cabbe9cf4d36daa477f8bd680122a55af753082f3d48d06c2021876624f94afdacfe05b0ea814f7096afd577602aa63abf1,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0041.wav,0,2.184,-0.076590284705162,0.1135013103485107,0.09439685048243696,english
42,5e36a2f329d7cf05f42027bc4aa50d6c34e20d5230e47e643b01a35b02967028fbc029da597d6d715c105649fc3d0dbbbea09ddffff9be24d26cb07d5b6bf60d,english_griffinlim_eval_final/real_english/english_real_0042.wav,1,6.168,3.87568473815918,-4.948510646820068,0.07633881950040265,english
42,5e36a2f329d7cf05f42027bc4aa50d6c34e20d5230e47e643b01a35b02967028fbc029da597d6d715c105649fc3d0dbbbea09ddffff9be24d26cb07d5b6bf60d,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0042.wav,0,6.168,-0.538321852684021,0.9654449820518494,0.07633881950040265,english
43,cb19dbcc8abacf137ddec49dd7d4189812b4e572aac06b0b5e32959d6d24841be36ddd7de3230946081545a71239aa3123e52000afefff6889c2b34d0323ebf2,english_griffinlim_eval_final/real_english/english_real_0043.wav,1,4.704,3.20436692237854,-4.103366851806641,0.14106497162119727,english
43,cb19dbcc8abacf137ddec49dd7d4189812b4e572aac06b0b5e32959d6d24841be36ddd7de3230946081545a71239aa3123e52000afefff6889c2b34d0323ebf2,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0043.wav,0,4.704,-0.3770139813423157,0.5526484847068787,0.14106497162119727,english
44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,english_griffinlim_eval_final/real_english/english_real_0044.wav,1,6.264,2.451474905014038,-3.66343355178833,0.5883279834606907,english
44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0044.wav,0,6.264,-6.052361488342285,6.902812004089356,0.5883279834606907,english
45,5cd95c7c22c6fd21f386f93b700187d1559ab9a63eab1b44b4af4717e61bee61dbf54a0de0d35e3014a441bc557f5a0a4d36ad4e3a815d4bd3c395c9e98daade,english_griffinlim_eval_final/real_english/english_real_0045.wav,1,4.128,-0.1528155505657196,-0.1655011624097824,0.03021320176657405,english
