pair_id,analysis_cluster,path,label,duration_s,bonafide_logit,spoof_logit,weight,language,difficulty,client_id,overlap_weight,low_energy_frac,mid_energy_frac,high_energy_frac,rms,peak,duration_s_cov,analysis_cluster_cov,low_frac,mid_frac,high_frac,gini,entropy,topk_1pct,topk_5pct,topk_10pct
10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0010.wav,0,6.48,-3.100456476211548,4.025141716003418,0.007703285560147,english,-2.5954757928848267,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,0.007703285560147,0.8643659418794857,0.0997379731266264,0.0320642452685991,0.0369233492326553,0.368927001953125,6.48,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,,,,,,,,
11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0011.wav,0,2.976,-0.7500510215759277,1.3239593505859375,0.1807497486527387,english,-0.24507033824920654,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,0.1807497486527387,0.4551959575629545,0.402483993419083,0.1228620946571902,0.0102225063321253,0.081451416015625,2.976,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,,,,,,,,
12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0012.wav,0,5.184,-1.9440256357192995,2.695591449737549,0.2102510637879978,english,-1.4390449523925783,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,0.2102510637879978,0.5139385202433477,0.4237213700874525,0.0580520572053536,0.0325312828790444,0.28778076171875,5.184,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,,,,,,,,
13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0013.wav,0,5.868,-6.1086506843566895,7.013011455535889,0.1779995049434602,english,-5.603670001029968,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,0.1779995049434602,0.7072047644778509,0.2795206982605753,0.0125646117964829,0.0884603934905692,0.766357421875,5.868,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,,,,,,,,
14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0014.wav,0,5.796,-1.0723110437393188,1.5723271369934082,0.0404783676343219,english,-0.5673303604125977,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,0.0404783676343219,0.5678732710902333,0.393135200859719,0.0335345338668389,0.0279298462600769,0.4228515625,5.796,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,,,,,,,,
15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0015.wav,0,6.816,-3.5586628913879395,4.578973770141602,0.8135056305362015,english,-3.0536822080612183,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,0.8135056305362015,0.4872407737321608,0.4742660366344026,0.0379918855466313,0.0977747579887054,0.82672119140625,6.816,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,,,,,,,,
16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0016.wav,0,3.144,-1.3845466375350952,2.0821359157562256,0.0192301458590744,english,-0.879565954208374,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,0.0192301458590744,0.7333790518557021,0.2060915454100332,0.0546745199363828,0.0286705382359477,0.22686767578125,3.144,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,,,,,,,,
17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0017.wav,0,3.528,-6.051851749420166,6.9359211921691895,0.2819768426618195,english,-5.546871066093445,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,0.2819768426618195,0.8992529849001822,0.0935789407153326,0.0068012744578221,0.1340118040030148,0.9156494140625,3.528,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,,,,,,,,
18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0018.wav,0,4.824,2.2870492935180664,-2.985677719116211,0.0133948509821735,english,2.7920299768447876,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,0.0133948509821735,0.7779131146155268,0.1390724984999816,0.0713388933530026,0.0198293125635637,0.159637451171875,4.824,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,,,,,,,,
19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0019.wav,0,3.264,-5.45040225982666,6.283702850341797,0.0381881337779668,english,-4.945421576499939,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,0.0381881337779668,0.92376031913712,0.0406267267006937,0.0348131454383531,0.087085296756161,0.61016845703125,3.264,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,,,,,,,,
20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0020.wav,0,5.472,-4.901918411254883,5.569659233093262,0.8001377075789451,english,-4.396937727928162,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,0.8001377075789451,0.5029637641517677,0.2509743567620033,0.2455601693396524,0.0980381688687687,0.989990234375,5.472,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,,,,,,,,
21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0021.wav,0,5.688,5.593398571014404,-7.172393798828125,0.2054777787684414,english,6.0983792543411255,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,0.2054777787684414,0.5068891321562835,0.320246724341533,0.1466971104181256,0.0066870458175305,0.033966064453125,5.688,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,,,,,,,,
22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0022.wav,0,6.948,0.0414199344813823,-0.0256322920322418,0.0052125571939596,english,0.5464006178081035,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,0.0052125571939596,0.7779623566493364,0.1886573263045699,0.0318421038501139,0.0583481485675625,0.879913330078125,6.948,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,,,,,,,,
23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0023.wav,0,7.236,-5.127645492553711,5.985610008239746,0.0804984065062224,english,-4.62266480922699,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,0.0804984065062224,0.7453856481031763,0.1635290265647411,0.0905586443416933,0.0895480825216677,0.989990234375,7.236,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,,,,,,,,
24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0024.wav,0,6.96,-2.7570388317108154,3.694409132003784,0.0294057040395253,english,-2.2520581483840942,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,0.0294057040395253,0.8163190051359175,0.1470867424297607,0.0362633013594548,0.0902757644748194,0.990020751953125,6.96,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,,,,,,,,
25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0025.wav,0,3.84,-0.2604933977127075,0.201550617814064,0.0186574051124061,english,0.24448728561401367,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,0.0186574051124061,0.746698769331743,0.1609648113583119,0.0787117478467158,0.0168638926184134,0.088134765625,3.84,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,,,,,,,,
26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0026.wav,0,5.736,-6.028575420379639,7.001564025878906,0.444031202696569,english,-5.5235947370529175,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,0.444031202696569,0.7828386725491718,0.0926003703900418,0.1239572055337883,0.0974088231168789,0.676605224609375,5.736,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,,,,,,,,
27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0027.wav,0,7.584,-5.939295291900635,6.787415504455566,0.6716091720891303,english,-5.434314608573914,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,0.6716091720891303,0.8927614792397325,0.0824345257084485,0.0244922808573754,0.139938613634649,0.900390625,7.584,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,,,,,,,,
28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0028.wav,0,6.696,-4.458049297332764,5.260896682739258,0.023264748739194,english,-3.9530686140060425,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,0.023264748739194,0.7869480426190099,0.1236554904306548,0.0858051548923439,0.0377159883209612,0.388519287109375,6.696,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,,,,,,,,
29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0029.wav,0,7.32,-5.723837852478027,6.57623291015625,0.9291331193529548,english,-5.218857169151306,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,0.9291331193529548,0.771660307254919,0.0271398946771189,0.2008397864159311,0.1293368436615829,0.826690673828125,7.32,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,,,,,,,,
30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0030.wav,0,2.784,-5.873223304748535,6.77943754196167,0.1345679054662219,english,-5.368242621421814,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,0.1345679054662219,0.7603566755914338,0.1270640626791478,0.1113381798733335,0.0687054654408602,0.4622802734375,2.784,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,,,,,,,,
31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0031.wav,0,3.624,-6.046354293823242,7.02667236328125,0.352243010438755,english,-5.541373610496521,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,0.352243010438755,0.8735049108955876,0.1174204737746124,0.0087518782399976,0.136842481042814,0.94927978515625,3.624,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,,,,,,,,
32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0032.wav,0,3.672,-1.0228174924850464,1.2931212186813354,0.0148760850822757,english,-0.5178368091583252,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,0.0148760850822757,0.6948023302620097,0.2874601796238901,0.0153092378777908,0.0477803303911588,0.57232666015625,3.672,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,,,,,,,,
33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0033.wav,0,3.552,-0.4118508696556091,0.877342939376831,0.101854520347993,english,0.09312981367111212,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,0.101854520347993,0.8975731098716201,0.0991895148817199,0.0027982730022149,0.1168000950492338,0.87286376953125,3.552,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,0.8541370639339838,0.1331334446722441,0.0127294913937721,0.8508117529697563,13.471570358847083,0.2571691873232062,0.6065478099335557,0.7763648821395971
