pair_id,analysis_cluster,path,label,duration_s,bonafide_logit,spoof_logit,inferred_normalization,peak_limited,weight,language,difficulty,client_id,overlap_weight,low_energy_frac,mid_energy_frac,high_energy_frac,rms,peak,duration_s_cov,analysis_cluster_cov,low_frac,mid_frac,high_frac,gini,entropy,topk_1pct,topk_5pct,topk_10pct
10,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0010.wav,0,6.66,-0.7535967230796814,1.1827173233032229,rms_matched,False,0.1192503611380628,hindi,-1.202983796596527,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,0.1192503611380628,0.7023652790633027,0.15021017415492,0.1455513224399134,0.1316321276004632,0.9771559238433838,6.66,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,,,,,,,,
11,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0011.wav,0,3.624,5.331462860107422,-6.755108833312988,rms_matched,False,0.0248937918467835,hindi,4.882075786590576,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,0.0248937918467835,0.3407085122292909,0.337918217224295,0.3172833136887968,0.0520459589853482,0.2620373368263244,3.624,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,,,,,,,,
12,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0012.wav,0,4.068,-0.5994541049003601,1.2291383743286133,rms_matched,False,0.0918660879878051,hindi,-1.0488411784172058,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,0.0918660879878051,0.5244870394091443,0.2751086256298194,0.1978989204946582,0.0885862720190917,0.5856865048408508,4.068,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,,,,,,,,
13,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0013.wav,0,7.704,6.928382873535156,-8.970319747924805,rms_matched,False,0.0077672037067791,hindi,6.4789958000183105,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,0.0077672037067791,0.1949730089571608,0.393338572321543,0.4066225415399723,0.021058032110713,0.1045902967453002,7.704,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,,,,,,,,
14,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0014.wav,0,6.768,-4.556509017944336,5.290450096130371,rms_matched,False,0.0240706238586606,hindi,-5.005896091461182,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,0.0240706238586606,0.4594732104873777,0.3834180016721388,0.1551795880994531,0.1081915763471095,0.7819330096244812,6.768,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,,,,,,,,
15,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0015.wav,0,5.04,-5.735421657562256,6.575371265411377,rms_matched,False,0.0321104209626239,hindi,-6.184808731079102,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,0.0321104209626239,0.726722428295271,0.1322887840538492,0.1395823513931605,0.1519048053143558,0.9379231929779052,5.04,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,,,,,,,,
16,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0016.wav,0,6.768,-0.2676135897636413,0.608653724193573,rms_matched,False,0.0174183847205674,hindi,-0.7170006632804871,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,0.0174183847205674,0.3197006814796624,0.380495147160101,0.2958393003955945,0.0530278983402182,0.3330267667770386,6.768,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,,,,,,,,
17,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0017.wav,0,5.508,-2.670175790786743,3.468857288360596,rms_matched,False,0.0406268377681955,hindi,-3.119562864303589,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,0.0406268377681955,0.4428811547693625,0.2954847991448387,0.2582097962628053,0.0710621168434442,0.4446845054626465,5.508,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,,,,,,,,
18,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0018.wav,0,4.824,5.494444847106934,-6.937358856201172,rms_matched,False,0.0113316322990116,hindi,5.045057773590088,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,0.0113316322990116,0.2416165182494026,0.3539165638783197,0.3997691679405789,0.0356939423235125,0.1911333203315735,4.824,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,,,,,,,,
19,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0019.wav,0,6.696,-2.437987327575684,3.29176926612854,rms_matched,False,0.038833747632237,hindi,-2.8873744010925297,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,0.038833747632237,0.4850382549780139,0.3056183128192552,0.2066777536872556,0.08818959976106,0.5937042832374573,6.696,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,,,,,,,,
20,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0020.wav,0,5.94,5.772384643554688,-7.457581520080566,rms_matched,False,0.0479924290066937,hindi,5.322997570037843,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,0.0479924290066937,0.2279634808050467,0.4169063690906647,0.3505878117213077,0.0347971668971578,0.4193331599235534,5.94,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,,,,,,,,
21,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0021.wav,0,4.032,1.2045787572860718,-1.6472114324569702,rms_matched,False,0.0319541032808651,hindi,0.7551916837692261,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,0.0319541032808651,0.452671274276108,0.337749227275319,0.2078630972580114,0.1171117892443236,0.9260263442993164,4.032,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,,,,,,,,
22,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0022.wav,0,5.472,-0.1688642650842666,0.1704996228218078,rms_matched,False,0.0512945896123517,hindi,-0.6182513386011124,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,0.0512945896123517,0.3585982903877813,0.3526914201685124,0.2850266159001874,0.0572374315485974,0.451538622379303,5.472,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,,,,,,,,
23,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0023.wav,0,6.876,-3.863708972930908,4.788866996765137,rms_matched,False,0.0848899506405048,hindi,-4.313096046447754,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,0.0848899506405048,0.688798025129941,0.1693255271482005,0.1402029596715287,0.1313891185419316,0.9374603033065796,6.876,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,,,,,,,,
24,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0024.wav,0,5.328,-4.916905403137207,5.6630635261535645,rms_matched,False,0.0403390641653236,hindi,-5.366292476654053,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,0.0403390641653236,0.6438099186850997,0.1744687509024675,0.1797312193934593,0.1202532646418677,0.7197030782699585,5.328,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,,,,,,,,
25,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0025.wav,0,4.284,1.1769739389419556,-1.7814064025878906,rms_matched,False,0.0438839798663505,hindi,0.7275868654251099,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,0.0438839798663505,0.35722666067923,0.3226746241384476,0.3157929720308658,0.0508308472058083,0.3315985798835754,4.284,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,,,,,,,,
26,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0026.wav,0,7.308,-0.3265812993049621,0.7322325110435486,rms_matched,False,0.0261078480725904,hindi,-0.7759683728218079,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,0.0261078480725904,0.5986926548143564,0.2108539375264577,0.1879223955765879,0.106818892830017,0.6080367565155029,7.308,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,,,,,,,,
27,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0027.wav,0,5.76,2.41006851196289,-3.064716339111328,rms_matched,False,0.0655185673414562,hindi,1.9606814384460445,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,0.0655185673414562,0.4202976065632307,0.2963689553790214,0.2797251403018259,0.0617976226656487,0.4622415900230407,5.76,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,,,,,,,,
28,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0028.wav,0,6.216,-1.9710065126419067,2.416449546813965,rms_matched,False,0.620569158004306,hindi,-2.4203935861587524,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,0.620569158004306,0.8886108392743849,0.1019179295871116,0.0093851210556588,0.1366052286884867,0.990020751953125,6.208,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,,,,,,,,
29,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0029.wav,0,6.588,-1.22855806350708,1.660346269607544,peak_normalized,True,0.1018163840861444,hindi,-1.6779451370239258,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,0.1018163840861444,0.8963675934870404,0.0745248983121563,0.0290712499995591,0.165567257159682,0.989990234375,6.576,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,,,,,,,,
30,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0030.wav,0,3.816,-0.62653648853302,0.6449829339981079,rms_matched,False,0.0896947223175411,hindi,-1.0759235620498657,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,0.0896947223175411,0.4954614608351792,0.2662970572028209,0.2350985914828192,0.0774777891355305,0.5036544799804688,3.816,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,,,,,,,,
31,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0031.wav,0,3.492,-0.2525525689125061,0.1471122503280639,rms_matched,False,0.0407329302120953,hindi,-0.7019396424293518,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,0.0407329302120953,0.6317342387853804,0.1809726290831593,0.1851771599251406,0.1203102223679928,0.6859751343727112,3.492,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,,,,,,,,
