language,pair_id,client_id,duration_s,rms,peak,low_energy_frac,mid_energy_frac,high_energy_frac
english,10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,6.48,0.036923349232655306,0.368927001953125,0.8643659418794857,0.09973797312662648,0.03206424526859918
english,11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,2.976,0.010222506332125311,0.081451416015625,0.45519595756295456,0.40248399341908303,0.12286209465719025
english,12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,5.184,0.03253128287904443,0.28778076171875,0.5139385202433477,0.4237213700874525,0.05805205720535364
english,13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,5.868,0.08846039349056925,0.766357421875,0.7072047644778509,0.27952069826057535,0.01256461179648296
english,14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,5.796,0.027929846260076902,0.4228515625,0.5678732710902333,0.393135200859719,0.03353453386683895
english,15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,6.816,0.09777475798870543,0.82672119140625,0.48724077373216085,0.47426603663440264,0.03799188554663135
english,16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,3.144,0.028670538235947757,0.22686767578125,0.7333790518557021,0.20609154541003327,0.05467451993638283
english,17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,3.528,0.13401180400301488,0.9156494140625,0.8992529849001822,0.09357894071533267,0.006801274457822139
english,18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,4.824,0.019829312563563777,0.159637451171875,0.7779131146155268,0.1390724984999816,0.07133889335300266
english,19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,3.264,0.08708529675616103,0.61016845703125,0.9237603191371199,0.040626726700693706,0.03481314543835314
english,20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,5.472,0.09803816886876879,0.989990234375,0.5029637641517677,0.2509743567620033,0.24556016933965244
english,21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,5.688,0.0066870458175305,0.033966064453125,0.5068891321562835,0.320246724341533,0.1466971104181256
english,22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,6.948,0.05834814856756257,0.879913330078125,0.7779623566493364,0.1886573263045699,0.0318421038501139
english,23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,7.236,0.08954808252166778,0.989990234375,0.7453856481031763,0.1635290265647411,0.09055864434169339
english,24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,6.96,0.09027576447481941,0.990020751953125,0.8163190051359175,0.14708674242976075,0.03626330135945483
english,25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,3.84,0.016863892618413482,0.088134765625,0.746698769331743,0.1609648113583119,0.07871174784671585
english,26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,5.736,0.09740882311687898,0.676605224609375,0.7828386725491718,0.09260037039004185,0.12395720553378832
english,27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,7.584,0.13993861363464905,0.900390625,0.8927614792397325,0.0824345257084485,0.024492280857375412
english,28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,6.696,0.037715988320961215,0.388519287109375,0.7869480426190099,0.12365549043065485,0.08580515489234398
english,29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,7.32,0.12933684366158293,0.826690673828125,0.771660307254919,0.027139894677118914,0.20083978641593117
english,30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,2.784,0.06870546544086024,0.4622802734375,0.7603566755914338,0.12706406267914785,0.11133817987333354
english,31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,3.624,0.136842481042814,0.94927978515625,0.8735049108955876,0.11742047377461241,0.008751878239997648
english,32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,3.672,0.04778033039115887,0.57232666015625,0.6948023302620097,0.28746017962389014,0.01530923787779088
english,33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,3.552,0.11680009504923382,0.87286376953125,0.8975731098716201,0.09918951488171997,0.002798273002214922
english,34,52f93568a9302b1e6662a670c7a026f5fc184586d28f22f58ac8e3ab936f376cc20ac820a21c0937c55f19a2396e2ffce8e21e3633be5474cf9a03ef35b4680e,7.416,0.012934608717615073,0.08026123046875,0.5987338084349468,0.2539483467212727,0.13031461802465394
english,35,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,3.24,0.06483792962294835,0.795166015625,0.9218377904476962,0.06670633207493218,0.010162770372285461
english,36,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,6.66,0.08452579847532032,0.866302490234375,0.8477181714712864,0.08960057159632555,0.06189288087098536
english,37,07d3d922297a7ff95c0af1273ea9511f05d9e73ad7eccbbc41f21be8c897b482c9e212941a01874135df63f60c8d07ca57e9fa3b9716f06c3c58a01bda4c4eee,4.5,0.03262729452022167,0.607452392578125,0.6422341459097032,0.32170409834133173,0.031749290052084905
english,38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,4.224,0.10580831490033327,0.832733154296875,0.9137962323222469,0.05029191627269382,0.0353171533731029
english,39,e6d7f6267e35209974914a2468b3a9d604eef31fef16db546c92b3fe5eae899e02d2aa669071a9d56b9385a88c82c680c47b9e8328897d7e93b4c057c1305909,5.508,0.09931816987218657,0.65087890625,0.9768577616122601,0.015232841993448801,0.007253974643638523
english,40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,3.528,0.04354649373700668,0.49530029296875,0.8048057405014856,0.14909445103740454,0.043113265191110445
english,41,54d9c7c2dc089d0b3da8823090ce2cabbe9cf4d36daa477f8bd680122a55af753082f3d48d06c2021876624f94afdacfe05b0ea814f7096afd577602aa63abf1,2.184,0.04508907346769718,0.30615234375,0.6147682124355041,0.36984545469740154,0.013185059233859943
english,42,5e36a2f329d7cf05f42027bc4aa50d6c34e20d5230e47e643b01a35b02967028fbc029da597d6d715c105649fc3d0dbbbea09ddffff9be24d26cb07d5b6bf60d,6.168,0.042888832805914476,0.39886474609375,0.7279032000574829,0.12740602974739126,0.14200213142387277
english,43,cb19dbcc8abacf137ddec49dd7d4189812b4e572aac06b0b5e32959d6d24841be36ddd7de3230946081545a71239aa3123e52000afefff6889c2b34d0323ebf2,4.704,0.024177574971966754,0.990020751953125,0.2652756303092239,0.3185608179416485,0.4112164970902601
english,44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,6.264,0.09990891846305332,0.989990234375,0.5436551734862799,0.3548926219784828,0.10097008362708401
english,45,5cd95c7c22c6fd21f386f93b700187d1559ab9a63eab1b44b4af4717e61bee61dbf54a0de0d35e3014a441bc557f5a0a4d36ad4e3a815d4bd3c395c9e98daade,4.128,0.022954470757942443,0.182098388671875,0.7362814328666943,0.12118764193815766,0.13368570995012632
english,46,e8996ceee70172bae23d8af66ba91b510b3b1943c797e0b40bd002aa6a7d7c76693d9283e0c1f24ccc114eb64718181a966d7b3a12c4e6df8e9d8f8b72cd6628,6.84,0.0170184035600673,0.143829345703125,0.7294866373947982,0.18258915768438175,0.07504048830449309
english,47,3626fa6b9645ba859cf611370be40d14691f5d0a46511e57ee7d8ff7b00e19aff177a20ddb75e1a05055baea2ce937592490a12437a579fcaeba1d37103887dd,3.528,0.03572021570341559,0.2354736328125,0.888309472713778,0.07884755570406414,0.028443615766964577
english,48,0661cd3edebf30a1d25a2a4591e1471884e5295ddc9442c6347e8500f8e35cd432026595557179859168017a0fa143943851c63d3623e57bf4e28d232ad845e2,5.712,0.08941909474543351,0.74261474609375,0.9008430921362869,0.07035560250992712,0.02805324174344482
english,49,21580cd2b189178fd1a54f973b311c2c17d9c9c22551bc474aac3ff99a050ef1bf1a09ed2349495ff4454366e998c863a4d766d456ca56f7e711f3f5c06d55c6,4.056,0.078940428509644,0.891021728515625,0.9272332613331209,0.06569454727844978,0.006148147399571518
english,50,8e113a62d59ae29f19f0e423fbcf978aaa9eefc16913ce4901b0aa105ff590bb7c6ea13da0c5583c0772d6905c0a964d355e8667edd35c7a08442c2312439d79,6.768,0.04041984298665894,0.352386474609375,0.907495775166676,0.06340229575145183,0.02590053084897195
english,51,a1e7fcc70c9f31b6eb8e9bbfcc7d0fa322f45bcf0c1d2201fe29a4018aa231027f4477263a3686dc59ea3ce1bf0dcfbdeaf5f5383fba83ea71f0fa129fe03de5,3.672,0.027712251744806033,0.256439208984375,0.7187726536514477,0.13144676727616805,0.14346681489432747
english,52,acefbb332db5ce3a5176cabcf11976d544177c9cc2aa0341e37bf9831b07b0c93eea6bfc53d97214ab261d1debb927bf66afb61c88db722415a5af6545b5ed9d,6.12,0.1109794621193956,0.781951904296875,0.8996917954730679,0.09130462148278468,0.00854200004409667
english,53,afd0e736eb59ae41d5773ac2acef8b1ac029c151a342bbfce1c9b9cd381331515bc4449ee2a47e4b2d4aa57501f9ae9356bbac6c9c4d1b6a12277fd2d1f7b22a,4.896,0.10927082628906276,0.990020751953125,0.831140273396882,0.1320150966738289,0.03656429525754412
english,54,5dee10b34d8c9e4d25683894740a56faeca46cf09961f80ba1b60e966eb9a0aa34b77086c6483991dad66c4e242f93ba879a9fe073fd4c12d92e4f1f27fa6fef,7.872,0.038181127869136536,0.264862060546875,0.7125497854331808,0.24682672345823534,0.037136836397625037
english,55,4e823a6e3ca3b3eae163f19606faab00f181f8380b12c47ab385ca66900951dc309e9c583d0728f76801e4729a4edeb15926ea637058685348b9635e235d9c4b,5.724,0.0709425242314202,0.687591552734375,0.8868172465492646,0.1026252001998167,0.00938982204913987
english,56,2fd309fa9844ef5039e319486646f289653f808add85e7c54bb861b9e57b092a8f580d7bab6ea13c7f196af3bc18744c8224cf9d3d9c3167a7678477a55ec11e,4.104,0.07515411684785867,0.62554931640625,0.8952393689874438,0.0979669298877526,0.005730198621014942
english,57,ca0348333dece6734ede5c33af061108bfa2b0a7919e724541e335610530022b50a068a1794200e1115af544c1470fccf69adb550ce12b875ea30514276db5b9,2.904,0.11183567504585712,0.900146484375,0.7894486657084392,0.17603809365571493,0.03407055146903137
english,58,35f9e8ec4bcff15ab3558275a449d64b9ffe868edff9533e1607b1b963efe7e09a840794ad7e510cc41321b93a941fcd498f03b16763c3a05ff052c03daac754,3.264,0.07403826329097908,0.53167724609375,0.8521736003867216,0.08359422545358342,0.06310130625097934
english,59,c6d6c6009fc855221f09935aa341f5eb12e49727c85ffa4f6140c0dfdc6f4a5637272116c0fd76492a945de003636d16ab9b069d3417d5b6e5ed7f3d5dbe02c3,5.664,0.05915168906978311,0.616607666015625,0.566351299901642,0.3689304527249036,0.06322065341646171
english,60,e2292237c77b576132df4cdbb79155e854aeff199c96095ab6db95684d8fa140ff1f42fe9cf87b811f15ce8039d6563a304b507926ca4a641d04765a70b79d91,4.896,0.06278629011264418,0.615264892578125,0.6470833889353907,0.17215681450314468,0.17945460510911468
english,61,51707f1bb17115cc3a6ecb2bff95f7680317511ea2cd280df8cdb2e2c700463f8ca44d6762a0e6f6a854414bf10c946b4b4538a2bffa6701da4e2865d7014984,4.728,0.0600530426459244,0.812469482421875,0.7282042744516152,0.2607900871367193,0.009473571644588258
english,62,bc6842f7e140397b505f5329aaca34022b3f8e999b01e0436bb66dd3a21a5614f7a4f9d522b37d41ea0018bc8323781a97b055ff458e3bedbb436d5f292c7373,6.336,0.05239096873535063,0.472930908203125,0.9397470246798892,0.041513201692719014,0.016588970491018266
english,63,318342c08580b4c38c6c0d46de335bc85e3f8cc7dfd5c38aab63e5a5ff38845f3c2c021391930e361e062593cc5ee34087aa0398b289eb72377c8f2cdf8638e8,5.928,0.043503692726747756,0.393829345703125,0.740997461248312,0.19503199501418905,0.06096192567214428
english,64,3479ba11b3d8988e9c536be832927bcc9c58b00c86cf085a53384c34e82bae0ccb35a9709d0217a4c7b2dff24cd727b5877286096ab0d1efe6dfe835f8889564,2.904,0.04945368446801867,0.3648681640625,0.6638115416356696,0.222168927771646,0.11183789939924606
english,65,ba662c80ff1af13a3e7e615f903468f0d12859a6d9193c9dfc9669e854c70df8ac9e59d83a255cc240e08fe9c681db1ab62c8a3926d2a11b76fefa7bbe9800fe,5.544,0.02157174783411045,0.296356201171875,0.7511248788116096,0.158288212651136,0.0815138778848795
english,66,7eff9a54bdb0619deffda7609d5b8565278e3328de99e63908be2a37c1ad16516240b9c92bc6b68d8130b20dc556f57005dc053f4874a49589f5971a31b97e98,5.4,0.017422388156784038,0.179290771484375,0.7628591996291977,0.1573529429423299,0.06730550145354945
english,67,c83c9073d2953f3401aa1cb63db5cdbda9bb16ef9dcf977455955407d093cb83b681f673570c856cae1004c9cf35f9b67f4244ae3b5529cd06599d7bfd187111,6.816,0.06335870015660246,0.57122802734375,0.9549527085763191,0.027951735245883378,0.015705209221444718
english,68,f21ef383c92bc4fa5bd7dd347b7057b8face4e002874de2bc07f6dfa1e1d7b1262a6c3de664678f8459d7b4de30a3a4be78b2e1f86e46ce86198d31f6afb102b,5.538,0.0449573403007978,0.38861083984375,0.805258694553621,0.13590803113131755,0.056230197373777845
english,69,fce6c1765bc5e8a1b520ce0fb037b680a46bb6515a34cfca60856229a4c85b99f76578773e6a1318ba817db77c0d7fca0d84100fc0b7567a708678c867b78544,4.224,0.11478348929838765,0.989990234375,0.8798715690362686,0.1159395954278449,0.0040216196157830016
english,70,a8c5c2283ea4483a0432b6c873fa8da914fa71e51a9eb6e8e20f99f535051d0fd7a8eb0b941163a37544a09a38ace177ed777ce2e8407a3fd4ad066b566ac026,6.084,0.020101325247387558,0.17303466796875,0.7665142608945585,0.15164678069672308,0.07187164878120292
english,71,e51fa51c0f709d1309d6015a2789a1ccf1398578fa260bb0e5e08b618a1271ce07d23fa0e2d7fc140151e3e3a0483b7a021289f9d0efc9548d3525b6726d599e,7.704,0.10471697891018847,0.9110107421875,0.9464045947021668,0.032564195686775925,0.020494171373201298
english,72,e7011a6e1591f49fac676ffa48b33f7d4d89c44cf513e32821e0739db30434d37780a046e0ab31a8c16dee8675d07b384d4244aa1a2ce0a80a2b42e31655cac9,2.976,0.05980997512477917,0.835479736328125,0.7174465393464518,0.2648308768490764,0.016297340887959477
english,73,efc03681be12d480beb0c3a66fad588e3f94d8d9d26ed1d08ee5c37e428e0db39ca43f8910f65a7f29ae3ed46de67bcf8e2b4a0c30962cab0ad259d688b840bb,2.736,0.0506592906816596,0.56903076171875,0.6012365649611973,0.33519202552021604,0.06158589348899483
english,74,7638c31df3d76068804aff7b183a07af9bbee296cdad7ac10b19c7f96a420728e5f15725ef57ef8e005b8dd6bed05e35663aa72e4951ef03f70bb04b1afa1ae0,4.608,0.07230552350099086,0.6419677734375,0.8995684867437889,0.09288142383553716,0.006446144870555911
english,75,f3bc45d3e24363f9917a5991aaa7d5e4222631fdb171909aa52ee5f5cc1bbf48b7b08ff3922c4310a4362dab37a0f58436d90f1e0cf8d9c1383467564e673042,3.024,0.04379015782449652,0.43280029296875,0.802566924362253,0.15325427598438096,0.041518043706794724
english,76,56ef6218bdd27655fae9f85f0a18b0cc608586fd0a9709f20dd5f6a4b3ad55d078fa858ae7858359709a699813eaad85527749d9d03639f00fcd2251ef60af96,4.224,0.09926294423420748,0.699859619140625,0.9454107335735429,0.03556843616597972,0.018391478113555043
english,77,40efe8eebd39ea7adf20153a14d7e089164e03534d8a0e5200fa032922fbda164cbb8c4efda68ae3ef29ffab8e843ba8ff24cd06241d00ca197a62b0b9b9b33f,2.904,0.021895587214158845,0.189666748046875,0.7303722391715578,0.20947396344784933,0.05065606583311664
english,78,2e8f95ac5b92766221b9e0c8d8ec2f190986e3cc291f550886a6b6c8b934673e062bb5dfffbb33b96f91d04466c578fe334abb3edaaf35a674f6d34f519cbdbc,3.024,0.0839177783173227,0.60003662109375,0.3898241480524307,0.6031470854176929,0.006298870038985626
english,79,f760637de4193a45b8d1d1db91900ec0c7f9d564d8a197a519eb3a30e4347acb8268fec8fd26bdf9f46232d927d63853dab462941b6ae02e1236d11d6b2bf82c,5.376,0.10173978294415308,0.860015869140625,0.9284449446697172,0.06343161246702995,0.007569021165924609
english,80,d8fd588f573a5616b70d4d5bf04e8b05ba8d549eff1eee152c897eec9a083803e513b8ae14db930ada386c4b7a75d07cf046704ca00c04bbffb7bc098e9abc40,4.848,0.10523454676633948,0.990020751953125,0.5166511762189779,0.40832455278357727,0.0745754498195279
english,81,d217a4989ef8dc1fffa7b5fa05d50f37eb6e1292a5848960763123d153b66e2656de3e616e108632589da87cfb4c05562c7ff34adea378302b15d6ff9d575706,3.336,0.0957497610341433,0.6318359375,0.7808500366370921,0.12863415227337494,0.08988381086221992
english,82,fe26a31372f17c6dc4626b8349a22c04a373e49c8107355e79dc0b43e476161083653cf145f519c774a7d60752ced63d9851e83c7dd1805d2a1f54e9bbe26bcc,6.696,0.036888069194183595,0.562255859375,0.46084229648653324,0.4179329718122636,0.11797951807763359
english,83,18b951dc2813f5814ff2517741eea11223b24b0d981c48d278682c713cf69dba191e3fabec0c27a7840be61854d3384d1aa88af7ec9fd6e59d08e23ee7ba26d6,3.072,0.034517783536600434,0.349578857421875,0.6635963730617078,0.2890838292539987,0.04323901361022303
english,84,12cfb67ce9417419effcc58d158d4d6050dfc41ee1c8270b9b02fa1ba7f1b834286a244b34c0fe7cbd0b3cc83fa9ad93fad729c1039512202f34f544188fb092,5.592,0.028048453545036104,0.321014404296875,0.8061969332959459,0.09985548604185489,0.08765996035114883
english,85,b15e81b74f3a01152401371744ce17a419c45a9415478075dd9d5dab5818374ad025c732871b55b1d5242f40357f577ab2dfd02950081c195bf04dd7b8aa7910,6.228,0.12837263017050016,0.989990234375,0.9686302423932979,0.028490626112493898,0.0025421997598840244
english,86,bdb9e7b61df6b42158b76c3610b9209b09e9c9dd62eddd23c8957bc48183d3bd80dc450d0b44de874448c394e28becae04fbc03f1c9c2db817bde974ee05436e,7.896,0.08859106223810867,0.977203369140625,0.8533597625817745,0.1338123485080203,0.012094937753131762
english,87,b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce,4.428,0.09651557687091863,0.925201416015625,0.620757840111636,0.3662270147598049,0.012478138572281985
english,88,90ef33c75fc1eaee1c26d177e0849ec19ed68a4ed5804020185fb7169d6350adbccb66848b4536e2f10d7bb9d7c11f9e6ce383955c4382ca47fab04b7c63ef29,3.42,0.08681498171576368,0.763824462890625,0.9344886991563738,0.05020757044651723,0.014432209577040448
english,89,4e01cef3f6493aa1557af3c25d7dc55430ef2aeb5000b551f7f0a807811d299de62a4dcbe87410986ab5ad9712711fdb6cc7102cfe9009aa17b04919af7da4e6,2.472,0.04148068448385419,0.495025634765625,0.8042352878827788,0.1409826191464541,0.051658869527482214
english,90,f5a8a2e6cbefa2d48793fcf4dfd6ba7f23643a7a21328ab7a3ccec884375a627788e2b2090aa38d2ce5ee3ad14e0477e8ce1341d0d3477e88f82d596443c0ac2,6.864,0.020426826478700207,0.195159912109375,0.6422251148882506,0.2590309461725485,0.08863082150950356
english,91,995e028794f85b21f12ec5880ae7d8140e8c53b523cad6dcceee552ee4bd39ed59e266c62a70bb57ee2eab0d04acfc7ad71ba2edda18635b1e2f81153c241643,2.424,0.014951564703193362,0.17095947265625,0.6491804962983334,0.24807729288511757,0.08860901674557944
english,92,193ac5b84bfb991cfac40ceb5212571efdd51e50f66acce33e264a8f3db03c507f032b3e8657d4b68bc0f37792b212ff8bd762e81e4583207fc687a24bbcfe84,7.956,0.06939579307167103,0.78570556640625,0.864284509887893,0.12087205525620881,0.013686639688984455
english,93,c4c136ef930b370a6f35f9a6e8855a56d5c1383e028ec0b85b4804695e04c614bb24e260be54e2deb92dc19311f94c5459c0f3ca5e0f68cd503d7383b99979c3,4.008,0.048293164367466675,0.49859619140625,0.8643825994974461,0.1196125423236292,0.013522015500954934
english,94,286b3e8a1836d09e6750eda31ea961d87e0d6aaf625df6135d7da264ed96150cef6cfda72f484245956373ad3c393aaf3cd3d016ac64d26a9facbc3cc069457c,7.956,0.04878995435755536,0.602813720703125,0.8966859576779512,0.07574545260267808,0.025329452735709905
english,95,ab43bbde8dd98948b7e6b8393d966519e92744fd96172349c9d20cd1247a67a9e41415818b1ab8f0c456d23244cf15a1188a078707b96a3a8476783890c4a42f,3.96,0.03338120533768395,0.257659912109375,0.862347506661557,0.07481488881549483,0.058098054798430124
english,96,7586972828cb14b30651404265baa4b9b8893ea7627c753195db738c56f356dfc218bf49b97bc25be6d57e89b64e9a58a92b077f9836bda09c405c0bd5f6d992,4.848,0.11943707643675044,0.989990234375,0.8887605898399465,0.0778259515591918,0.0330480578406048
english,97,7eff9a54bdb0619deffda7609d5b8565278e3328de99e63908be2a37c1ad16516240b9c92bc6b68d8130b20dc556f57005dc053f4874a49589f5971a31b97e98,5.256,0.058084336270964605,0.406097412109375,0.9448533906735198,0.04224981389769166,0.010990618005779844
english,98,0bc3b6a89a2eb6ca792090fcb73db2ce7fe08a38f032850cd0a4443154b3f8456f03bde13e692dfb4ffcb707575c4cb5bc2f7eb9b68dcaaba9f9e3925fcdce72,6.12,0.03497630258242025,0.339813232421875,0.768365725461435,0.15097624841849264,0.0767366816046684
english,99,ab72e9ab22713aec03a3189202a0713e56016ea07569b3041fcd65d77c9eb3f8c692f7ccaec75c16bbc62476d528f434d829193994cf07fcde9e3b1e4a2fa93a,3.192,0.07131826752849003,0.747406005859375,0.6081379858731739,0.38410794682634586,0.0067098605225150995
english,100,c120fad6205991947955b49f624dadce93bf9f952a73fc655dc8fc4a926753ee2fae9656717727d6f0706399ef0b4163beef5c3fe29edb5f77cef61791a2e632,7.224,0.06575015682483092,0.555572509765625,0.9320855421402536,0.05266019539959442,0.013908807735372663
english,101,f0ccdd8bea3e199738c6ba905ca2352e0a25b54e5fb5d46fe2e0e1dece03b84a2f294aad8019a2ec6067c739764d342cf664711024729b0c9da2e977a09a62a0,3.636,0.029637834387414574,0.58502197265625,0.8390347876671334,0.09848735726343531,0.05584460494987872
