pair_id,cluster,role,path,duration_s,rms,peak,content_fraction
8,287db5b3c7065ffc1e6827c0bc87dc4a6b6a45c159642fe8d490d5adb6ce18a5b4b528f921503762bbb20b1fcd84f5f8256a9a11cd4ccf55964f301b416b08d2,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0008.wav,4.5,0.04609480559547587,0.354583740234375,1.0
9,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,real,english_griffinlim_eval_final/real_english/english_real_0009.wav,2.64,0.024762253455366156,0.230438232421875,0.6538699690402477
9,bfa46e4905ae85ce085800b03f8bc77ff9b8eb2ef591b35335ff6baf2bd034e2ddcdf24d02e9c82f99ca770b584e45732bc15cf409aa12485ad9e5c1e06c368b,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0009.wav,2.64,0.024762786667666424,0.18267822265625,0.6538699690402477
10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,real,english_griffinlim_eval_final/real_english/english_real_0010.wav,6.48,0.03692294802573486,0.47760009765625,1.0
10,1c5ac4e60d78e04c497fcf0631e17dc41c4194fdaf8646e5e610b31d0236efafa34c7a9f85556dd028caeec1c3af0a452aa7ea8c759c5ab70bab73bfd8372808,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0010.wav,6.48,0.036923349232655306,0.368927001953125,1.0
11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,real,english_griffinlim_eval_final/real_english/english_real_0011.wav,2.976,0.010221124443431871,0.1707763671875,0.7370897832817338
11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0011.wav,2.976,0.010222506332125311,0.081451416015625,0.7370897832817338
12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,real,english_griffinlim_eval_final/real_english/english_real_0012.wav,5.184,0.032530944548057196,0.347747802734375,1.0
12,31b8e2787d4beaffa210309b361d84ba70dcec806fb41fbbe0f081f473289039da13d11eb64125e0746fc72adb2bec40a73e8db55b1692aa7a4e86dd68667a30,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0012.wav,5.184,0.03253128287904443,0.28778076171875,1.0
13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,real,english_griffinlim_eval_final/real_english/english_real_0013.wav,5.868,0.0884603080993915,0.701141357421875,1.0
13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0013.wav,5.868,0.08846039349056925,0.766357421875,1.0
14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,real,english_griffinlim_eval_final/real_english/english_real_0014.wav,5.796,0.02792935062572624,0.54052734375,1.0
14,d43f808f4c373507a4ae651689eda02e203066d3b081af35a5940015a6d6c1e7ba2751e8d62abc4b521d54574fe37cfbac6afc72089c0ccafd53c27483275ec7,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0014.wav,5.796,0.027929846260076902,0.4228515625,1.0
15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,real,english_griffinlim_eval_final/real_english/english_real_0015.wav,6.816,0.09777464216636819,0.975860595703125,1.0
15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0015.wav,6.816,0.09777475798870543,0.82672119140625,1.0
16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,real,english_griffinlim_eval_final/real_english/english_real_0016.wav,3.144,0.028670088263002498,0.22406005859375,0.7786996904024769
16,f948443d2b457137c5ae390f985149e70a16666c61ba3b787a88c204622a5b5b90f30910bcede725f3a1fdf742bec63c99978d15d9eb10930a2641d4aff3bbea,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0016.wav,3.144,0.028670538235947757,0.22686767578125,0.7786996904024769
17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,real,english_griffinlim_eval_final/real_english/english_real_0017.wav,3.528,0.13401177043540297,0.802642822265625,0.8738080495356038
17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0017.wav,3.528,0.13401180400301488,0.9156494140625,0.8738080495356038
18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,real,english_griffinlim_eval_final/real_english/english_real_0018.wav,4.824,0.019828693330119714,0.162445068359375,1.0
18,7835d8b47d67c96f66ab4d9d0e1269cd46ab970e7a5f1adc30ef6e6129b4dc2567289113ed59273ae72a5668b903851356bc4f268043717b3fa1ad433bf651d6,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0018.wav,4.824,0.019829312563563777,0.159637451171875,1.0
19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,real,english_griffinlim_eval_final/real_english/english_real_0019.wav,3.264,0.08708518599477857,0.63934326171875,0.8084210526315789
19,fb919534447910b303adb39567779ddf6d8fb1404aca83de7c475f8ff4ff463f85677575022253c3a6700769e3d79bf17516b72ec038e5a1b9d5f803dc6e166a,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0019.wav,3.264,0.08708529675616103,0.61016845703125,0.8084210526315789
20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,real,english_griffinlim_eval_final/real_english/english_real_0020.wav,5.472,0.10033098452603209,0.8548583984375,1.0
20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0020.wav,5.472,0.09803816886876879,0.989990234375,1.0
21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,real,english_griffinlim_eval_final/real_english/english_real_0021.wav,5.688,0.006685571393837017,0.04974365234375,1.0
21,8796693fb19970eda73c742a411fd9fdea613f4d64d9a3b5e6c756fa7dc6648f34705ff8b294fa3543663ed6b1b6ab6f5cc2e37f278ab0b112aaa9c2de33aa20,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0021.wav,5.688,0.0066870458175305,0.033966064453125,1.0
22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,real,english_griffinlim_eval_final/real_english/english_real_0022.wav,6.948,0.05834792349485294,0.940521240234375,1.0
22,389d64208bb16616aeaefd59ad89624adf2f7cb0e68d4d97c380215b52a7eced9d0849bb269542471cf25cbddd543932c79011b751eb6d7380245a6da0eb1eff,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0022.wav,6.948,0.05834814856756257,0.879913330078125,1.0
23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,real,english_griffinlim_eval_final/real_english/english_real_0023.wav,7.236,0.10203851986232913,0.968994140625,1.0
23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0023.wav,7.236,0.08954808252166778,0.989990234375,1.0
24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,real,english_griffinlim_eval_final/real_english/english_real_0024.wav,6.96,0.13288736797485667,0.778961181640625,1.0
24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0024.wav,6.96,0.09027576447481941,0.990020751953125,1.0
25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,real,english_griffinlim_eval_final/real_english/english_real_0025.wav,3.84,0.016863227605873374,0.08270263671875,0.9510835913312694
25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0025.wav,3.84,0.016863892618413482,0.088134765625,0.9510835913312694
26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,real,english_griffinlim_eval_final/real_english/english_real_0026.wav,5.736,0.09740868305781629,0.6729736328125,1.0
26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0026.wav,5.736,0.09740882311687898,0.676605224609375,1.0
27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,real,english_griffinlim_eval_final/real_english/english_real_0027.wav,7.584,0.13993847040288815,0.7802734375,1.0
27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0027.wav,7.584,0.13993861363464905,0.900390625,1.0
28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,real,english_griffinlim_eval_final/real_english/english_real_0028.wav,6.696,0.03771559558274751,0.356964111328125,1.0
28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0028.wav,6.696,0.037715988320961215,0.388519287109375,1.0
29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,real,english_griffinlim_eval_final/real_english/english_real_0029.wav,7.32,0.12933676426936036,0.795928955078125,1.0
29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0029.wav,7.32,0.12933684366158293,0.826690673828125,1.0
30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,real,english_griffinlim_eval_final/real_english/english_real_0030.wav,2.784,0.06870524138365305,0.452117919921875,0.6895356037151703
30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0030.wav,2.784,0.06870546544086024,0.4622802734375,0.6895356037151703
31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,real,english_griffinlim_eval_final/real_english/english_real_0031.wav,3.624,0.13684231422466844,0.75189208984375,0.8975851393188855
31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0031.wav,3.624,0.136842481042814,0.94927978515625,0.8975851393188855
32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,real,english_griffinlim_eval_final/real_english/english_real_0032.wav,3.672,0.047780112242199135,0.69830322265625,0.9094736842105264
32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0032.wav,3.672,0.04778033039115887,0.57232666015625,0.9094736842105264
33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,real,english_griffinlim_eval_final/real_english/english_real_0033.wav,3.552,0.11679994047072462,0.90423583984375,0.8797523219814243
33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0033.wav,3.552,0.11680009504923382,0.87286376953125,0.8797523219814243
34,52f93568a9302b1e6662a670c7a026f5fc184586d28f22f58ac8e3ab936f376cc20ac820a21c0937c55f19a2396e2ffce8e21e3633be5474cf9a03ef35b4680e,real,english_griffinlim_eval_final/real_english/english_real_0034.wav,7.416,0.012933655325761378,0.164093017578125,1.0
34,52f93568a9302b1e6662a670c7a026f5fc184586d28f22f58ac8e3ab936f376cc20ac820a21c0937c55f19a2396e2ffce8e21e3633be5474cf9a03ef35b4680e,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0034.wav,7.416,0.012934608717615073,0.08026123046875,1.0
35,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,real,english_griffinlim_eval_final/real_english/english_real_0035.wav,3.24,0.06483762283395725,0.69549560546875,0.8024767801857586
35,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0035.wav,3.24,0.06483792962294835,0.795166015625,0.8024767801857586
36,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,real,english_griffinlim_eval_final/real_english/english_real_0036.wav,6.66,0.08452567060076548,0.78765869140625,1.0
36,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0036.wav,6.66,0.08452579847532032,0.866302490234375,1.0
37,07d3d922297a7ff95c0af1273ea9511f05d9e73ad7eccbbc41f21be8c897b482c9e212941a01874135df63f60c8d07ca57e9fa3b9716f06c3c58a01bda4c4eee,real,english_griffinlim_eval_final/real_english/english_real_0037.wav,4.5,0.03262697466554526,0.89794921875,1.0
37,07d3d922297a7ff95c0af1273ea9511f05d9e73ad7eccbbc41f21be8c897b482c9e212941a01874135df63f60c8d07ca57e9fa3b9716f06c3c58a01bda4c4eee,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0037.wav,4.5,0.03262729452022167,0.607452392578125,1.0
38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,real,english_griffinlim_eval_final/real_english/english_real_0038.wav,4.224,0.10580823315412197,0.847015380859375,1.0
38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0038.wav,4.224,0.10580831490033327,0.832733154296875,1.0
39,e6d7f6267e35209974914a2468b3a9d604eef31fef16db546c92b3fe5eae899e02d2aa669071a9d56b9385a88c82c680c47b9e8328897d7e93b4c057c1305909,real,english_griffinlim_eval_final/real_english/english_real_0039.wav,5.508,0.09931808665063642,0.57769775390625,1.0
39,e6d7f6267e35209974914a2468b3a9d604eef31fef16db546c92b3fe5eae899e02d2aa669071a9d56b9385a88c82c680c47b9e8328897d7e93b4c057c1305909,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0039.wav,5.508,0.09931816987218657,0.65087890625,1.0
40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,real,english_griffinlim_eval_final/real_english/english_real_0040.wav,3.528,0.04354616572745188,0.48345947265625,0.8738080495356038
40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0040.wav,3.528,0.04354649373700668,0.49530029296875,0.8738080495356038
41,54d9c7c2dc089d0b3da8823090ce2cabbe9cf4d36daa477f8bd680122a55af753082f3d48d06c2021876624f94afdacfe05b0ea814f7096afd577602aa63abf1,real,english_griffinlim_eval_final/real_english/english_real_0041.wav,2.184,0.04508880048155687,0.310089111328125,0.5409287925696595
41,54d9c7c2dc089d0b3da8823090ce2cabbe9cf4d36daa477f8bd680122a55af753082f3d48d06c2021876624f94afdacfe05b0ea814f7096afd577602aa63abf1,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0041.wav,2.184,0.04508907346769718,0.30615234375,0.5409287925696595
42,5e36a2f329d7cf05f42027bc4aa50d6c34e20d5230e47e643b01a35b02967028fbc029da597d6d715c105649fc3d0dbbbea09ddffff9be24d26cb07d5b6bf60d,real,english_griffinlim_eval_final/real_english/english_real_0042.wav,6.168,0.04288851100257704,0.396575927734375,1.0
42,5e36a2f329d7cf05f42027bc4aa50d6c34e20d5230e47e643b01a35b02967028fbc029da597d6d715c105649fc3d0dbbbea09ddffff9be24d26cb07d5b6bf60d,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0042.wav,6.168,0.042888832805914476,0.39886474609375,1.0
43,cb19dbcc8abacf137ddec49dd7d4189812b4e572aac06b0b5e32959d6d24841be36ddd7de3230946081545a71239aa3123e52000afefff6889c2b34d0323ebf2,real,english_griffinlim_eval_final/real_english/english_real_0043.wav,4.704,0.02771976035964619,0.999969482421875,1.0
43,cb19dbcc8abacf137ddec49dd7d4189812b4e572aac06b0b5e32959d6d24841be36ddd7de3230946081545a71239aa3123e52000afefff6889c2b34d0323ebf2,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0043.wav,4.704,0.024177574971966754,0.990020751953125,1.0
44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,real,english_griffinlim_eval_final/real_english/english_real_0044.wav,6.264,0.10123419035887431,0.769317626953125,1.0
44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0044.wav,6.264,0.09990891846305332,0.989990234375,1.0
45,5cd95c7c22c6fd21f386f93b700187d1559ab9a63eab1b44b4af4717e61bee61dbf54a0de0d35e3014a441bc557f5a0a4d36ad4e3a815d4bd3c395c9e98daade,real,english_griffinlim_eval_final/real_english/english_real_0045.wav,4.128,0.022953980423968786,0.263519287109375,1.0
45,5cd95c7c22c6fd21f386f93b700187d1559ab9a63eab1b44b4af4717e61bee61dbf54a0de0d35e3014a441bc557f5a0a4d36ad4e3a815d4bd3c395c9e98daade,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0045.wav,4.128,0.022954470757942443,0.182098388671875,1.0
46,e8996ceee70172bae23d8af66ba91b510b3b1943c797e0b40bd002aa6a7d7c76693d9283e0c1f24ccc114eb64718181a966d7b3a12c4e6df8e9d8f8b72cd6628,real,english_griffinlim_eval_final/real_english/english_real_0046.wav,6.84,0.01701767541293742,0.140594482421875,1.0
46,e8996ceee70172bae23d8af66ba91b510b3b1943c797e0b40bd002aa6a7d7c76693d9283e0c1f24ccc114eb64718181a966d7b3a12c4e6df8e9d8f8b72cd6628,fake,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0046.wav,6.84,0.0170184035600673,0.143829345703125,1.0
47,3626fa6b9645ba859cf611370be40d14691f5d0a46511e57ee7d8ff7b00e19aff177a20ddb75e1a05055baea2ce937592490a12437a579fcaeba1d37103887dd,real,english_griffinlim_eval_final/real_english/english_real_0047.wav,3.528,0.03571986719155092,0.233123779296875,0.8738080495356038
