pair_id,analysis_cluster,path,label,duration_s,bonafide_logit,spoof_logit,inferred_normalization,peak_limited
1050,5191b8af39731f5141ffac823e13e25016e5b3109209f12d3337bdfc92ddff74ea717e293a01fe3b90fb2be2a87b0621cc385140b097b7e6d76f1d2e2f319d74,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1050.wav,0,7.236,-4.6016058921813965,5.347906112670898,rms_matched,False
1050,5191b8af39731f5141ffac823e13e25016e5b3109209f12d3337bdfc92ddff74ea717e293a01fe3b90fb2be2a87b0621cc385140b097b7e6d76f1d2e2f319d74,hindi_griffinlim_eval_final/real_hindi/hindi_real_1050.wav,1,7.236,3.483856201171875,-4.310441017150879,rms_matched,False
1053,9c12887b11ae7ce76bcb5c4ca6b56f174e89c82f02c52c05b93ac7a40b6fb7b28d8474241a7dc36b3ad5b36eab48a209bf7e68a905ca64ac40b89e9311dec25d,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1053.wav,0,3.672,-0.8236163258552551,1.3755357265472412,rms_matched,False
1053,9c12887b11ae7ce76bcb5c4ca6b56f174e89c82f02c52c05b93ac7a40b6fb7b28d8474241a7dc36b3ad5b36eab48a209bf7e68a905ca64ac40b89e9311dec25d,hindi_griffinlim_eval_final/real_hindi/hindi_real_1053.wav,1,3.672,0.4493870735168457,-0.7720114588737488,rms_matched,False
1056,74751bae9cd9bc9a9c005dce39ee035a3d1a201afb6bc83523226793b7fa2526d2c29ccebaaee7bcc6af9949646ae1bde77eade6fcec218564391c06e0ec86d3,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1056.wav,0,4.968,-1.0656367540359497,1.6362006664276123,rms_matched,False
1056,74751bae9cd9bc9a9c005dce39ee035a3d1a201afb6bc83523226793b7fa2526d2c29ccebaaee7bcc6af9949646ae1bde77eade6fcec218564391c06e0ec86d3,hindi_griffinlim_eval_final/real_hindi/hindi_real_1056.wav,1,4.968,5.988522052764893,-7.724997520446777,rms_matched,False
1061,52f22814969ddf3ae439c9927cdc815781938e7b8db9939cbe5cc7211c83b3dd6eccb62b360571d4002d64878c3b70340e8a76bf784048ff984b73b71d31fc52,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1061.wav,0,2.808,-2.0957250595092773,3.010439395904541,rms_matched,False
1061,52f22814969ddf3ae439c9927cdc815781938e7b8db9939cbe5cc7211c83b3dd6eccb62b360571d4002d64878c3b70340e8a76bf784048ff984b73b71d31fc52,hindi_griffinlim_eval_final/real_hindi/hindi_real_1061.wav,1,2.808,1.9826127290725708,-2.7009119987487793,rms_matched,False
1063,6599122319c224d4b370bdaa817d68a9d0d1774b81aada4980c0519f78ae3a9ebea33cc1b8fc6a20008d791474bdefb675e448b3c00d10d0fd05a39e153e922e,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1063.wav,0,6.156,-0.5872491598129272,1.0817087888717651,rms_matched,False
1063,6599122319c224d4b370bdaa817d68a9d0d1774b81aada4980c0519f78ae3a9ebea33cc1b8fc6a20008d791474bdefb675e448b3c00d10d0fd05a39e153e922e,hindi_griffinlim_eval_final/real_hindi/hindi_real_1063.wav,1,6.156,2.3813366889953613,-3.1487069129943848,rms_matched,False
1075,5910123d516315dfc2a43523d5cbc63444096a4cd38bb8b772155e3c51fb2f1eb673beaa1603de242ad8aa5dafe9d0ebd85a1c02bc6a7ee45e636585932306ae,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1075.wav,0,3.348,6.230844497680664,-8.10964298248291,rms_matched,False
1075,5910123d516315dfc2a43523d5cbc63444096a4cd38bb8b772155e3c51fb2f1eb673beaa1603de242ad8aa5dafe9d0ebd85a1c02bc6a7ee45e636585932306ae,hindi_griffinlim_eval_final/real_hindi/hindi_real_1075.wav,1,3.348,5.665037155151367,-7.402622699737549,rms_matched,False
108,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0108.wav,0,4.968,0.5884982943534851,-1.1383733749389648,rms_matched,False
108,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,hindi_griffinlim_eval_final/real_hindi/hindi_real_0108.wav,1,4.968,4.46956729888916,-5.599023818969727,rms_matched,False
1090,f446689d92087b875d07eaa1d98e4b7e07ec4f8651762d73d8e0ecbae21be60e60a3b7356828d24a8c9071f872f21361ca196ae017820a2908412966f0a59df2,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1090.wav,0,5.76,-0.5557878613471985,0.7245556712150574,rms_matched,False
1090,f446689d92087b875d07eaa1d98e4b7e07ec4f8651762d73d8e0ecbae21be60e60a3b7356828d24a8c9071f872f21361ca196ae017820a2908412966f0a59df2,hindi_griffinlim_eval_final/real_hindi/hindi_real_1090.wav,1,5.76,0.7431373596191406,-1.2462072372436523,rms_matched,False
1097,0e97e303991e6646c845049579a4bea7a25ea775f6b8b44a09e0efd0ae9661ec984c393c92d2522e3158c8b0ca206ad60fd9e136713e18c21dffd72811a88b88,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1097.wav,0,5.94,1.6039718389511108,-2.1890671253204346,rms_matched,False
1097,0e97e303991e6646c845049579a4bea7a25ea775f6b8b44a09e0efd0ae9661ec984c393c92d2522e3158c8b0ca206ad60fd9e136713e18c21dffd72811a88b88,hindi_griffinlim_eval_final/real_hindi/hindi_real_1097.wav,1,5.94,5.0566725730896,-6.361335277557373,rms_matched,False
1101,461059307d756b80d08835b893bbee0e93e8cf237db0b4ba90a0b34adfa5ee77c44a3777d5a0c19d7a920260f7fd54fdd84661371abe9ece4b08ea2624146827,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1101.wav,0,7.128,-5.662309169769287,6.495682716369629,rms_matched,False
1101,461059307d756b80d08835b893bbee0e93e8cf237db0b4ba90a0b34adfa5ee77c44a3777d5a0c19d7a920260f7fd54fdd84661371abe9ece4b08ea2624146827,hindi_griffinlim_eval_final/real_hindi/hindi_real_1101.wav,1,7.128,0.2380862683057785,-0.2435392439365387,rms_matched,False
1116,e6aef31fac7411f3f1b15c566dede061e3024cde1382d7ca1a860a093ad5b0b9c87aaa13c749ef9982c688d7a8d715c11aee89c2e3d541b9ba3dc73c5ec5cb85,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1116.wav,0,5.22,-3.3572988510131836,4.077484607696533,rms_matched,False
1116,e6aef31fac7411f3f1b15c566dede061e3024cde1382d7ca1a860a093ad5b0b9c87aaa13c749ef9982c688d7a8d715c11aee89c2e3d541b9ba3dc73c5ec5cb85,hindi_griffinlim_eval_final/real_hindi/hindi_real_1116.wav,1,5.22,4.537067413330078,-5.772522926330566,rms_matched,False
1124,230d27ac6435d55a47ccc110561f23b342676f24aac1bed0eec64dd0deefc5d13f306e9df3216cfa91eb7972029e60e59586109fba46ac6dcf631a9e04b60644,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_1124.wav,0,7.128,-3.854083776473999,4.764749050140381,rms_matched,False
1124,230d27ac6435d55a47ccc110561f23b342676f24aac1bed0eec64dd0deefc5d13f306e9df3216cfa91eb7972029e60e59586109fba46ac6dcf631a9e04b60644,hindi_griffinlim_eval_final/real_hindi/hindi_real_1124.wav,1,7.128,2.7856860160827637,-3.4903228282928467,rms_matched,False
113,3aef16007bd29046bf29aa965433206ce23419410af7d4bc3d292635ddc31b83ce37bccb79f9f0fb3d857b77a1bba903b1dfbadc1d390b9c5b687a475c9f29a6,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0113.wav,0,5.94,-0.8121730089187622,1.3463122844696045,rms_matched,False
113,3aef16007bd29046bf29aa965433206ce23419410af7d4bc3d292635ddc31b83ce37bccb79f9f0fb3d857b77a1bba903b1dfbadc1d390b9c5b687a475c9f29a6,hindi_griffinlim_eval_final/real_hindi/hindi_real_0113.wav,1,5.94,3.6610636711120605,-4.689430236816406,rms_matched,False
125,35b57937a48c8fa81eaa6a6af0b8228f449a80b7228b9d97f8ba3a9963ecfdc2bd5c60372b83e4f7ca0133fbb9c4dfdbcb554dbf34c2a262de380f4d396f042a,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0125.wav,0,4.788,-0.431179940700531,0.9529771208763123,rms_matched,False
125,35b57937a48c8fa81eaa6a6af0b8228f449a80b7228b9d97f8ba3a9963ecfdc2bd5c60372b83e4f7ca0133fbb9c4dfdbcb554dbf34c2a262de380f4d396f042a,hindi_griffinlim_eval_final/real_hindi/hindi_real_0125.wav,1,4.788,-0.5944842100143433,1.1170368194580078,rms_matched,False
142,389842e0cd33cfb9876ef3d2f0e50eb0d9842d3a72efb647244e2cab4f456609c2fe3c3584b5307808cc70d8a9f6cbc18617ef2eadf45ed518b03c0dee8dfd87,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0142.wav,0,5.784,0.6984066367149353,-1.049138069152832,peak_normalized,True
142,389842e0cd33cfb9876ef3d2f0e50eb0d9842d3a72efb647244e2cab4f456609c2fe3c3584b5307808cc70d8a9f6cbc18617ef2eadf45ed518b03c0dee8dfd87,hindi_griffinlim_eval_final/real_hindi/hindi_real_0142.wav,1,5.784,1.1023203134536743,-1.5471137762069702,peak_normalized,True
146,51ac71db84d066b7c2fe1dd940f0e75602010e8a2c0a23df2b47108a43c6df09aea35278f729be243a1d02576df693c13705cc367b391889be00e5a572b08fb5,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0146.wav,0,7.452,1.0747778415679932,-1.566821575164795,rms_matched,False
146,51ac71db84d066b7c2fe1dd940f0e75602010e8a2c0a23df2b47108a43c6df09aea35278f729be243a1d02576df693c13705cc367b391889be00e5a572b08fb5,hindi_griffinlim_eval_final/real_hindi/hindi_real_0146.wav,1,7.452,-3.6826744079589844,4.597573280334473,rms_matched,False
156,55facf37cfec7564d08860906bdb688d9e2c45d7ac50a054dcc66778b3b1a10a9489051097f6fe9232742597187752dc71f4f0432aa771771721c259ff4324c7,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0156.wav,0,5.94,-2.8289735317230225,3.6778645515441895,rms_matched,False
156,55facf37cfec7564d08860906bdb688d9e2c45d7ac50a054dcc66778b3b1a10a9489051097f6fe9232742597187752dc71f4f0432aa771771721c259ff4324c7,hindi_griffinlim_eval_final/real_hindi/hindi_real_0156.wav,1,5.94,-0.15071986615657806,0.21179044246673584,rms_matched,False
166,3d60da54a5e96710c627c37362c5f17d026c725b99466b5596f08c6584beafa8dd546aff3ef61dd1cfda5150cdd82d08970d8ad36a49e933571b903361a6cbdd,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0166.wav,0,6.12,3.3214166164398193,-4.11302375793457,rms_matched,False
166,3d60da54a5e96710c627c37362c5f17d026c725b99466b5596f08c6584beafa8dd546aff3ef61dd1cfda5150cdd82d08970d8ad36a49e933571b903361a6cbdd,hindi_griffinlim_eval_final/real_hindi/hindi_real_0166.wav,1,6.12,4.572021484375,-5.779604911804199,rms_matched,False
188,0db277015ed4c7602383504e75bcfead10db6e33b12e442a983cb259a17baf2c98daf32f18e2c1917269103a2ef1776d88cab0357c43c487473d8fa511dde7e8,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0188.wav,0,4.5,-3.0104823112487793,3.8877017498016357,rms_matched,False
188,0db277015ed4c7602383504e75bcfead10db6e33b12e442a983cb259a17baf2c98daf32f18e2c1917269103a2ef1776d88cab0357c43c487473d8fa511dde7e8,hindi_griffinlim_eval_final/real_hindi/hindi_real_0188.wav,1,4.5,3.739225387573242,-4.8368330001831055,rms_matched,False
190,b3384290eb1959d422480362d83e5209c28470116f7c5b10b0306ace4c6c34fec56325a07bec155e841663e775d0573922c4e90dd59bad4795f5d75530c6732e,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0190.wav,0,7.236,-0.6383262872695923,0.9215377569198608,rms_matched,False
190,b3384290eb1959d422480362d83e5209c28470116f7c5b10b0306ace4c6c34fec56325a07bec155e841663e775d0573922c4e90dd59bad4795f5d75530c6732e,hindi_griffinlim_eval_final/real_hindi/hindi_real_0190.wav,1,7.236,3.7836110591888428,-4.7658514976501465,rms_matched,False
192,9564825a0829d21edd512e0523b3dccf946f9cd0f8b90c2589961c1867f2100b337df3df56dcee0dbdc7b4f23de4dc7d2af884dea2f7a3f6a3f3dc081879acfa,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0192.wav,0,4.068,5.681936264038086,-7.303760528564453,rms_matched,False
192,9564825a0829d21edd512e0523b3dccf946f9cd0f8b90c2589961c1867f2100b337df3df56dcee0dbdc7b4f23de4dc7d2af884dea2f7a3f6a3f3dc081879acfa,hindi_griffinlim_eval_final/real_hindi/hindi_real_0192.wav,1,4.068,5.907792091369629,-7.688359260559082,rms_matched,False
201,3dbb15be45bbb6a44cee0c715a4fd06c4e5267061420217c4a4279a8f47365fa3c7243c274d08ddaa39a11d39b1c281760c59e358f1a4b14914923605831a3b8,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0201.wav,0,3.492,5.244156360626221,-6.719438076019287,rms_matched,False
201,3dbb15be45bbb6a44cee0c715a4fd06c4e5267061420217c4a4279a8f47365fa3c7243c274d08ddaa39a11d39b1c281760c59e358f1a4b14914923605831a3b8,hindi_griffinlim_eval_final/real_hindi/hindi_real_0201.wav,1,3.492,5.859321594238281,-7.469964027404785,rms_matched,False
207,ff8d1bfdc7d8be2fd275f506691f3ba70d9d60666488ab551bcbb76c3fe93c7cfaa703f465f40b60131807d73913eb37830221336b6803114df015fb7caed36e,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0207.wav,0,2.556,-0.941239595413208,1.5425715446472168,rms_matched,False
207,ff8d1bfdc7d8be2fd275f506691f3ba70d9d60666488ab551bcbb76c3fe93c7cfaa703f465f40b60131807d73913eb37830221336b6803114df015fb7caed36e,hindi_griffinlim_eval_final/real_hindi/hindi_real_0207.wav,1,2.556,3.2081527709960938,-4.33818244934082,rms_matched,False
230,0d2120fd5389d89f197e877a642aeb305bd4d8a9820d642a3ca7e83fe64ca61a0a8b15a37958f3629aa855408d3eabc56d2521ff9a06db24bd0c95320f66efab,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0230.wav,0,3.6,0.9984183311462402,-2.029836654663086,rms_matched,False
230,0d2120fd5389d89f197e877a642aeb305bd4d8a9820d642a3ca7e83fe64ca61a0a8b15a37958f3629aa855408d3eabc56d2521ff9a06db24bd0c95320f66efab,hindi_griffinlim_eval_final/real_hindi/hindi_real_0230.wav,1,3.6,5.578005313873291,-7.1108717918396,rms_matched,False
248,36062260d676bde6039ce120c376465b2bd64e0699bac4f5ccf693568a39376a0cbc895a1c3ad2b74de0236420dc51f0dc3bc8d7f1fcac394756286a2c426056,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0248.wav,0,7.632,1.8848716020584106,-2.4394383430480957,peak_normalized,True
248,36062260d676bde6039ce120c376465b2bd64e0699bac4f5ccf693568a39376a0cbc895a1c3ad2b74de0236420dc51f0dc3bc8d7f1fcac394756286a2c426056,hindi_griffinlim_eval_final/real_hindi/hindi_real_0248.wav,1,7.632,3.3295681476593018,-4.121273040771484,peak_normalized,True
265,d5417347b8d450c2aefa6ac74539b48c943a0d94b866457184e18c67074d8c2eb785e7191abf9c2199ef4db0873ef3ca503bfeaee470f6ab2506b8c2120a6669,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0265.wav,0,6.048,-3.3709075450897217,4.132222652435303,rms_matched,False
265,d5417347b8d450c2aefa6ac74539b48c943a0d94b866457184e18c67074d8c2eb785e7191abf9c2199ef4db0873ef3ca503bfeaee470f6ab2506b8c2120a6669,hindi_griffinlim_eval_final/real_hindi/hindi_real_0265.wav,1,6.048,-4.662839889526367,5.352804660797119,rms_matched,False
266,f4be1316ad0e2da63cc723ae7822391bf5e9bebab20d134595b5dfaa0fcfc42a3907fb02b5ee992a496c84610d4d015a0b2f1e8240dc27a431cd55d69b1ab7e3,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0266.wav,0,4.356,6.002010822296143,-7.799246788024902,rms_matched,False
266,f4be1316ad0e2da63cc723ae7822391bf5e9bebab20d134595b5dfaa0fcfc42a3907fb02b5ee992a496c84610d4d015a0b2f1e8240dc27a431cd55d69b1ab7e3,hindi_griffinlim_eval_final/real_hindi/hindi_real_0266.wav,1,4.356,-0.16674339771270752,0.08672276139259338,rms_matched,False
272,ec78af2b863dab21a727f2ae9acf3ca8000403bcaaa82e800686048efeb2dcd359c7afd61fc63ea272d52e127546ccc8650a9df372bdb8f30a4df59e828cc263,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0272.wav,0,4.536,2.4655838012695312,-2.9093775749206543,rms_matched,False
272,ec78af2b863dab21a727f2ae9acf3ca8000403bcaaa82e800686048efeb2dcd359c7afd61fc63ea272d52e127546ccc8650a9df372bdb8f30a4df59e828cc263,hindi_griffinlim_eval_final/real_hindi/hindi_real_0272.wav,1,4.536,-0.6176069974899292,0.8668994903564453,rms_matched,False
275,c7a77aac9398049c593a06e3bde552061eb033612d2266a548202cc8790a06dd5c5c4fb002e8013ef38f94abed95b3bea0e56c4cb6aa8deecf7c63373764826d,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0275.wav,0,5.652,-0.4855928421020508,0.9706135392189026,rms_matched,False
275,c7a77aac9398049c593a06e3bde552061eb033612d2266a548202cc8790a06dd5c5c4fb002e8013ef38f94abed95b3bea0e56c4cb6aa8deecf7c63373764826d,hindi_griffinlim_eval_final/real_hindi/hindi_real_0275.wav,1,5.652,-0.48719853162765503,0.7062879204750061,rms_matched,False
319,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0319.wav,0,3.816,-1.7726064920425415,2.5358805656433105,rms_matched,False
319,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,hindi_griffinlim_eval_final/real_hindi/hindi_real_0319.wav,1,3.816,5.977558135986328,-7.691102981567383,rms_matched,False
33,daa76944376a4ffb1588dd2a305c507bc1b8e14eafbbb1784aba0d0e901a3ceccaa5f1d84909bc13f2ff0ab6c7facb2ac2e487daed3470c7fe44022f33cd2a26,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0033.wav,0,3.348,5.505373001098633,-7.050452709197998,rms_matched,False
33,daa76944376a4ffb1588dd2a305c507bc1b8e14eafbbb1784aba0d0e901a3ceccaa5f1d84909bc13f2ff0ab6c7facb2ac2e487daed3470c7fe44022f33cd2a26,hindi_griffinlim_eval_final/real_hindi/hindi_real_0033.wav,1,3.348,5.613951206207275,-7.25979471206665,rms_matched,False
330,9daf98d1ee349378718aead0f9edd13b1352e0fe0e72a2d71aa458a79d9f474c8680549bf1d62115d59c13d52d97364c5672adb795ac73db59b709c92cb7870e,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0330.wav,0,4.176,-2.5373873710632324,3.3496766090393066,rms_matched,False
330,9daf98d1ee349378718aead0f9edd13b1352e0fe0e72a2d71aa458a79d9f474c8680549bf1d62115d59c13d52d97364c5672adb795ac73db59b709c92cb7870e,hindi_griffinlim_eval_final/real_hindi/hindi_real_0330.wav,1,4.176,-2.797077178955078,3.475282669067383,rms_matched,False
351,f4be1316ad0e2da63cc723ae7822391bf5e9bebab20d134595b5dfaa0fcfc42a3907fb02b5ee992a496c84610d4d015a0b2f1e8240dc27a431cd55d69b1ab7e3,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0351.wav,0,7.02,-0.275851845741272,0.5450296401977539,rms_matched,False
351,f4be1316ad0e2da63cc723ae7822391bf5e9bebab20d134595b5dfaa0fcfc42a3907fb02b5ee992a496c84610d4d015a0b2f1e8240dc27a431cd55d69b1ab7e3,hindi_griffinlim_eval_final/real_hindi/hindi_real_0351.wav,1,7.02,0.6073576211929321,-0.92402184009552,rms_matched,False
361,b4dcba6c853f94a6e9abf98d501e79af3eec51ee1635fb1529bb4103e9fa495c7c937b7c4e4219bf3d414b549d2476904d15ff5feeb26b478b01bdc367f61bb2,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0361.wav,0,3.852,0.41972464323043823,-0.5209890604019165,rms_matched,False
361,b4dcba6c853f94a6e9abf98d501e79af3eec51ee1635fb1529bb4103e9fa495c7c937b7c4e4219bf3d414b549d2476904d15ff5feeb26b478b01bdc367f61bb2,hindi_griffinlim_eval_final/real_hindi/hindi_real_0361.wav,1,3.852,5.865819931030273,-7.626466751098633,rms_matched,False
366,ae1ae84ba2341eb4c7c3fa47026ddc0b784387b58fa28c0a69f32c966e590141de3da70921c65c3477fb49575fab03213843d087f177422adb685978ca5c4b13,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0366.wav,0,3.996,-2.7063026428222656,3.611015558242798,rms_matched,False
366,ae1ae84ba2341eb4c7c3fa47026ddc0b784387b58fa28c0a69f32c966e590141de3da70921c65c3477fb49575fab03213843d087f177422adb685978ca5c4b13,hindi_griffinlim_eval_final/real_hindi/hindi_real_0366.wav,1,3.996,5.392849922180176,-6.869774341583252,rms_matched,False
369,3f0b866ee8d4499e4c0de09d34862acbb1ea0139f53bf7f1271a8648fb35d9a3a31272a8bc7af870e3b52bf7f4cb51ae512fa07df79663eaeafa30221c0b200b,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0369.wav,0,3.168,-4.291172981262207,5.096909523010254,peak_normalized,True
369,3f0b866ee8d4499e4c0de09d34862acbb1ea0139f53bf7f1271a8648fb35d9a3a31272a8bc7af870e3b52bf7f4cb51ae512fa07df79663eaeafa30221c0b200b,hindi_griffinlim_eval_final/real_hindi/hindi_real_0369.wav,1,3.168,-2.403369903564453,2.919450521469116,peak_normalized,True
373,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0373.wav,0,3.816,-0.5706152319908142,0.7360603213310242,rms_matched,False
373,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,hindi_griffinlim_eval_final/real_hindi/hindi_real_0373.wav,1,3.816,5.98522424697876,-7.784111499786377,rms_matched,False
386,13b72f7b7cca925bd373d5f2eab80cc1ea66148b333a85d6ca12be7e926fa2faf00dd733d0c670651eca79a91b3efeaf6918600638811c1c946b261c671a525e,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0386.wav,0,4.356,1.7244991064071655,-2.4868011474609375,rms_matched,False
386,13b72f7b7cca925bd373d5f2eab80cc1ea66148b333a85d6ca12be7e926fa2faf00dd733d0c670651eca79a91b3efeaf6918600638811c1c946b261c671a525e,hindi_griffinlim_eval_final/real_hindi/hindi_real_0386.wav,1,4.356,2.8056068420410156,-3.676131010055542,rms_matched,False
40,424c16a8450e8b742c1380d9d38d919d880a36379e8c7e09126a2a8411022bc42cbae339c1d8dfd42695fb073ca783ed5e86b8a2531d11c4491259ab1378e445,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0040.wav,0,5.976,6.974804401397705,-9.019097328186035,rms_matched,False
40,424c16a8450e8b742c1380d9d38d919d880a36379e8c7e09126a2a8411022bc42cbae339c1d8dfd42695fb073ca783ed5e86b8a2531d11c4491259ab1378e445,hindi_griffinlim_eval_final/real_hindi/hindi_real_0040.wav,1,5.976,3.352057933807373,-4.223973274230957,rms_matched,False
401,7b90778674a3659c892533d96bb0aa534879da17cd2f9cb1ae73fc3cc114dda10eba8bb6cfeddbafde910b396a60b95e64b4134430071bf2dd23b8d6a9c32785,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0401.wav,0,7.092,6.332725524902344,-8.256475448608398,rms_matched,False
