pair_id,analysis_cluster,path,label,duration_s,bonafide_logit,spoof_logit
1050,d1c5f949b950acff73774df763348084cac3b5e4d3593069e091c5962357ac3ee43613ca3ae0bd45d12357dc37c535b5f1016945d71f74f1f3dfa8f8e0995338,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1050.wav,0,2.688,-0.652477502822876,1.0719821453094482
1050,d1c5f949b950acff73774df763348084cac3b5e4d3593069e091c5962357ac3ee43613ca3ae0bd45d12357dc37c535b5f1016945d71f74f1f3dfa8f8e0995338,english_griffinlim_eval_final/real_english/english_real_1050.wav,1,2.688,2.054438591003418,-3.197010040283203
1053,e543cc12c580c37bb3b8b3f7904755db09992fc3d80a6166c231ad1dd6ac939bd8dc0a9e857b6d160cd42ebc5f8e9c9cd086e289027f1efa0ed914e44537b513,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1053.wav,0,4.824,0.5787286162376404,-1.0539993047714233
1053,e543cc12c580c37bb3b8b3f7904755db09992fc3d80a6166c231ad1dd6ac939bd8dc0a9e857b6d160cd42ebc5f8e9c9cd086e289027f1efa0ed914e44537b513,english_griffinlim_eval_final/real_english/english_real_1053.wav,1,4.824,4.4143781661987305,-5.601367950439453
1056,ec89bf72638f6265060c86f7407b002bb309d6f741e3a5fd806c873e17b7fe6fc8709aa83aa29f2fd8fb85c32e4362da17de510e68100b9ab69112a7a4b98a8b,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1056.wav,0,3.624,4.180591583251953,-5.462654113769531
1056,ec89bf72638f6265060c86f7407b002bb309d6f741e3a5fd806c873e17b7fe6fc8709aa83aa29f2fd8fb85c32e4362da17de510e68100b9ab69112a7a4b98a8b,english_griffinlim_eval_final/real_english/english_real_1056.wav,1,3.624,6.0684638023376465,-7.784671783447266
1061,82f6efc51109b0bf49ddffc1c25f741e829f97693190472af40ef149afc34810117bcf347aa5dc553239a149ca670eb50780f5aa54c5744c7406ea577fb9de23,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1061.wav,0,3.84,-3.4091060161590576,4.201083660125732
1061,82f6efc51109b0bf49ddffc1c25f741e829f97693190472af40ef149afc34810117bcf347aa5dc553239a149ca670eb50780f5aa54c5744c7406ea577fb9de23,english_griffinlim_eval_final/real_english/english_real_1061.wav,1,3.84,3.4398744106292725,-4.364276885986328
1063,409cd65d420a277b83b2021d2f9ed4086713d62a714661a851f13367f9ce3171b940f57dd4216f6c7e6f877ca02bb8d104475499592153735f1c91bd88960a56,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1063.wav,0,4.056,-2.8117761611938477,3.729543685913086
1063,409cd65d420a277b83b2021d2f9ed4086713d62a714661a851f13367f9ce3171b940f57dd4216f6c7e6f877ca02bb8d104475499592153735f1c91bd88960a56,english_griffinlim_eval_final/real_english/english_real_1063.wav,1,4.056,-0.2158828228712082,0.3423767387866974
1075,36922c402abcb8a960e15a726c1eb0bc363d122ae506ce244e70ed2856d94436d80da7151a14c5bdf25b8b780e67ebe3d286677fde1a458b1348677b58ada1ec,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1075.wav,0,3.348,-1.982031226158142,2.795205593109131
1075,36922c402abcb8a960e15a726c1eb0bc363d122ae506ce244e70ed2856d94436d80da7151a14c5bdf25b8b780e67ebe3d286677fde1a458b1348677b58ada1ec,english_griffinlim_eval_final/real_english/english_real_1075.wav,1,3.348,1.4699337482452393,-2.2222402095794678
108,7bf8e335b222c8f3eceaee7f9a0e4ada4d4de7d2fa39b6503a2fddb8334e437ba9cd1c7ad266a08048d0a324e2e1147e57b7befa84d4abdaa17a7209b9854567,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0108.wav,0,5.424,-4.101478576660156,4.885188102722168
108,7bf8e335b222c8f3eceaee7f9a0e4ada4d4de7d2fa39b6503a2fddb8334e437ba9cd1c7ad266a08048d0a324e2e1147e57b7befa84d4abdaa17a7209b9854567,english_griffinlim_eval_final/real_english/english_real_0108.wav,1,5.424,3.045597553253174,-3.973149299621582
1090,7901622282b4a34e1b1367e79c8435281595ba66942f5bcd6a63be9d03f1853b9a78cfe7751b28d704b0b71ef0622d4f2286b307c4c4232841726caa7d102f03,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1090.wav,0,6.876,4.3242692947387695,-5.62464714050293
1090,7901622282b4a34e1b1367e79c8435281595ba66942f5bcd6a63be9d03f1853b9a78cfe7751b28d704b0b71ef0622d4f2286b307c4c4232841726caa7d102f03,english_griffinlim_eval_final/real_english/english_real_1090.wav,1,6.876,5.749486923217773,-7.2248854637146
1097,341ce7bb8bca97ea26dbb3fe4bb111a51e5b2173cf305527dbc4155064cf046baab8c77c7fd1dc924893b6282332542e289382f4fc1ba0094799ec30c4d2401c,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1097.wav,0,3.936,-1.1242538690567017,1.6510167121887207
1097,341ce7bb8bca97ea26dbb3fe4bb111a51e5b2173cf305527dbc4155064cf046baab8c77c7fd1dc924893b6282332542e289382f4fc1ba0094799ec30c4d2401c,english_griffinlim_eval_final/real_english/english_real_1097.wav,1,3.936,0.5597338676452637,-0.773334264755249
1101,3d500be5f0ac82734ed233877afd75e82a0bbc6ff6317dda86bf1200c1a21c26f1d0923dd27d8a1d0b5a015ab3df12e5e7091a959b21c2da852854f0365fbe5e,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1101.wav,0,7.92,-1.7412840127944946,2.183896064758301
1101,3d500be5f0ac82734ed233877afd75e82a0bbc6ff6317dda86bf1200c1a21c26f1d0923dd27d8a1d0b5a015ab3df12e5e7091a959b21c2da852854f0365fbe5e,english_griffinlim_eval_final/real_english/english_real_1101.wav,1,7.92,-0.5487060546875,0.8712465167045593
1116,57d9be2eeda5fbaad0290c45f4e95813da95e09633d5fd84df35a758151788abec644a351cdf610c7b792561d1db0ac6f122dbc94404646941967bd6f0befd44,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1116.wav,0,5.4,-1.9800690412521362,2.8658969402313232
1116,57d9be2eeda5fbaad0290c45f4e95813da95e09633d5fd84df35a758151788abec644a351cdf610c7b792561d1db0ac6f122dbc94404646941967bd6f0befd44,english_griffinlim_eval_final/real_english/english_real_1116.wav,1,5.4,1.0922802686691284,-1.6940574645996094
1124,04a248bc0cc9b8d91ed448e89914226cdc02d79ad7d6e16b1f465a314c309237bd129173d14caf301a038141a7e3e1be76c61c098ad7ed2d91a3cdaf3dd4b7a7,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_1124.wav,0,3.504,2.949720859527588,-3.936281442642212
1124,04a248bc0cc9b8d91ed448e89914226cdc02d79ad7d6e16b1f465a314c309237bd129173d14caf301a038141a7e3e1be76c61c098ad7ed2d91a3cdaf3dd4b7a7,english_griffinlim_eval_final/real_english/english_real_1124.wav,1,3.504,5.456528663635254,-7.0890679359436035
113,9c08dc6149dbb8f8308a5c383d34ab4637ed7fe1a9609e59d193cedb16c652716b6615184dfc6897be7e21f904ce1f1a9b58db97f543075f88c128f2c24da8b2,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0113.wav,0,6.48,-5.891564846038818,6.829560279846191
113,9c08dc6149dbb8f8308a5c383d34ab4637ed7fe1a9609e59d193cedb16c652716b6615184dfc6897be7e21f904ce1f1a9b58db97f543075f88c128f2c24da8b2,english_griffinlim_eval_final/real_english/english_real_0113.wav,1,6.48,-0.5503190159797668,0.6314622759819031
125,a6dfe0e31661197a82a0558dd1eeb2ce3f898d4cbfc740cf28766768e8fe5901cb2fbdcfa2b6a980993832d144a8a1865bc69af3ddafe929f660c90b23d94fb8,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0125.wav,0,3.744,1.524736762046814,-2.357473373413086
125,a6dfe0e31661197a82a0558dd1eeb2ce3f898d4cbfc740cf28766768e8fe5901cb2fbdcfa2b6a980993832d144a8a1865bc69af3ddafe929f660c90b23d94fb8,english_griffinlim_eval_final/real_english/english_real_0125.wav,1,3.744,6.226702690124512,-8.15237045288086
142,c42a23f67177dda1636890108c1e4bdb0a076c2e6a863ba282eff5f7753b76902fb745b9e6b9ce2ffd2f7fe5c150228e15ba0bf7a36c23a5000470a494878d53,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0142.wav,0,5.016,-1.6435540914535522,2.288388729095459
142,c42a23f67177dda1636890108c1e4bdb0a076c2e6a863ba282eff5f7753b76902fb745b9e6b9ce2ffd2f7fe5c150228e15ba0bf7a36c23a5000470a494878d53,english_griffinlim_eval_final/real_english/english_real_0142.wav,1,5.016,5.757000923156738,-7.375387668609619
146,f53fbd579558bad737c60acebb98f882914859e93b5dca543a0e42fec1b50d133581e268f275656ab05ef0b606c0552fe22920a2c67ff22e44a3b162ef51f63e,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0146.wav,0,5.076,-5.54449462890625,6.397736072540283
146,f53fbd579558bad737c60acebb98f882914859e93b5dca543a0e42fec1b50d133581e268f275656ab05ef0b606c0552fe22920a2c67ff22e44a3b162ef51f63e,english_griffinlim_eval_final/real_english/english_real_0146.wav,1,5.076,4.396320343017578,-5.468717575073242
156,b15d4bf1cec79fab48b4b54ed50287b51593be2f5eece61b2e8384a25677e1c5a981559fa92dfc6b32f78906e4bc661ab51acf779451c06bd827987f0a2a6646,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0156.wav,0,3.84,-2.822793483734131,3.7210211753845215
156,b15d4bf1cec79fab48b4b54ed50287b51593be2f5eece61b2e8384a25677e1c5a981559fa92dfc6b32f78906e4bc661ab51acf779451c06bd827987f0a2a6646,english_griffinlim_eval_final/real_english/english_real_0156.wav,1,3.84,-2.6130552291870117,3.613349199295044
166,df63f060fc8bc48ff5170190067300d14da1bcdf1088857191d40e924ec66568597c0b4093ac6b361ac07e7f88cb87a5768cdf077ffb613336bb413a78379282,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0166.wav,0,3.552,-0.6024424433708191,0.6679197549819946
166,df63f060fc8bc48ff5170190067300d14da1bcdf1088857191d40e924ec66568597c0b4093ac6b361ac07e7f88cb87a5768cdf077ffb613336bb413a78379282,english_griffinlim_eval_final/real_english/english_real_0166.wav,1,3.552,2.8647313117980957,-3.6900453567504883
188,deb84f2071c433e699d881d69ca709979161da7ea1de4cab0046ce737b31d9fca1e9d7b5b765082ae872201fbff90905e718bacf89af718feeafbcb3f2f97f99,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0188.wav,0,4.968,-6.039366722106934,7.018312931060791
188,deb84f2071c433e699d881d69ca709979161da7ea1de4cab0046ce737b31d9fca1e9d7b5b765082ae872201fbff90905e718bacf89af718feeafbcb3f2f97f99,english_griffinlim_eval_final/real_english/english_real_0188.wav,1,4.968,-5.390268325805664,6.140758514404297
190,33450eb388de60fa6a9907092ae242b8df433c71557ab6b6908373c3300bd9c11890a52fa8f4ecac0a91ecb4c49edc7acb6e1287396a1f28f5b8f1fc1c66107c,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0190.wav,0,5.736,5.236016273498535,-6.742127895355225
190,33450eb388de60fa6a9907092ae242b8df433c71557ab6b6908373c3300bd9c11890a52fa8f4ecac0a91ecb4c49edc7acb6e1287396a1f28f5b8f1fc1c66107c,english_griffinlim_eval_final/real_english/english_real_0190.wav,1,5.736,5.600486755371094,-7.193391799926758
192,97b5754c2b7322d08cc69d621f60a6be00d50a86ef476e6a240529cb2dc06025626beddbcafff75d80ec8871a4b8cae6dd253dfa7009ee443b82423108973e01,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0192.wav,0,2.784,6.131879806518555,-7.985933303833008
192,97b5754c2b7322d08cc69d621f60a6be00d50a86ef476e6a240529cb2dc06025626beddbcafff75d80ec8871a4b8cae6dd253dfa7009ee443b82423108973e01,english_griffinlim_eval_final/real_english/english_real_0192.wav,1,2.784,3.9355556964874268,-5.076831817626953
201,575dd0ea9fe293b4ce19f4526086fcaec5b306d9e3fde20eb37962b673c764936e80c3b0bbb55017e9d5043c80aa2ce6e53d909637133c7a3d9fb1ece1061a4f,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0201.wav,0,2.856,-5.566695213317871,6.368054389953613
201,575dd0ea9fe293b4ce19f4526086fcaec5b306d9e3fde20eb37962b673c764936e80c3b0bbb55017e9d5043c80aa2ce6e53d909637133c7a3d9fb1ece1061a4f,english_griffinlim_eval_final/real_english/english_real_0201.wav,1,2.856,1.9202711582183838,-2.615349292755127
207,551d5ea36eb46269c7a7710255ff0cab38e68cd8360ad3d7b3c566e71573c778819d6d1161422130875f138f6caf9bf7e29c972fbf0bf5352ab63029a7dce8f7,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0207.wav,0,3.144,-5.679182052612305,6.473130226135254
207,551d5ea36eb46269c7a7710255ff0cab38e68cd8360ad3d7b3c566e71573c778819d6d1161422130875f138f6caf9bf7e29c972fbf0bf5352ab63029a7dce8f7,english_griffinlim_eval_final/real_english/english_real_0207.wav,1,3.144,1.3291603326797485,-1.9062868356704712
230,94796df469d4a3dc6594d9d759a97275d001a4aabd862b04e5bb10bb6d1991c349084f6e5120e28213bab509cfc1a892321b96ac5d0a50d5496385a32abcd94d,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0230.wav,0,6.048,-5.6708173751831055,6.495044231414795
230,94796df469d4a3dc6594d9d759a97275d001a4aabd862b04e5bb10bb6d1991c349084f6e5120e28213bab509cfc1a892321b96ac5d0a50d5496385a32abcd94d,english_griffinlim_eval_final/real_english/english_real_0230.wav,1,6.048,3.5835304260253906,-4.430896759033203
248,f39de6abfa4322db64ef4558412eb948a07d1209d7da08ce2a087b143c2976e42727d750025f9705c1dcc43044ddaf807245dee934c56958755c85e18330ee76,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0248.wav,0,2.952,-5.790012836456299,6.651906967163086
248,f39de6abfa4322db64ef4558412eb948a07d1209d7da08ce2a087b143c2976e42727d750025f9705c1dcc43044ddaf807245dee934c56958755c85e18330ee76,english_griffinlim_eval_final/real_english/english_real_0248.wav,1,2.952,0.04489493742585182,-0.153738334774971
265,132b6782676f870d070f361565dd2fbdfd514c4b6f4b6f60e2e16faba81c7ba89a087c098f0b489e2fc362f23423babf2db83e5078984ab4c170951c2451a8b4,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0265.wav,0,3.408,-3.9064111709594727,4.8466691970825195
265,132b6782676f870d070f361565dd2fbdfd514c4b6f4b6f60e2e16faba81c7ba89a087c098f0b489e2fc362f23423babf2db83e5078984ab4c170951c2451a8b4,english_griffinlim_eval_final/real_english/english_real_0265.wav,1,3.408,6.157121658325195,-8.01954174041748
266,76d8709ad91b316a2e6387adf373ac7ca0b0bacca24ae7b34861b5ed351b20be1626ae72574dea01859dc2cadcdaa90477fad45d97b0f4a88c85e53d8b13fd1f,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0266.wav,0,4.5,-0.6033304929733276,0.9676063060760498
266,76d8709ad91b316a2e6387adf373ac7ca0b0bacca24ae7b34861b5ed351b20be1626ae72574dea01859dc2cadcdaa90477fad45d97b0f4a88c85e53d8b13fd1f,english_griffinlim_eval_final/real_english/english_real_0266.wav,1,4.5,5.9445695877075195,-7.732367992401123
272,d7c73ae2de660adfdeb61aeb21afd7ac68d69e3651943b502c64697c81d8e01afb2c00e6b295f7015041007dac086776ab9778627a6fa3339e2b8e40c12cc8e6,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0272.wav,0,3.864,-3.9178295135498047,4.798352241516113
272,d7c73ae2de660adfdeb61aeb21afd7ac68d69e3651943b502c64697c81d8e01afb2c00e6b295f7015041007dac086776ab9778627a6fa3339e2b8e40c12cc8e6,english_griffinlim_eval_final/real_english/english_real_0272.wav,1,3.864,3.926015853881836,-4.897509574890137
275,b8f422899ba904a601872eafb38e3a69597acd37b8e25a576e063e372b7e2dfc85ca8975f1c77ad2f133e719ef3b1bf119f71eab8d1bb7422dbf27052d871b4d,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0275.wav,0,5.064,-5.709017753601074,6.5207624435424805
275,b8f422899ba904a601872eafb38e3a69597acd37b8e25a576e063e372b7e2dfc85ca8975f1c77ad2f133e719ef3b1bf119f71eab8d1bb7422dbf27052d871b4d,english_griffinlim_eval_final/real_english/english_real_0275.wav,1,5.064,3.9889838695526123,-4.991532325744629
319,e6dbbe39377aa0fe2851852b2c695c9c31094c80c9ccd244bac8dfdc8a523b2a114362d4c717bd9d628499fe1d3c11971221be5ec4dadce15c9ff8c5254ae368,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0319.wav,0,6.864,-5.892115592956543,6.808544635772705
319,e6dbbe39377aa0fe2851852b2c695c9c31094c80c9ccd244bac8dfdc8a523b2a114362d4c717bd9d628499fe1d3c11971221be5ec4dadce15c9ff8c5254ae368,english_griffinlim_eval_final/real_english/english_real_0319.wav,1,6.864,-0.9467653036117554,1.2162400484085083
33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0033.wav,0,3.552,-0.41185086965560913,0.877342939376831
33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,english_griffinlim_eval_final/real_english/english_real_0033.wav,1,3.552,-0.1471104770898819,0.4419783353805542
330,8d420f53a26d9d11408386b68b1abba0684eabcf0244129c55b7556955e32d2139c235fcdcd37b0eaf4b0cc7061a0029d4764fc2c221dcf4a38c2faafffdb540,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0330.wav,0,4.8,-3.1375732421875,4.032594680786133
330,8d420f53a26d9d11408386b68b1abba0684eabcf0244129c55b7556955e32d2139c235fcdcd37b0eaf4b0cc7061a0029d4764fc2c221dcf4a38c2faafffdb540,english_griffinlim_eval_final/real_english/english_real_0330.wav,1,4.8,0.44356924295425415,-0.5708388090133667
351,e5c4f6ca3b3f072f7d83f84015ff8afab5fb91b7d7b1b724a5045642aa5f9aad4c9c92898891633961279f00304de7fba346d83a5aa040d12d91afbbeff396e7,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0351.wav,0,2.736,-6.0266218185424805,7.007282257080078
351,e5c4f6ca3b3f072f7d83f84015ff8afab5fb91b7d7b1b724a5045642aa5f9aad4c9c92898891633961279f00304de7fba346d83a5aa040d12d91afbbeff396e7,english_griffinlim_eval_final/real_english/english_real_0351.wav,1,2.736,-0.711834192276001,0.9303376078605652
361,f4c52a7fa71f422af00b4870bad198752cd8a8b01f906ff580165a2cfa1983a539a838a60ff9e9781df46320441f07ec0a791fcb5356a89c101dc655cef68ea1,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0361.wav,0,2.856,4.301057815551758,-5.349326133728027
361,f4c52a7fa71f422af00b4870bad198752cd8a8b01f906ff580165a2cfa1983a539a838a60ff9e9781df46320441f07ec0a791fcb5356a89c101dc655cef68ea1,english_griffinlim_eval_final/real_english/english_real_0361.wav,1,2.856,-4.2655439376831055,5.143962383270264
366,ce36fee6cbee98a2411ceb6595540808f38836d238bd6df6f3bdf9da1d53c8b967a78f091d0bf69cd356b5919f3ad634893fa53bf1471a8b661bd11f77809624,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0366.wav,0,4.584,-5.197337627410889,5.943611145019531
366,ce36fee6cbee98a2411ceb6595540808f38836d238bd6df6f3bdf9da1d53c8b967a78f091d0bf69cd356b5919f3ad634893fa53bf1471a8b661bd11f77809624,english_griffinlim_eval_final/real_english/english_real_0366.wav,1,4.584,5.404330253601074,-7.016566276550293
369,36b83dc2895ee7ca3860332467eae1004c2b17adbd25614e15f889989fc897b8c9e5760d973eaad41a0e88bf8bf7846b75184b636cc58a1601a2fe7b3034b84c,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0369.wav,0,5.256,-0.5785671472549438,0.8529357314109802
369,36b83dc2895ee7ca3860332467eae1004c2b17adbd25614e15f889989fc897b8c9e5760d973eaad41a0e88bf8bf7846b75184b636cc58a1601a2fe7b3034b84c,english_griffinlim_eval_final/real_english/english_real_0369.wav,1,5.256,1.8446789979934692,-2.7238857746124268
373,5768cbb92b87c5172453df7b0076a5c0c6a6c7aa3551e6a9f1fd721a6c582b6560cd57b1cafc691b08180ee69afbf539710f1a52b30bafe0c98f4d74fc37146b,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0373.wav,0,6.48,-5.3419060707092285,6.133413791656494
373,5768cbb92b87c5172453df7b0076a5c0c6a6c7aa3551e6a9f1fd721a6c582b6560cd57b1cafc691b08180ee69afbf539710f1a52b30bafe0c98f4d74fc37146b,english_griffinlim_eval_final/real_english/english_real_0373.wav,1,6.48,3.678861379623413,-4.727201461791992
386,cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0386.wav,0,3.456,-5.950229644775391,6.891450881958008
386,cea18d12298f2bbae520713a1cfcf05e63b2b9470dcc0adadabc81e69d8d57a0f3c22c06bc4f280d08b9084d3e16b22b3c5d60f7711c9db8dba0d3f53075a34e,english_griffinlim_eval_final/real_english/english_real_0386.wav,1,3.456,4.519999027252197,-5.836544990539551
40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0040.wav,0,3.528,-0.39865416288375854,0.7630274295806885
40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,english_griffinlim_eval_final/real_english/english_real_0040.wav,1,3.528,3.7842040061950684,-4.7825117111206055
401,2171e7f5b831cf25bd8dd5db58678b16340b3d7821f3fa45e0710841830a13f56b0a92796790e5e3cc18b20c522b24336afeaba54685d3535a4ce69013ae1291,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0401.wav,0,5.544,-0.649856448173523,1.079548716545105
401,2171e7f5b831cf25bd8dd5db58678b16340b3d7821f3fa45e0710841830a13f56b0a92796790e5e3cc18b20c522b24336afeaba54685d3535a4ce69013ae1291,english_griffinlim_eval_final/real_english/english_real_0401.wav,1,5.544,-0.3519420623779297,0.5074856281280518
412,59a91e5a9add4b651a12a8922a9aa25f7f78a0654e1dcfb6112d9163608f0535175b1c5ce3bddebdef29392dd94750c1e6b600ec2976aef79f4a755f1f82beb0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0412.wav,0,6.912,-4.258445739746094,5.055936813354492
412,59a91e5a9add4b651a12a8922a9aa25f7f78a0654e1dcfb6112d9163608f0535175b1c5ce3bddebdef29392dd94750c1e6b600ec2976aef79f4a755f1f82beb0,english_griffinlim_eval_final/real_english/english_real_0412.wav,1,6.912,3.674734592437744,-4.6663126945495605
413,6f539d306a5507913a18d0829b4764a73a677fd4cfdb6f41017e52e026b7e1984e3466f23e52fc9fc4f521510255429815c0090953855c329512e1417ec80801,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0413.wav,0,2.232,-0.03072163090109825,0.010472595691680908
413,6f539d306a5507913a18d0829b4764a73a677fd4cfdb6f41017e52e026b7e1984e3466f23e52fc9fc4f521510255429815c0090953855c329512e1417ec80801,english_griffinlim_eval_final/real_english/english_real_0413.wav,1,2.232,1.09528648853302,-1.3770360946655273
415,fab4fe7d76806a557d22302117fc50c25fa30abe22679a5aa6b6940f30b12fd47c2c5b4e21f7cc3699132b8dee7c39ec0f9272530ca6e2d311e96bc7e88d40e8,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0415.wav,0,4.584,-5.668158531188965,6.49709415435791
415,fab4fe7d76806a557d22302117fc50c25fa30abe22679a5aa6b6940f30b12fd47c2c5b4e21f7cc3699132b8dee7c39ec0f9272530ca6e2d311e96bc7e88d40e8,english_griffinlim_eval_final/real_english/english_real_0415.wav,1,4.584,5.164738655090332,-6.453925132751465
427,959c769d9a0863ebd10e46ba1e1e76b06250e53d5c5baab568fa47e09785ac1298a229d104c41a297faa1d3115cf601810b3b11366da8a2af3b2f450aab3f040,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0427.wav,0,4.992,-0.7175915241241455,0.7621989846229553
427,959c769d9a0863ebd10e46ba1e1e76b06250e53d5c5baab568fa47e09785ac1298a229d104c41a297faa1d3115cf601810b3b11366da8a2af3b2f450aab3f040,english_griffinlim_eval_final/real_english/english_real_0427.wav,1,4.992,4.67302942276001,-5.987200736999512
