pair_id,cluster,role,path,duration_s,rms,peak,content_fraction
5,f1b62e5d3473776b945ef79fbad0a46a621fb136b143d7aeb75a7cb854ebe0807524eee04fe8d83b3311152dad97e341e18ed5b8981b3cf322fec4e0700894bb,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0005.wav,4.704,0.11560787833768622,0.8546147346496582,1.0
5,f1b62e5d3473776b945ef79fbad0a46a621fb136b143d7aeb75a7cb854ebe0807524eee04fe8d83b3311152dad97e341e18ed5b8981b3cf322fec4e0700894bb,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0005.wav,4.704,0.11560776240609127,0.981292724609375,1.0
6,c8eabd52eef7e16e14998264ec78831ec7b891135ad93c446e459d4643b02c721b412f4fc828522a478fdbd2d5f4ca9838991a89368c78cb7f0617b3837a00ca,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0006.wav,3.78,0.05707222156475381,0.4045138359069824,0.9362229102167183
6,c8eabd52eef7e16e14998264ec78831ec7b891135ad93c446e459d4643b02c721b412f4fc828522a478fdbd2d5f4ca9838991a89368c78cb7f0617b3837a00ca,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0006.wav,3.78,0.0570722276319422,0.3126177191734314,0.9362229102167183
7,64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0007.wav,3.144,0.05954309034918069,0.38971251249313354,0.7786996904024769
7,64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0007.wav,3.144,0.05954308890620712,0.29208070039749146,0.7786996904024769
8,f552d4cedc22293c27ab4a86fc3985ecf1bd8fe9e6664f6a835675acf4173fa94bfa392ddccd06a177ae2bf6e412212f42973dec10c26a7cfa02c48ddd7c7978,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0008.wav,4.176,0.10761100890289117,0.8218660950660706,1.0
8,f552d4cedc22293c27ab4a86fc3985ecf1bd8fe9e6664f6a835675acf4173fa94bfa392ddccd06a177ae2bf6e412212f42973dec10c26a7cfa02c48ddd7c7978,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0008.wav,4.176,0.1076110046932937,0.8856586217880249,1.0
9,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0009.wav,4.716,0.06890575315310134,0.7983274459838867,1.0
9,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0009.wav,4.716,0.06890575332015898,0.6078752279281616,1.0
10,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0010.wav,6.66,0.13163212785513262,0.7841112017631531,1.0
10,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0010.wav,6.66,0.13163212760046322,0.9771559238433838,1.0
11,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0011.wav,3.624,0.05204595286325431,0.3813213109970093,0.8975851393188855
11,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0011.wav,3.624,0.05204595898534824,0.26203733682632446,0.8975851393188855
12,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0012.wav,4.068,0.08858628183901637,0.7771000266075134,1.0
12,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0012.wav,4.068,0.08858627201909172,0.5856865048408508,1.0
13,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0013.wav,7.704,0.02105803266019309,0.2111758589744568,1.0
13,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0013.wav,7.704,0.02105803211071303,0.10459029674530029,1.0
14,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0014.wav,6.768,0.10819158111698167,0.7641562223434448,1.0
14,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0014.wav,6.768,0.10819157634710959,0.7819330096244812,1.0
15,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0015.wav,5.04,0.15190479646556354,0.6687036752700806,1.0
15,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0015.wav,5.04,0.15190480531435585,0.9379231929779053,1.0
16,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0016.wav,6.768,0.053027896059261954,0.5370832085609436,1.0
16,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0016.wav,6.768,0.05302789834021826,0.3330267667770386,1.0
17,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0017.wav,5.508,0.07106211652641736,0.3999829888343811,1.0
17,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0017.wav,5.508,0.07106211684344428,0.4446845054626465,1.0
18,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0018.wav,4.824,0.0356939440208157,0.2450452446937561,1.0
18,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0018.wav,4.824,0.03569394232351258,0.1911333203315735,1.0
19,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0019.wav,6.696,0.08818959692738335,0.7725621461868286,1.0
19,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0019.wav,6.696,0.08818959976106008,0.5937042832374573,1.0
20,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0020.wav,5.94,0.034797166071885065,0.8694126605987549,1.0
20,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0020.wav,5.94,0.034797166897157894,0.41933315992355347,1.0
21,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0021.wav,4.032,0.11711178738297098,0.830893874168396,0.9986377708978329
21,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0021.wav,4.032,0.1171117892443236,0.9260263442993164,0.9986377708978329
22,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0022.wav,5.472,0.05723743489448366,0.7400395274162292,1.0
22,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0022.wav,5.472,0.05723743154859746,0.451538622379303,1.0
23,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0023.wav,6.876,0.13138911721574412,0.8473248481750488,1.0
23,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0023.wav,6.876,0.13138911854193167,0.9374603033065796,1.0
24,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0024.wav,5.328,0.12025326732342302,0.7783960700035095,1.0
24,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0024.wav,5.328,0.12025326464186777,0.7197030782699585,1.0
25,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0025.wav,4.284,0.0508308477658184,0.4653966426849365,1.0
25,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0025.wav,4.284,0.05083084720580837,0.33159857988357544,1.0
26,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0026.wav,7.308,0.10681889046438658,0.5355833172798157,1.0
26,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0026.wav,7.308,0.10681889283001701,0.6080367565155029,1.0
27,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0027.wav,5.76,0.06179762141379597,0.6843096017837524,1.0
27,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0027.wav,5.76,0.06179762266564875,0.46224159002304077,1.0
28,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0028.wav,6.216,0.1425628167693004,0.8891573548316956,1.0
28,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0028.wav,6.208,0.13660522868848674,0.990020751953125,1.0
29,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0029.wav,6.588,0.20523735988460848,1.0,1.0
29,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0029.wav,6.576,0.16556725715968204,0.989990234375,1.0
30,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0030.wav,3.816,0.07747778929508149,0.7512102127075195,0.945139318885449
30,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0030.wav,3.816,0.07747778913553054,0.5036544799804688,0.945139318885449
31,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0031.wav,3.492,0.12031022274996697,0.7034972310066223,0.8648916408668731
31,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0031.wav,3.492,0.12031022236799285,0.6859751343727112,0.8648916408668731
32,d24af5ee15190d3fc14dfc4ee3c75c75fe66fb537d4c7cf94e0e7d489ba442240b112a68a9dcd921ed48aaf17649bacd187e913bf4f22c1471cdc0fd263e9aa7,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0032.wav,6.372,0.14250986984718977,0.8666587471961975,1.0
32,d24af5ee15190d3fc14dfc4ee3c75c75fe66fb537d4c7cf94e0e7d489ba442240b112a68a9dcd921ed48aaf17649bacd187e913bf4f22c1471cdc0fd263e9aa7,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0032.wav,6.372,0.1425098656778563,0.9265060424804688,1.0
33,daa76944376a4ffb1588dd2a305c507bc1b8e14eafbbb1784aba0d0e901a3ceccaa5f1d84909bc13f2ff0ab6c7facb2ac2e487daed3470c7fe44022f33cd2a26,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0033.wav,3.348,0.03964836902220029,0.6642841696739197,0.8292260061919505
33,daa76944376a4ffb1588dd2a305c507bc1b8e14eafbbb1784aba0d0e901a3ceccaa5f1d84909bc13f2ff0ab6c7facb2ac2e487daed3470c7fe44022f33cd2a26,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0033.wav,3.348,0.03964836670197643,0.26236963272094727,0.8292260061919505
34,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0034.wav,7.056,0.13237922697161492,0.9008817672729492,1.0
34,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0034.wav,7.056,0.13237912142516065,0.79345703125,1.0
35,7fbf4c95e3140e3dc38caf6b69156e7b0c31b692322f830bd453acafa852716c55556b85dab23eb2fcf7567541c68490442cf56fba72b2b29acffe250f110146,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0035.wav,7.056,0.1031049446027177,0.759132444858551,1.0
35,7fbf4c95e3140e3dc38caf6b69156e7b0c31b692322f830bd453acafa852716c55556b85dab23eb2fcf7567541c68490442cf56fba72b2b29acffe250f110146,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0035.wav,7.056,0.10310493759998107,0.6948421001434326,1.0
36,1da3e82d56c4b06d4028ecc92aca9dc352823b8ec3e30de4da211906b610e38731002b15ef77c26455730b72f40ec1685543812f28aebbf3d093e8e83b3bad25,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0036.wav,6.48,0.08102048127659786,0.6054121851921082,1.0
36,1da3e82d56c4b06d4028ecc92aca9dc352823b8ec3e30de4da211906b610e38731002b15ef77c26455730b72f40ec1685543812f28aebbf3d093e8e83b3bad25,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0036.wav,6.48,0.08102048171775604,0.5198355913162231,1.0
37,75c6bb7203a8fae0c08c18b39bebaf7f25f86e3b2cdbb1dbd65927288474b3fa5b24c5c88144d238b93b8327677bdfbdf560078a95a3594a6b6ea7dbf3f3eec8,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0037.wav,2.88,0.15355004785954834,0.8646213412284851,0.713312693498452
37,75c6bb7203a8fae0c08c18b39bebaf7f25f86e3b2cdbb1dbd65927288474b3fa5b24c5c88144d238b93b8327677bdfbdf560078a95a3594a6b6ea7dbf3f3eec8,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0037.wav,2.88,0.1504436102340954,0.9900000095367432,0.713312693498452
38,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0038.wav,2.916,0.0672298024097861,0.7950471639633179,0.7222291021671827
38,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0038.wav,2.916,0.06722979549583351,0.569074273109436,0.7222291021671827
39,ccd20bfc67c11f3e895626eb3d7e07e2eecb1ce583467fa1a70d8bda435a9fc5cf14c4a421d7811cf579acb2397447cbd649ac6eaaa8073a71a7d04ccb90882b,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0039.wav,5.328,0.16255865507066855,0.8809807896614075,1.0
39,ccd20bfc67c11f3e895626eb3d7e07e2eecb1ce583467fa1a70d8bda435a9fc5cf14c4a421d7811cf579acb2397447cbd649ac6eaaa8073a71a7d04ccb90882b,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0039.wav,5.328,0.13998526932564206,0.990020751953125,1.0
40,424c16a8450e8b742c1380d9d38d919d880a36379e8c7e09126a2a8411022bc42cbae339c1d8dfd42695fb073ca783ed5e86b8a2531d11c4491259ab1378e445,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0040.wav,5.976,0.016596756244551827,0.25065380334854126,1.0
40,424c16a8450e8b742c1380d9d38d919d880a36379e8c7e09126a2a8411022bc42cbae339c1d8dfd42695fb073ca783ed5e86b8a2531d11c4491259ab1378e445,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0040.wav,5.976,0.01659675478544405,0.0761677622795105,1.0
41,8c19c5b99c8b1ac2264eb9486484732c9d5ec2f0bcc679213d2b2d740efeec83673995013ff2ad72008fa9176ea0eedf32ea29d6b09e71426ac03b6026cff906,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0041.wav,3.42,0.08516227213634978,0.7095016837120056,0.8470588235294119
41,8c19c5b99c8b1ac2264eb9486484732c9d5ec2f0bcc679213d2b2d740efeec83673995013ff2ad72008fa9176ea0eedf32ea29d6b09e71426ac03b6026cff906,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0041.wav,3.42,0.08516227303752488,0.552192211151123,0.8470588235294119
42,23e7986df66ecae7556379ef6a8c59490f3a38d789ddcbb9af2e0bdac45ded855c8a27be3ec862f45918adec219022883c1f64ea3ca811371c818856357ef5be,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0042.wav,7.02,0.08237179390412153,0.6936928033828735,1.0
42,23e7986df66ecae7556379ef6a8c59490f3a38d789ddcbb9af2e0bdac45ded855c8a27be3ec862f45918adec219022883c1f64ea3ca811371c818856357ef5be,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0042.wav,7.02,0.08237179740956428,0.595832109451294,1.0
43,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0043.wav,5.22,0.0587659368103716,0.6911504864692688,1.0
43,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0043.wav,5.22,0.05876593243851046,0.616474986076355,1.0
44,3aef16007bd29046bf29aa965433206ce23419410af7d4bc3d292635ddc31b83ce37bccb79f9f0fb3d857b77a1bba903b1dfbadc1d390b9c5b687a475c9f29a6,real,hindi_griffinlim_eval_final/real_hindi/hindi_real_0044.wav,4.788,0.08190570499690683,0.7381819486618042,1.0
44,3aef16007bd29046bf29aa965433206ce23419410af7d4bc3d292635ddc31b83ce37bccb79f9f0fb3d857b77a1bba903b1dfbadc1d390b9c5b687a475c9f29a6,fake,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0044.wav,4.788,0.08190569371315443,0.6601319909095764,1.0
