pair_id,analysis_cluster,label,path,duration_s,leading_silence_ms,trailing_silence_ms,score_original,score_trimmed,delta_score
23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0023.wav,7.236,0.0,0.0,-5.126720905303955,-5.126720905303955,0.0
24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,1,english_griffinlim_eval_final/real_english/english_real_0024.wav,6.96,928.0,656.0,3.673304796218872,-5.1320343017578125,-8.805339097976685
24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0024.wav,6.96,0.0,0.0,-2.7654623985290527,-2.7654623985290527,0.0
25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,1,english_griffinlim_eval_final/real_english/english_real_0025.wav,3.84,768.0,704.0,3.8174688816070557,-3.4780750274658203,-7.295543909072876
25,11ec372417df77b07bb129cc7572637abe768dd9ba9a6cf66c66b5081a6016aa00fb0a31287220448ed090f18b89fb45ff7e35247c32e492909a9d08f7645c84,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0025.wav,3.84,0.0,0.0,-0.26242032647132874,-0.26242032647132874,0.0
26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,1,english_griffinlim_eval_final/real_english/english_real_0026.wav,5.736,544.0,584.0,3.1669111251831055,0.6132939457893372,-2.5536171793937683
26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0026.wav,5.736,0.0,0.0,-6.027141571044922,-6.027141571044922,0.0
27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,1,english_griffinlim_eval_final/real_english/english_real_0027.wav,7.584,1376.0,992.0,0.04968184605240822,-5.782388687133789,-5.832070533186197
27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0027.wav,7.584,0.0,0.0,-5.940505027770996,-5.940505027770996,0.0
28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,1,english_griffinlim_eval_final/real_english/english_real_0028.wav,6.696,1088.0,712.0,1.1302553415298462,-5.8696393966674805,-6.999894738197327
28,028ab76c21b95feb9d1c45d6e15601663af90da27fae2173cc795b0509b393432e7b22dec98cb7986134e44b046930c53a6b0906e44a12694c6874af3c7e16b1,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0028.wav,6.696,0.0,0.0,-4.457064628601074,-4.457064628601074,0.0
29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,1,english_griffinlim_eval_final/real_english/english_real_0029.wav,7.32,672.0,728.0,3.3176534175872803,-5.517097473144531,-8.834750890731812
29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0029.wav,7.32,0.0,0.0,-5.724946022033691,-5.724946022033691,0.0
30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,1,english_griffinlim_eval_final/real_english/english_real_0030.wav,2.784,224.0,0.0,-5.505731582641602,-5.832996845245361,-0.32726526260375977
30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0030.wav,2.784,0.0,0.0,-5.881573677062988,-5.881573677062988,0.0
31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,1,english_griffinlim_eval_final/real_english/english_real_0031.wav,3.624,32.0,136.0,1.4808349609375,0.10952109098434448,-1.3713138699531555
31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0031.wav,3.624,0.0,0.0,-6.04750919342041,-6.04750919342041,0.0
32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,1,english_griffinlim_eval_final/real_english/english_real_0032.wav,3.672,1248.0,568.0,5.532535552978516,-3.7509655952453613,-9.283501148223877
32,1d9ec19ff82f280feed9d2d623162d8046bdf38849230f6c1f680cbd0174c53e9f717e9af8048494e459f2d3ce1d6c341198025323ac71599cc5baadc9ffa141,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0032.wav,3.672,0.0,0.0,-1.0236574411392212,-1.0236574411392212,0.0
33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,1,english_griffinlim_eval_final/real_english/english_real_0033.wav,3.552,32.0,288.0,-0.1480388194322586,0.6146746873855591,0.7627135068178177
33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0033.wav,3.552,0.0,0.0,-0.41182273626327515,-0.41182273626327515,0.0
34,52f93568a9302b1e6662a670c7a026f5fc184586d28f22f58ac8e3ab936f376cc20ac820a21c0937c55f19a2396e2ffce8e21e3633be5474cf9a03ef35b4680e,1,english_griffinlim_eval_final/real_english/english_real_0034.wav,7.416,96.0,888.0,5.202330589294434,5.064384460449219,-0.13794612884521484
34,52f93568a9302b1e6662a670c7a026f5fc184586d28f22f58ac8e3ab936f376cc20ac820a21c0937c55f19a2396e2ffce8e21e3633be5474cf9a03ef35b4680e,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0034.wav,7.416,0.0,0.0,4.082949161529541,4.082949161529541,0.0
35,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,1,english_griffinlim_eval_final/real_english/english_real_0035.wav,3.24,608.0,296.0,-5.961976528167725,-5.996592044830322,-0.034615516662597656
35,1ac9ecaf9310d5281d115f37692ebe23e9ee83e7655ae658c93195e49bbcc6b8ce5bd83130010252ae312400a654675cc3e5f52434e7b0302ae52ef36b5d161c,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0035.wav,3.24,0.0,0.0,-4.3268208503723145,-4.3268208503723145,0.0
36,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,1,english_griffinlim_eval_final/real_english/english_real_0036.wav,6.66,1152.0,484.0,5.392667770385742,-3.81381893157959,-9.206486701965332
36,0e5b9e39547ba372e339b7eeeb3fb20cad1a055f0695b137a44397eabb020001afc030a9fe1febf7cbfbc92998165e00e0cae4c115b7c9ace09f13911270b582,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0036.wav,6.66,0.0,0.0,-5.978466987609863,-5.978466987609863,0.0
37,07d3d922297a7ff95c0af1273ea9511f05d9e73ad7eccbbc41f21be8c897b482c9e212941a01874135df63f60c8d07ca57e9fa3b9716f06c3c58a01bda4c4eee,1,english_griffinlim_eval_final/real_english/english_real_0037.wav,4.5,32.0,1044.0,5.551298141479492,5.748431205749512,0.19713306427001953
37,07d3d922297a7ff95c0af1273ea9511f05d9e73ad7eccbbc41f21be8c897b482c9e212941a01874135df63f60c8d07ca57e9fa3b9716f06c3c58a01bda4c4eee,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0037.wav,4.5,0.0,0.0,0.17628617584705353,0.17628617584705353,0.0
38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,1,english_griffinlim_eval_final/real_english/english_real_0038.wav,4.224,0.0,0.0,-0.16786785423755646,-0.16786785423755646,0.0
38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0038.wav,4.224,0.0,0.0,-3.542393207550049,-3.542393207550049,0.0
39,e6d7f6267e35209974914a2468b3a9d604eef31fef16db546c92b3fe5eae899e02d2aa669071a9d56b9385a88c82c680c47b9e8328897d7e93b4c057c1305909,1,english_griffinlim_eval_final/real_english/english_real_0039.wav,5.508,416.0,580.0,4.130740165710449,-1.4368735551834106,-5.56761372089386
39,e6d7f6267e35209974914a2468b3a9d604eef31fef16db546c92b3fe5eae899e02d2aa669071a9d56b9385a88c82c680c47b9e8328897d7e93b4c057c1305909,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0039.wav,5.508,0.0,0.0,-6.050912857055664,-6.050912857055664,0.0
40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,1,english_griffinlim_eval_final/real_english/english_real_0040.wav,3.528,64.0,200.0,3.7854533195495605,2.6378419399261475,-1.147611379623413
40,d32d90f243364ebcad7ca3e5cc05b554b0f8ced3c210142d11329e5f9cde5a584f72f4e410f2a93f3407093671098a2d89a8fd8d705b06f5749e57841254fedd,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0040.wav,3.528,0.0,0.0,-0.3996082842350006,-0.3996082842350006,0.0
41,54d9c7c2dc089d0b3da8823090ce2cabbe9cf4d36daa477f8bd680122a55af753082f3d48d06c2021876624f94afdacfe05b0ea814f7096afd577602aa63abf1,1,english_griffinlim_eval_final/real_english/english_real_0041.wav,2.184,640.0,264.0,4.7532734870910645,-5.486102104187012,-10.239375591278076
41,54d9c7c2dc089d0b3da8823090ce2cabbe9cf4d36daa477f8bd680122a55af753082f3d48d06c2021876624f94afdacfe05b0ea814f7096afd577602aa63abf1,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0041.wav,2.184,0.0,0.0,-0.07350049912929535,-0.07350049912929535,0.0
42,5e36a2f329d7cf05f42027bc4aa50d6c34e20d5230e47e643b01a35b02967028fbc029da597d6d715c105649fc3d0dbbbea09ddffff9be24d26cb07d5b6bf60d,1,english_griffinlim_eval_final/real_english/english_real_0042.wav,6.168,672.0,1112.0,3.8718998432159424,-5.1575517654418945,-9.029451608657837
42,5e36a2f329d7cf05f42027bc4aa50d6c34e20d5230e47e643b01a35b02967028fbc029da597d6d715c105649fc3d0dbbbea09ddffff9be24d26cb07d5b6bf60d,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0042.wav,6.168,0.0,0.0,-0.54719477891922,-0.54719477891922,0.0
43,cb19dbcc8abacf137ddec49dd7d4189812b4e572aac06b0b5e32959d6d24841be36ddd7de3230946081545a71239aa3123e52000afefff6889c2b34d0323ebf2,1,english_griffinlim_eval_final/real_english/english_real_0043.wav,4.704,960.0,736.0,3.1903977394104004,-3.2415413856506348,-6.431939125061035
43,cb19dbcc8abacf137ddec49dd7d4189812b4e572aac06b0b5e32959d6d24841be36ddd7de3230946081545a71239aa3123e52000afefff6889c2b34d0323ebf2,0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0043.wav,4.704,0.0,0.0,-0.3727057874202728,-0.3727057874202728,0.0
44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,1,english_griffinlim_eval_final/real_english/english_real_0044.wav,6.264,576.0,632.0,2.457153797149658,-4.412169456481934,-6.869323253631592
